date,hard_coal_tran_actual,oil_tran_actual,gas_tran_actual,renewables_tran_actual,biomass_tran_actual,waste_tran_actual,hard_coal_tran_fitted,oil_tran_fitted,gas_tran_fitted,renewables_tran_fitted,biomass_tran_fitted,waste_tran_fitted,hard_coal_tran_lower,oil_tran_lower,gas_tran_lower,renewables_tran_lower,biomass_tran_lower,waste_tran_lower,hard_coal_tran_upper,oil_tran_upper,gas_tran_upper,renewables_tran_upper,biomass_tran_upper,waste_tran_upper
2026-01-24 00:00:00+00:00,1754.1666,0.0,415.55442500000004,339.8633500000001,421.47114999999997,63.204585,2170.0943854370175,-1.1829426767153626,381.5472670013395,474.06446098397214,426.90050167131943,53.7845923275993,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 01:00:00+00:00,1643.116525,0.0,416.28677500000003,337.60525000000007,417.48095,63.271555000000006,2068.432003686115,0.1786419672999946,378.10068516334076,511.57979211726894,423.986713619481,50.88818118138503,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 02:00:00+00:00,1567.2285,0.0,416.306625,347.05665,417.432275,63.338525000000004,2216.38696024788,0.26941088596263185,370.4430714502315,484.3499317594098,424.5246402065631,52.02837320212794,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 03:00:00+00:00,1567.34005,0.0,416.189825,331.36957499999994,420.48650000000004,61.726275,2061.637534053516,0.26941088596263185,373.0008269725126,492.5723873377459,427.5695077201344,42.651130813235326,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 04:00:00+00:00,1569.6422,0.0,416.05809999999997,329.3012,432.498975,59.854150000000004,1979.4474567303282,0.40667679241702537,358.9142153820702,525.5964397319569,436.9562888881781,41.673893303275776,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 05:00:00+00:00,1611.4128,0.0,416.01675,342.87559999999996,457.71865,58.298125,2086.5722698612985,-2.1206769599074997,362.9971266107991,743.5630741301422,454.31767016466483,42.416874267115425,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 06:00:00+00:00,1611.14005,0.0,415.27305,335.47872500000005,487.2389,57.049275,2258.5073459008117,1.1760106943696176,364.84824906533134,683.7451400082964,475.33044257893994,46.285664678812765,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 07:00:00+00:00,1717.45245,0.0,415.88374999999996,491.28937499999995,511.7744,56.859925000000004,2124.493855486247,4.611381670461562,365.69012945427636,982.26405911408,487.4830708812295,44.5316186772105,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 08:00:00+00:00,1788.5552,0.0,415.29425000000003,694.3797500000001,506.462425,59.142925,2155.39105876838,3.1578845777688564,362.18720686887616,917.5510186058809,485.4410448542816,41.57068615174487,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
2026-01-24 09:00:00+00:00,1649.809275,0.0,414.949975,563.4586999999999,487.04645,61.52185,2188.4546680482927,2.7473585489429246,357.6370247381542,613.1372451144962,465.7162603583477,42.347219059455846,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869,1168.4076301812997,5.705311073660715,337.68605856473215,911.0176164469246,412.57619673859125,42.5052443578869
