date,wind_onshore_tran_actual,wind_onshore_tran_fitted,wind_onshore_tran_lower,wind_onshore_tran_upper
2026-01-24 00:00:00+00:00,576.3847499999999,325.14650131850226,120.3173451080579,529.9756575289466
2026-01-24 01:00:00+00:00,369.92325,224.40169281562197,19.572536605177618,429.23084902606627
2026-01-24 02:00:00+00:00,301.75275,151.7933637036037,-53.03579250684061,356.62251991404804
2026-01-24 03:00:00+00:00,231.29525,148.322530556517,-56.50662565392736,353.15168676696135
2026-01-24 04:00:00+00:00,203.279,118.0727502379873,-86.756405972457,322.90190644843165
2026-01-24 05:00:00+00:00,206.83575,133.34956623497538,-71.47958997546897,338.17872244541974
2026-01-24 06:00:00+00:00,199.9515,106.80376116813116,-98.02539504231322,311.6329173785755
2026-01-24 07:00:00+00:00,187.0145,163.35068581415047,-41.47847039629386,368.1798420245948
2026-01-24 08:00:00+00:00,174.12224999999998,170.35093482444927,-34.478221385995084,375.18009103489356
2026-01-24 09:00:00+00:00,145.111,121.65649367759576,-83.17266253284856,326.4856498880401
2026-01-24 10:00:00+00:00,130.722,68.31499631209454,-136.51415989834976,273.1441525225389
2026-01-24 11:00:00+00:00,101.53824999999998,85.14206688861651,-119.68708932182784,289.9712230990608
2026-01-24 12:00:00+00:00,124.209,77.183146812431,-127.64600939801335,282.01230302287536
2026-01-24 13:00:00+00:00,119.85699999999997,53.52435028079634,-151.30480592964796,258.3535064912407
2026-01-24 14:00:00+00:00,148.82875,100.82524001334144,-104.00391619710291,305.6543962237858
2026-01-24 15:00:00+00:00,257.42575,153.3388344233169,-51.490321787127414,358.16799063376124
2026-01-24 16:00:00+00:00,242.86275,283.8057870493682,78.97663083892388,488.63494325981253
2026-01-24 17:00:00+00:00,255.12975,375.08856043317655,170.2594042227322,579.9177166436209
2026-01-24 18:00:00+00:00,230.31824999999998,330.4976464167704,125.66849020632611,535.3268026272148
2026-01-24 19:00:00+00:00,194.311,339.0520667116529,134.22291050120856,543.8812229220972
2026-01-24 20:00:00+00:00,195.93525,259.7302827269316,54.90112651648724,464.55943893737594
2026-01-24 21:00:00+00:00,186.2525,253.59745685214548,48.76830064170116,458.4266130625898
2026-01-24 22:00:00+00:00,178.9535,277.44570828115485,72.6165520707105,482.27486449159915
2026-01-24 23:00:00+00:00,168.465,260.0702405356089,55.241084325164536,464.89939674605324
2026-01-25 00:00:00+00:00,147.68824999999998,226.62940046242082,21.800244251976437,431.45855667286514
2026-01-25 01:00:00+00:00,148.281,268.5824237846139,63.75326757416957,473.4115799950582
