date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-02-07 07:00:00+00:00,4144.82125,4309.376017454556,3369.68878514209,5249.063249767021
2026-02-07 08:00:00+00:00,3731.5702499999998,3910.1921134332665,2970.5048811208007,4849.879345745732
2026-02-07 09:00:00+00:00,3230.4575,3035.4418109258113,2095.754578613346,3975.1290432382766
2026-02-07 10:00:00+00:00,2586.22925,2598.079032847248,1658.3918005347828,3537.766265159714
2026-02-07 11:00:00+00:00,2281.702,2147.0270344494174,1207.3398021369517,3086.7142667618828
2026-02-07 12:00:00+00:00,2264.10725,1841.4609164581038,901.7736841456381,2781.148148770569
2026-02-07 13:00:00+00:00,2439.39925,1956.8485692793338,1017.1613369668682,2896.535801591799
2026-02-07 14:00:00+00:00,2652.47375,2212.040577432306,1272.35334511984,3151.7278097447715
2026-02-07 15:00:00+00:00,3197.0032499999998,2463.0708760404405,1523.383643727975,3402.758108352906
2026-02-07 16:00:00+00:00,3737.8717500000002,2636.797644300926,1697.1104119884606,3576.484876613392
2026-02-07 17:00:00+00:00,4354.30925,3328.4865704126846,2388.7993381002193,4268.17380272515
2026-02-07 18:00:00+00:00,4682.866,4070.7751031068465,3131.087870794381,5010.462335419312
2026-02-07 19:00:00+00:00,5007.23275,4140.777184778314,3201.0899524658485,5080.4644170907795
2026-02-07 20:00:00+00:00,4825.003500000001,4140.777184778314,3201.0899524658485,5080.4644170907795
2026-02-07 21:00:00+00:00,4661.7145,4125.284274847506,3185.5970425350406,5064.971507159971
2026-02-07 22:00:00+00:00,4626.33525,4067.466197267672,3127.778964955207,5007.1534295801375
2026-02-07 23:00:00+00:00,4590.14225,4383.1945510213,3443.5073187088346,5322.881783333765
2026-02-08 00:00:00+00:00,4819.27225,4636.9323872234345,3697.2451549109683,5576.619619535899
2026-02-08 01:00:00+00:00,5305.87275,4885.712825983808,3946.025593671342,5825.4000582962735
2026-02-08 02:00:00+00:00,5480.1455000000005,5047.161925808057,4107.474693495592,5986.8491581205235
2026-02-08 03:00:00+00:00,5816.18125,5116.539323287854,4176.852090975389,6056.22655560032
2026-02-08 04:00:00+00:00,6077.813749999999,5183.028061676828,4243.340829364362,6122.715293989293
2026-02-08 05:00:00+00:00,6103.0822499999995,5387.557343235172,4447.870110922706,6327.244575547638
2026-02-08 06:00:00+00:00,6247.38025,5351.815683693035,4412.1284513805695,6291.5029160055
2026-02-08 07:00:00+00:00,6286.786,5344.9069503192395,4405.219718006774,6284.594182631705
2026-02-08 08:00:00+00:00,5993.2665,5318.839588527722,4379.152356215258,6258.5268208401885
2026-02-08 09:00:00+00:00,6000.80325,5138.955427582419,4199.268195269953,6078.642659894884
2026-02-08 10:00:00+00:00,5932.26175,5135.656022400249,4195.968790087783,6075.343254712715
2026-02-08 11:00:00+00:00,5754.210999999999,5097.096300458388,4157.409068145923,6036.783532770854
2026-02-08 12:00:00+00:00,5623.224,5139.420275297318,4199.733042984852,6079.107507609782
2026-02-08 13:00:00+00:00,5560.358,5194.90295031025,4255.215717997784,6134.590182622715
2026-02-08 14:00:00+00:00,5685.9127499999995,5173.787466297306,4234.10023398484,6113.474698609771
2026-02-08 15:00:00+00:00,5581.7122500000005,5025.937962537573,4086.250730225107,5965.6251948500385
2026-02-08 16:00:00+00:00,5792.35175,5086.839782203142,4147.152549890676,6026.527014515607
2026-02-08 17:00:00+00:00,5732.3375,5137.057038656318,4197.369806343852,6076.744270968784
2026-02-08 18:00:00+00:00,5825.36375,4722.04662131664,3782.359389004175,5661.733853629106
2026-02-08 19:00:00+00:00,5787.15225,4393.597404467401,3453.9101721549355,5333.284636779867
2026-02-08 20:00:00+00:00,5637.198,4385.4995548614825,3445.812322549017,5325.186787173949
2026-02-08 21:00:00+00:00,5735.84725,4331.338091967318,3391.650859654853,5271.025324279784
2026-02-08 22:00:00+00:00,5820.40475,4315.567961502406,3375.8807291899407,5255.255193814872
2026-02-08 23:00:00+00:00,5681.0135,4528.561257446594,3588.874025134128,5468.248489759058
2026-02-09 00:00:00+00:00,5596.2965,4186.35149622538,3246.6642639129145,5126.038728537846
2026-02-09 01:00:00+00:00,5328.83225,4208.8973819416715,3269.210149629206,5148.584614254138
2026-02-09 02:00:00+00:00,4841.5725,3870.318439604781,2930.6312072923156,4810.005671917246
2026-02-09 03:00:00+00:00,4603.17425,3469.8457035461943,2530.1584712337285,4409.5329358586605
2026-02-09 04:00:00+00:00,4457.709,3203.357334610132,2263.6701022976663,4143.044566922597
2026-02-09 05:00:00+00:00,4342.836,2893.5158417551033,1953.8286094426378,3833.203074067569
2026-02-09 06:00:00+00:00,4443.106,2838.544368265846,1898.8571359533805,3778.2316005783114
2026-02-09 07:00:00+00:00,4368.452,3048.883424884679,2109.1961925722135,3988.5706571971446
2026-02-09 08:00:00+00:00,3748.3465,3013.5014318560543,2073.814199543589,3953.18866416852
2026-02-09 09:00:00+00:00,3082.16925,2435.0963566824016,1495.4091243699363,3374.7835889948674
2026-02-09 10:00:00+00:00,2625.59925,2290.2241595028604,1350.5369271903946,3229.911391815326
2026-02-09 11:00:00+00:00,2344.14,2054.4970840593137,1114.8098517468482,2994.1843163717795
2026-02-09 12:00:00+00:00,2164.2795,2032.4283587817104,1092.7411264692448,2972.115591094176
2026-02-09 13:00:00+00:00,2287.408,2016.9956055935068,1077.3083732810414,2956.6828379059725
2026-02-09 14:00:00+00:00,2643.20725,2242.5039255087186,1302.8166931962528,3182.191157821184
2026-02-09 15:00:00+00:00,2966.22975,2892.1257903330265,1952.438558020561,3831.8130226454923
2026-02-09 16:00:00+00:00,3406.51775,3226.4998752596816,2286.812642947216,4166.187107572147
2026-02-09 17:00:00+00:00,3836.639,3387.41803459998,2447.730802287514,4327.105266912446
2026-02-09 18:00:00+00:00,3693.73925,3858.1954316104716,2918.508199298006,4797.882663922937
2026-02-09 19:00:00+00:00,3229.413,3728.396116994587,2788.708884682121,4668.083349307052
2026-02-09 20:00:00+00:00,2992.7925,3257.3093350123268,2317.622102699861,4196.996567324792
2026-02-09 21:00:00+00:00,2767.353,2827.626311851069,1887.9390795386037,3767.313544163535
2026-02-09 22:00:00+00:00,2448.0564999999997,2655.2658996120354,1715.5786672995696,3594.9531319245007
2026-02-09 23:00:00+00:00,2228.34975,2512.0588591449728,1572.371626832507,3451.7460914574385
2026-02-10 00:00:00+00:00,2019.875,2561.7190017414423,1622.0317694289765,3501.4062340539076
