date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2026-02-28 00:00:00+00:00,,8.674842,-216.79660578773655,234.14609148904947
2026-02-28 01:00:00+00:00,,73.36918,-152.10227171501492,298.84042556177064
2026-02-28 02:00:00+00:00,,127.654335,-97.81701944472479,353.1256778320612
2026-02-28 03:00:00+00:00,,148.6995,-76.77183523017447,374.1708620466111
2026-02-28 04:00:00+00:00,,165.64163,-59.82960477116785,391.1130925056177
2026-02-28 05:00:00+00:00,,290.94852,65.47713004555408,516.4198273223401
2026-02-28 06:00:00+00:00,,682.3931,456.92173716551906,907.8644344423051
2026-02-28 07:00:00+00:00,,2918.8435,2693.3721232413177,3144.3148205181037
2026-02-28 08:00:00+00:00,,5379.319,5153.847474622498,5604.790171899285
2026-02-28 09:00:00+00:00,,7840.928,7615.456936420853,8066.399633697638
2026-02-28 10:00:00+00:00,,9193.083,8967.61130678733,9418.554004064115
2026-02-28 11:00:00+00:00,,9607.92,9382.448495897226,9833.39119317401
2026-02-28 12:00:00+00:00,,9098.922,8873.45007127359,9324.392768550375
2026-02-28 13:00:00+00:00,,7732.9062,7507.434831460054,7958.377528736839
2026-02-28 14:00:00+00:00,,5684.8193,5459.347847853966,5910.290545130752
2026-02-28 15:00:00+00:00,,2824.0962,2598.6247389646264,3049.567436241412
2026-02-28 16:00:00+00:00,,518.2171,292.74578077001706,743.6884780468031
2026-02-28 17:00:00+00:00,,98.93583,-126.53559369084678,324.40710358593924
2026-02-28 18:00:00+00:00,,10.73368,-214.73777176057683,236.2049255162092
2026-02-28 19:00:00+00:00,,1.7268438,-223.74455753361826,227.1981397431673
2026-02-28 20:00:00+00:00,,10.065711,-215.4057542129508,235.53694306383522
2026-02-28 21:00:00+00:00,,12.377234,-213.09420794331936,237.84848933346666
2026-02-28 22:00:00+00:00,,20.325722,-205.14568388066482,245.7970133961212
2026-02-28 23:00:00+00:00,,11.05741,-214.41382362720515,236.52887364958087
2026-03-01 00:00:00+00:00,,16.505898,-208.96556255499218,241.9771347217934
2026-03-01 01:00:00+00:00,,18.842323,-206.62902533347142,244.3136719433146
2026-03-01 02:00:00+00:00,,16.493446,-208.9779412507878,241.96475602599776
2026-03-01 03:00:00+00:00,,22.146034,-203.32531491779628,247.6173823589893
2026-03-01 04:00:00+00:00,,18.58329,-206.88804370398975,244.05465357279581
2026-03-01 05:00:00+00:00,,94.02274,-131.44853455996827,319.49416271681775
2026-03-01 06:00:00+00:00,,625.3984,399.9269518777496,850.8696491545354
2026-03-01 07:00:00+00:00,,3023.7754,2798.3039918988443,3249.2466891756303
2026-03-01 08:00:00+00:00,,5589.0674,5363.596066710622,5814.538763987408
2026-03-01 09:00:00+00:00,,7711.834,7486.362554250933,7937.305251527718
2026-03-01 10:00:00+00:00,,9431.562,9206.089917576179,9657.032614852964
2026-03-01 11:00:00+00:00,,10049.329,9823.857372993723,10274.800070270509
2026-03-01 12:00:00+00:00,,9062.321,8836.84977121005,9287.792468486836
2026-03-01 13:00:00+00:00,,7759.439,7533.967748437184,7984.910445713969
2026-03-01 14:00:00+00:00,,5834.326,5608.854699391067,6059.797396667853
2026-03-01 15:00:00+00:00,,2651.932,2426.460553255804,2877.40325053259
2026-03-01 16:00:00+00:00,,555.3659,329.894480413338,780.8371776901236
2026-03-01 17:00:00+00:00,,16.991005,-208.4802242556798,242.46247302110578
2026-03-01 18:00:00+00:00,,12.453406,-213.0178337258626,237.92486355092342
2026-03-01 19:00:00+00:00,,5.4187384,-220.0526699026127,230.89002737417331
2026-03-01 20:00:00+00:00,,7.0107794,-218.46048935092267,232.48220792586335
2026-03-01 21:00:00+00:00,,13.065955,-212.40543862442064,238.53725865236538
2026-03-01 22:00:00+00:00,,14.270789,-211.2005010468688,239.74219622991723
2026-03-01 23:00:00+00:00,,13.961219,-211.5102020020604,239.43249527472562
2026-03-02 00:00:00+00:00,,13.83158,-211.6398279674686,239.30286930931743
2026-03-02 01:00:00+00:00,,13.32035,-212.15109145986253,238.79160581692304
2026-03-02 02:00:00+00:00,,11.9016485,-213.56973671011428,237.37296056667174
2026-03-02 03:00:00+00:00,,11.799109,-213.67226968095065,237.27042759583537
2026-03-02 04:00:00+00:00,,13.185828,-212.28562219152946,238.6570750852561
2026-03-02 05:00:00+00:00,,19.431435,-206.03998626183238,244.90271101495318
2026-03-02 06:00:00+00:00,,394.21072,168.73927613244405,619.6819734092298
2026-03-02 07:00:00+00:00,,1848.3187,1622.847387796231,2073.7900850730166
2026-03-02 08:00:00+00:00,,3930.48,3705.0086000624824,4155.951297339268
2026-03-02 09:00:00+00:00,,6197.604,5972.132752029311,6423.075449306097
2026-03-02 10:00:00+00:00,,7205.515,6980.044000486925,7430.98669776371
2026-03-02 11:00:00+00:00,,7624.896,7399.424871634752,7850.367568911537
2026-03-02 12:00:00+00:00,,7072.385,6846.9132292464,7297.855926523185
2026-03-02 13:00:00+00:00,,5497.8687,5272.397076456832,5723.339773733618
2026-03-02 14:00:00+00:00,,3379.1438,3153.6723498739816,3604.615047150767
2026-03-02 15:00:00+00:00,,1374.7352,1149.2639447236184,1600.2066420004041
2026-03-02 16:00:00+00:00,,321.7195,96.24823219078917,547.190929467575
2026-03-02 17:00:00+00:00,,44.833534,-180.63773468747922,270.3049625893068
2026-03-02 18:00:00+00:00,,9.033484,-216.43785716995808,234.50484010682794
2026-03-02 19:00:00+00:00,,12.393104,-213.07832584305334,237.86437143373269
2026-03-02 20:00:00+00:00,,12.041297,-213.43006765189057,237.51262962489545
