date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-02-28 00:00:00+00:00,,2637.6373527085802,919.9306553320023,4346.908538459543
2026-02-28 01:00:00+00:00,,2711.3039633417,1003.5813210269744,4422.235693539039
2026-02-28 02:00:00+00:00,,2675.3856564622342,967.4438822581301,4384.512561142912
2026-02-28 03:00:00+00:00,,2725.0651838033027,1020.2993440226714,4439.3605431330025
2026-02-28 04:00:00+00:00,,2969.36147991923,1258.3202971401226,4678.6034323311105
2026-02-28 05:00:00+00:00,,2991.9353171600746,1277.0286490709557,4701.043790513341
2026-02-28 06:00:00+00:00,,2993.2383627136146,1280.3586066334317,4704.895507488882
2026-02-28 07:00:00+00:00,,3000.693845470317,1292.056017152379,4714.264007988904
2026-02-28 08:00:00+00:00,,3125.2305052188967,1413.3213690889424,4837.847346966422
2026-02-28 09:00:00+00:00,,3225.643174698326,1512.999701536634,4939.720569356602
2026-02-28 10:00:00+00:00,,3200.9056863773676,1493.8443662313662,4907.072642376267
2026-02-28 11:00:00+00:00,,2951.30678689791,1241.6804247183852,4657.221825912511
2026-02-28 12:00:00+00:00,,3229.637710305854,1520.4400946344158,4930.635656963593
2026-02-28 13:00:00+00:00,,3128.3862199416,1420.6740127431135,4835.755760430184
2026-02-28 14:00:00+00:00,,2936.6638884900867,1228.7400229342857,4642.761967813398
2026-02-28 15:00:00+00:00,,2710.6233005908543,999.6399500295511,4415.907458019996
2026-02-28 16:00:00+00:00,,2252.598727385471,541.4054951559337,3959.7370776444823
2026-02-28 17:00:00+00:00,,2362.40677915282,647.6085994406808,4070.2519201879218
2026-02-28 18:00:00+00:00,,3242.5949156031934,1530.0756379908723,4951.388799838647
2026-02-28 19:00:00+00:00,,3720.927074345009,2010.461222979221,5442.69235200555
2026-02-28 20:00:00+00:00,,3808.0997190742855,2093.197641468405,5512.429546040539
2026-02-28 21:00:00+00:00,,4634.9480059730995,2920.76458843751,6363.657456574942
2026-02-28 22:00:00+00:00,,4042.4104345662518,2331.4633458555286,5755.1983257568
2026-02-28 23:00:00+00:00,,4062.589087791599,2355.635056991352,5772.957595547761
2026-03-01 00:00:00+00:00,,3825.0282874660775,2113.8636807655116,5529.717740860857
2026-03-01 01:00:00+00:00,,3810.7022785862846,2100.527734269382,5516.7578193067175
2026-03-01 02:00:00+00:00,,3661.8817837065726,1947.7411664841816,5371.221289298344
2026-03-01 03:00:00+00:00,,3357.6811448794715,1648.2701134585016,5069.8028131865085
2026-03-01 04:00:00+00:00,,3027.605220993302,1317.9735413205885,4732.8131277232615
2026-03-01 05:00:00+00:00,,2809.6395454565277,1101.7291733767966,4521.266106222577
2026-03-01 06:00:00+00:00,,2936.8228345643934,1226.0153515125005,4650.311469275012
2026-03-01 07:00:00+00:00,,2866.125658345901,1150.763201323725,4574.022523902528
2026-03-01 08:00:00+00:00,,3096.485037088703,1392.1327986200663,4804.879130412344
2026-03-01 09:00:00+00:00,,3358.4408325631334,1644.3900162460363,5076.788715087456
2026-03-01 10:00:00+00:00,,3548.9538379032747,1838.8347698694738,5257.941277119665
2026-03-01 11:00:00+00:00,,3695.3005713297916,1986.2615817317444,5402.439139774855
2026-03-01 12:00:00+00:00,,3952.0752097141904,2243.3442622871667,5656.05018371056
2026-03-01 13:00:00+00:00,,3687.5704853625207,1976.770317444281,5397.555799138839
2026-03-01 14:00:00+00:00,,3451.9274623056244,1737.68796823933,5160.576425488698
2026-03-01 15:00:00+00:00,,3498.4780553263654,1776.2362331915378,5209.1772271506525
2026-03-01 16:00:00+00:00,,3624.756329809309,1903.140220139802,5330.413645729226
2026-03-01 17:00:00+00:00,,3546.100394621377,1824.7941607605705,5254.359467821088
2026-03-01 18:00:00+00:00,,3538.511184394629,1821.5171006663963,5249.037761573693
2026-03-01 19:00:00+00:00,,3587.4573473862083,1872.5137273294963,5297.538254993774
2026-03-01 20:00:00+00:00,,3658.6098071009237,1938.0881034747713,5370.177001490101
2026-03-01 21:00:00+00:00,,3787.0192186471086,2067.454543593088,5499.107287280467
2026-03-01 22:00:00+00:00,,3914.457757634286,2204.866008564946,5617.005418568311
2026-03-01 23:00:00+00:00,,3937.2188122155567,2221.63171711173,5644.987068172957
2026-03-02 00:00:00+00:00,,4168.487458049771,2457.888696520798,5871.819031006275
2026-03-02 01:00:00+00:00,,4036.208113921272,2326.014654508836,5743.238722997679
2026-03-02 02:00:00+00:00,,4056.0030999194246,2348.032972752596,5766.699541726943
2026-03-02 03:00:00+00:00,,3930.278795372038,2222.618998279733,5635.348555663783
2026-03-02 04:00:00+00:00,,3825.6939122605136,2115.9672117544733,5527.6134660479765
2026-03-02 05:00:00+00:00,,3585.275406026334,1874.3029077215142,5286.469471090871
2026-03-02 06:00:00+00:00,,3350.933768170684,1639.6809986738913,5051.336473098865
2026-03-02 07:00:00+00:00,,3268.9474726527997,1558.093446606761,4974.920925196493
2026-03-02 08:00:00+00:00,,3320.2605466466816,1610.595628648875,5023.822742734401
2026-03-02 09:00:00+00:00,,3461.527165091872,1753.6509425735608,5168.452388994596
2026-03-02 10:00:00+00:00,,3483.224317813333,1777.1859303383608,5191.740977876433
2026-03-02 11:00:00+00:00,,3427.325935817017,1720.139937851113,5133.4189360713835
2026-03-02 12:00:00+00:00,,3343.6524974424046,1634.6514031334636,5048.839841776522
2026-03-02 13:00:00+00:00,,3166.9971201092326,1458.5834145331064,4870.325897751888
2026-03-02 14:00:00+00:00,,2997.315103887141,1288.3981278549893,4700.784865797005
