date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2026-01-24 00:00:00+00:00,0.0,2.288983,-264.9474449214172,269.525631822376
2026-01-24 01:00:00+00:00,0.0,-8.859454,-276.0961140344357,258.3769627093575
2026-01-24 02:00:00+00:00,0.0,-8.859454,-276.0961140344357,258.3769627093575
2026-01-24 03:00:00+00:00,0.0,-10.394122,-277.63075587975254,256.84232086404063
2026-01-24 04:00:00+00:00,0.0,-11.80086,-279.037319552775,255.43575719101818
2026-01-24 05:00:00+00:00,0.0,14.105145,-253.13134055198134,281.34173619181183
2026-01-24 06:00:00+00:00,1.3417500000000473,-33.46639,-300.7029415345887,233.77013520920445
2026-01-24 07:00:00+00:00,285.98174999999947,353.4008,86.1643216821808,620.637398425974
2026-01-24 08:00:00+00:00,1388.9524999999996,957.90594,690.6694397129063,1225.1425164566995
2026-01-24 09:00:00+00:00,2585.33375,1927.2394,1660.0028077332643,2194.475884477057
2026-01-24 10:00:00+00:00,3311.24075,3328.6704,3061.433818163586,3595.906894907379
2026-01-24 11:00:00+00:00,3628.5105,3043.8833,2776.64673989175,3311.119816635543
2026-01-24 12:00:00+00:00,3631.46875,3547.53,3280.293422654438,3814.7664993982307
2026-01-24 13:00:00+00:00,3056.15025,2691.9192,2424.68258052172,2959.155657265513
2026-01-24 14:00:00+00:00,1795.299,1005.3171,738.080560276444,1272.553637020237
2026-01-24 15:00:00+00:00,413.2462500000006,252.15935,-15.077136207682088,519.3959405361111
2026-01-24 16:00:00+00:00,1.1804999999999382,242.76921,-24.46740937757113,510.0056673662216
2026-01-24 17:00:00+00:00,0.0,-9.236163,-276.4726944772765,258.0003822665167
2026-01-24 18:00:00+00:00,0.0,-21.398762,-288.6352732649898,245.83780347880338
2026-01-24 19:00:00+00:00,0.0,-17.222248,-284.4587001963555,250.01437654743768
2026-01-24 20:00:00+00:00,0.0,-9.192706,-276.4293213910414,258.04375535275176
2026-01-24 21:00:00+00:00,0.0,-10.599444,-277.83588506406386,256.63719167972886
2026-01-24 22:00:00+00:00,0.0,-10.599444,-277.83588506406386,256.63719167972886
2026-01-24 23:00:00+00:00,0.0,-10.599444,-277.83588506406386,256.63719167972886
2026-01-25 00:00:00+00:00,0.0,-6.1216617,-273.358251749798,261.1148249939947
