date,wind_onshore_tenn_actual,wind_onshore_tenn_fitted,wind_onshore_tenn_lower,wind_onshore_tenn_upper
2026-02-28 00:00:00+00:00,,2441.9639924373255,940.552736255845,3943.3752486188064
2026-02-28 01:00:00+00:00,,1491.354431288858,-10.056824892622899,2992.7656874703384
2026-02-28 02:00:00+00:00,,1168.7881472971003,-332.6231088843797,2670.199403478581
2026-02-28 03:00:00+00:00,,1338.3166377599705,-163.09461842150995,2839.727893941451
2026-02-28 04:00:00+00:00,,2103.7735812515757,602.3623250700948,3605.1848374330566
2026-02-28 05:00:00+00:00,,2612.2030924755377,1110.7918362940572,4113.614348657018
2026-02-28 06:00:00+00:00,,4778.643503053529,3277.232246872048,6280.054759235009
2026-02-28 07:00:00+00:00,,5278.085156394234,3776.6739002127542,6779.496412575715
2026-02-28 08:00:00+00:00,,6327.508554491278,4826.097298309798,7828.919810672759
2026-02-28 09:00:00+00:00,,6585.873381356891,5084.46212517541,8087.284637538371
2026-02-28 10:00:00+00:00,,7655.665341038346,6154.254084856865,9157.076597219826
2026-02-28 11:00:00+00:00,,8099.335303522369,6597.924047340888,9600.74655970385
2026-02-28 12:00:00+00:00,,6487.485558384735,4986.074302203254,7988.896814566215
2026-02-28 13:00:00+00:00,,7069.694557840358,5568.2833016588775,8571.105814021837
2026-02-28 14:00:00+00:00,,9246.308374149854,7744.897117968373,10747.719630331334
2026-02-28 15:00:00+00:00,,11991.42238818809,10490.01113200661,13492.83364436957
2026-02-28 16:00:00+00:00,,14088.98331280376,12587.57205662228,15590.39456898524
2026-02-28 17:00:00+00:00,,15452.507856701795,13951.096600520315,16953.919112883275
2026-02-28 18:00:00+00:00,,16312.389999278206,14810.978743096723,17813.801255459686
2026-02-28 19:00:00+00:00,,15856.599867253783,14355.188611072303,17358.011123435266
2026-02-28 20:00:00+00:00,,15727.495872433672,14226.084616252192,17228.907128615156
2026-02-28 21:00:00+00:00,,15391.012052159705,13889.600795978222,16892.423308341185
2026-02-28 22:00:00+00:00,,16037.485524305193,14536.07426812371,17538.896780486673
2026-02-28 23:00:00+00:00,,15715.872753771753,14214.46149759027,17217.284009953233
2026-03-01 00:00:00+00:00,,15575.378420667083,14073.967164485599,17076.789676848563
2026-03-01 01:00:00+00:00,,15031.998330062252,13530.587073880772,16533.409586243735
2026-03-01 02:00:00+00:00,,10851.426836880288,9350.015580698808,12352.838093061768
2026-03-01 03:00:00+00:00,,7152.029925540363,5650.618669358883,8653.441181721844
2026-03-01 04:00:00+00:00,,6842.739344323602,5341.328088142122,8344.150600505083
2026-03-01 05:00:00+00:00,,6338.571969594821,4837.16071341334,7839.983225776301
2026-03-01 06:00:00+00:00,,5134.661365519902,3633.2501093384208,6636.072621701382
2026-03-01 07:00:00+00:00,,6178.214561643127,4676.803305461646,7679.625817824608
2026-03-01 08:00:00+00:00,,5625.038168903632,4123.626912722152,7126.449425085113
2026-03-01 09:00:00+00:00,,5562.149422319625,4060.738166138144,7063.560678501106
2026-03-01 10:00:00+00:00,,5800.253116083348,4298.841859901867,7301.664372264828
2026-03-01 11:00:00+00:00,,5878.569254224964,4377.1579980434835,7379.980510406445
2026-03-01 12:00:00+00:00,,7376.324120879835,5874.9128646983545,8877.735377061315
2026-03-01 13:00:00+00:00,,8248.474068314401,6747.062812132921,9749.885324495881
2026-03-01 14:00:00+00:00,,7130.175894324358,5628.764638142877,8631.587150505839
2026-03-01 15:00:00+00:00,,6418.336926464474,4916.925670282993,7919.748182645955
2026-03-01 16:00:00+00:00,,7210.5140280883425,5709.1027719068625,8711.925284269822
2026-03-01 17:00:00+00:00,,7703.963606219064,6202.552350037583,9205.374862400544
2026-03-01 18:00:00+00:00,,8017.959288114345,6516.548031932865,9519.370544295827
2026-03-01 19:00:00+00:00,,9170.478349005965,7669.067092824484,10671.889605187447
2026-03-01 20:00:00+00:00,,9068.738081280284,7567.326825098802,10570.149337461764
2026-03-01 21:00:00+00:00,,8148.72559759905,6647.314341417569,9650.13685378053
2026-03-01 22:00:00+00:00,,8050.385313500923,6548.974057319443,9551.796569682405
2026-03-01 23:00:00+00:00,,7909.415434079001,6408.00417789752,9410.826690260481
2026-03-02 00:00:00+00:00,,8062.466179982873,6561.054923801392,9563.877436164354
2026-03-02 01:00:00+00:00,,7907.73836213777,6406.32710595629,9409.149618319252
2026-03-02 02:00:00+00:00,,7017.7760772279635,5516.364821046483,8519.187333409443
2026-03-02 03:00:00+00:00,,5590.269031784032,4088.8577756025516,7091.680287965513
2026-03-02 04:00:00+00:00,,4220.0068488597335,2718.595592678253,5721.418105041214
2026-03-02 05:00:00+00:00,,3474.6139356393574,1973.2026794578765,4976.025191820838
2026-03-02 06:00:00+00:00,,2964.5603254618695,1463.149069280389,4465.97158164335
2026-03-02 07:00:00+00:00,,3422.684709841005,1921.2734536595244,4924.095966022485
2026-03-02 08:00:00+00:00,,3172.98014568992,1671.5688895084395,4674.3914018714
2026-03-02 09:00:00+00:00,,2821.602423476628,1320.1911672951474,4323.013679658108
2026-03-02 10:00:00+00:00,,2679.683958324145,1178.2727021426645,4181.095214505625
2026-03-02 11:00:00+00:00,,3481.443140317283,1980.0318841358026,4982.854396498764
2026-03-02 12:00:00+00:00,,3921.94336321644,2420.532107034959,5423.35461939792
2026-03-02 13:00:00+00:00,,3310.1879365766117,1808.7766803951313,4811.599192758093
2026-03-02 14:00:00+00:00,,3457.3558401883765,1955.944584006896,4958.767096369857
2026-03-02 15:00:00+00:00,,2867.2104618400404,1365.7992056585595,4368.621718021521
