date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2026-02-28 00:00:00+00:00,,9109.948,8891.990854259579,9327.906194212812
2026-02-28 01:00:00+00:00,,8923.647,8705.689251894448,9141.604591847683
2026-02-28 02:00:00+00:00,,8917.111,8699.153238870527,9135.06857882376
2026-02-28 03:00:00+00:00,,9023.879,8805.921150584185,9241.83649053742
2026-02-28 04:00:00+00:00,,9264.26,9046.301589233708,9482.216929186941
2026-02-28 05:00:00+00:00,,9680.814,9462.856265142242,9898.771605095475
2026-02-28 06:00:00+00:00,,10278.418,10060.460252084706,10496.375592037939
2026-02-28 07:00:00+00:00,,10795.202,10577.244439949418,11013.159779902651
2026-02-28 08:00:00+00:00,,11396.601,11178.64324800997,11614.558587963204
2026-02-28 09:00:00+00:00,,11433.442,11215.4843238163,11651.399663769533
2026-02-28 10:00:00+00:00,,11274.991,11057.033632555062,11492.948972508295
2026-02-28 11:00:00+00:00,,10774.283,10556.32506126803,10992.240401221263
2026-02-28 12:00:00+00:00,,10311.727,10093.769278324065,10529.684618277299
2026-02-28 13:00:00+00:00,,10302.824,10084.866080225678,10520.781420178913
2026-02-28 14:00:00+00:00,,10653.41,10435.452463453395,10871.367803406629
2026-02-28 15:00:00+00:00,,10997.556,10779.598018864595,11215.513358817829
2026-02-28 16:00:00+00:00,,11339.763,11121.805461385526,11557.720801338759
2026-02-28 17:00:00+00:00,,11407.695,11189.73734675803,11625.652686711263
2026-02-28 18:00:00+00:00,,10944.95,10726.992933725804,11162.908273679037
2026-02-28 19:00:00+00:00,,10523.338,10305.379973828214,10741.295313781447
2026-02-28 20:00:00+00:00,,10441.711,10223.753515634558,10659.668855587792
2026-02-28 21:00:00+00:00,,10255.2295,10037.271658058746,10473.18699801198
2026-02-28 22:00:00+00:00,,10013.659,9795.701489557126,10231.61682951036
2026-02-28 23:00:00+00:00,,9793.044,9575.08615977834,10011.001499731574
2026-03-01 00:00:00+00:00,,9563.194,9345.23678516832,9781.152125121554
2026-03-01 01:00:00+00:00,,9346.503,9128.545018052326,9564.46035800556
2026-03-01 02:00:00+00:00,,9482.375,9264.417440706482,9700.332780659717
2026-03-01 03:00:00+00:00,,9728.534,9510.576047648003,9946.491387601236
2026-03-01 04:00:00+00:00,,9870.016,9652.057748781373,10087.973088734609
2026-03-01 05:00:00+00:00,,10078.3545,9860.396744019245,10296.312083972478
2026-03-01 06:00:00+00:00,,10665.894,10447.935648236078,10883.850988189311
2026-03-01 07:00:00+00:00,,11263.697,11045.740007143508,11481.655347096741
2026-03-01 08:00:00+00:00,,11959.513,11741.55472724029,12177.470067193522
2026-03-01 09:00:00+00:00,,12310.954,12092.99612935197,12528.911469305203
2026-03-01 10:00:00+00:00,,12506.738,12288.780962897275,12724.696302850509
2026-03-01 11:00:00+00:00,,12236.855,12018.89742880293,12454.812768756163
2026-03-01 12:00:00+00:00,,11735.697,11517.739782231401,11953.655122184635
2026-03-01 13:00:00+00:00,,11417.821,11199.864051250393,11635.779391203627
2026-03-01 14:00:00+00:00,,11392.471,11174.512792485168,11610.428132438403
2026-03-01 15:00:00+00:00,,11743.476,11525.5181184862,11961.433458439435
2026-03-01 16:00:00+00:00,,11994.925,11776.967261322849,12212.882601276084
2026-03-01 17:00:00+00:00,,12155.032,11937.074519706584,12372.989859659818
2026-03-01 18:00:00+00:00,,11687.97,11470.0121007741,11905.927440727333
2026-03-01 19:00:00+00:00,,11396.305,11178.347023120472,11614.262363073705
2026-03-01 20:00:00+00:00,,11021.029,10803.071742310354,11238.987082263588
2026-03-01 21:00:00+00:00,,10584.883,10366.924796819638,10802.840136772871
2026-03-01 22:00:00+00:00,,10164.223,9946.265393805797,10382.180733759033
2026-03-01 23:00:00+00:00,,9814.853,9596.894539883411,10032.809879836645
2026-03-02 00:00:00+00:00,,9476.525,9258.56767040772,9694.483010360953
2026-03-02 01:00:00+00:00,,9383.72,9165.761922705376,9601.67726265861
2026-03-02 02:00:00+00:00,,9666.787,9448.829432016877,9884.74477197011
2026-03-02 03:00:00+00:00,,10287.372,10069.414139857723,10505.329479810956
2026-03-02 04:00:00+00:00,,11246.611,11028.653765177876,11464.56910513111
2026-03-02 05:00:00+00:00,,12246.79,12028.831923106696,12464.74726305993
2026-03-02 06:00:00+00:00,,12795.422,12577.46456992673,13013.379909879963
2026-03-02 07:00:00+00:00,,13066.516,12848.557950627455,13284.473290580689
2026-03-02 08:00:00+00:00,,13274.446,13056.488814426762,13492.404154379996
2026-03-02 09:00:00+00:00,,13248.01,13030.052330643124,13465.967670596357
2026-03-02 10:00:00+00:00,,13096.086,12878.128101919887,13314.04344187312
2026-03-02 11:00:00+00:00,,12714.871,12496.913562509295,12932.828902462528
2026-03-02 12:00:00+00:00,,12467.941,12249.983813320308,12685.899153273542
2026-03-02 13:00:00+00:00,,12378.089,12160.131136954138,12596.046476907371
2026-03-02 14:00:00+00:00,,12257.619,12039.66189711095,12475.577237064183
2026-03-02 15:00:00+00:00,,12352.084,12134.126538290671,12570.041878243905
2026-03-02 16:00:00+00:00,,12543.524,12325.566891661985,12761.482231615219
2026-03-02 17:00:00+00:00,,12907.534,12689.576832694573,13125.492172647806
2026-03-02 18:00:00+00:00,,12788.222,12570.263908433657,13006.17924838689
2026-03-02 19:00:00+00:00,,12224.574,12006.616718583822,12442.532058537055
2026-03-02 20:00:00+00:00,,11536.137,11318.179292470215,11754.094632423448
2026-03-02 21:00:00+00:00,,10860.809,10642.85102884209,11078.766368795323
