date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-01-24 00:00:00+00:00,6406.235000000001,6063.820488651283,5467.002475811121,6660.638501491445
2026-01-24 01:00:00+00:00,6554.026,6198.459359118009,5601.641346277847,6795.277371958171
2026-01-24 02:00:00+00:00,6177.0247500000005,6228.750814554697,5631.932801714535,6825.56882739486
2026-01-24 03:00:00+00:00,6259.03425,6225.668603215023,5628.850590374861,6822.486616055185
2026-01-24 04:00:00+00:00,6489.4395,6225.654192380667,5628.836179540505,6822.472205220829
2026-01-24 05:00:00+00:00,6650.9995,6288.029074043124,5691.211061202962,6884.8470868832865
2026-01-24 06:00:00+00:00,6623.6155,6208.780001783939,5611.961988943777,6805.598014624102
2026-01-24 07:00:00+00:00,6482.41675,6131.140520190978,5534.3225073508165,6727.95853303114
2026-01-24 08:00:00+00:00,6696.901749999999,6149.0402244986235,5552.222211658462,6745.858237338785
2026-01-24 09:00:00+00:00,6664.8415,6104.451628316478,5507.633615476316,6701.269641156639
2026-01-24 10:00:00+00:00,6493.5995,6038.2873666571795,5441.469353817018,6635.105379497341
2026-01-24 11:00:00+00:00,6121.80875,6088.458068401061,5491.640055560899,6685.276081241222
2026-01-24 12:00:00+00:00,6031.863,6040.095557152807,5443.277544312645,6636.913569992968
2026-01-24 13:00:00+00:00,6059.510250000001,5955.825844854657,5359.007832014495,6552.6438576948185
2026-01-24 14:00:00+00:00,6242.56525,5862.087423791823,5265.2694109516615,6458.905436631984
2026-01-24 15:00:00+00:00,6329.6942500000005,5886.122688598889,5289.304675758727,6482.940701439051
2026-01-24 16:00:00+00:00,6322.7115,5945.350110527128,5348.532097686966,6542.16812336729
2026-01-24 17:00:00+00:00,6233.4545,5872.217928665179,5275.399915825017,6469.035941505341
2026-01-24 18:00:00+00:00,6078.875,5910.742576199047,5313.924563358885,6507.560589039209
2026-01-24 19:00:00+00:00,6054.03725,5917.0832018484225,5320.265189008261,6513.901214688583
2026-01-24 20:00:00+00:00,6078.2645,5918.691870379613,5321.873857539451,6515.509883219773
2026-01-24 21:00:00+00:00,5682.94225,5674.651385553121,5077.833372712959,6271.469398393283
2026-01-24 22:00:00+00:00,5281.07475,5740.690704492057,5143.872691651895,6337.508717332219
2026-01-24 23:00:00+00:00,5158.6955,5558.78281713041,4961.964804290248,6155.600829970572
2026-01-25 00:00:00+00:00,4709.07475,5020.109045023942,4423.29103218378,5616.9270578641035
2026-01-25 01:00:00+00:00,4368.09025,5002.729396828556,4405.911383988394,5599.547409668718
2026-01-25 02:00:00+00:00,4388.751749999999,4804.440325251102,4207.62231241094,5401.258338091264
2026-01-25 03:00:00+00:00,4382.3825,4918.666098546255,4321.848085706093,5515.484111386417
2026-01-25 04:00:00+00:00,4263.030000000001,4857.3565624713265,4260.538549631164,5454.174575311487
2026-01-25 05:00:00+00:00,4351.798,4866.047425519957,4269.229412679795,5462.865438360119
2026-01-25 06:00:00+00:00,4823.24575,4686.0415459062715,4089.223533066109,5282.859558746433
2026-01-25 07:00:00+00:00,5071.261,5366.122656383515,4769.304643543353,5962.940669223677
2026-01-25 08:00:00+00:00,5404.88625,5422.2809009213215,4825.46288808116,6019.098913761483
2026-01-25 09:00:00+00:00,5986.695,5644.400771480159,5047.582758639997,6241.218784320321
2026-01-25 10:00:00+00:00,5969.08825,5850.960572375706,5254.142559535544,6447.778585215868
2026-01-25 11:00:00+00:00,5887.46775,5692.108810154947,5095.290797314785,6288.9268229951085
2026-01-25 12:00:00+00:00,5960.19875,5865.323847104132,5268.50583426397,6462.141859944294
2026-01-25 13:00:00+00:00,6030.975,5947.603327529438,5350.785314689276,6544.421340369599
2026-01-25 14:00:00+00:00,6210.42375,6024.0816566983885,5427.263643858227,6620.89966953855
2026-01-25 15:00:00+00:00,6239.28275,6085.592893167108,5488.774880326946,6682.41090600727
2026-01-25 16:00:00+00:00,6184.001249999999,6016.223845160279,5419.405832320117,6613.041858000441
2026-01-25 17:00:00+00:00,6279.974,6044.555923978063,5447.737911137901,6641.373936818225
2026-01-25 18:00:00+00:00,6291.257,6081.19959878578,5484.381585945618,6678.017611625941
2026-01-25 19:00:00+00:00,6261.597,6234.6165164080085,5637.798503567847,6831.43452924817
2026-01-25 20:00:00+00:00,5944.68425,5680.32379587365,5083.505783033488,6277.141808713812
2026-01-25 21:00:00+00:00,5526.32725,5608.156562662046,5011.338549821884,6204.974575502209
2026-01-25 22:00:00+00:00,5243.30925,5459.156985807349,4862.338972967187,6055.974998647511
2026-01-25 23:00:00+00:00,5041.2585,5462.5873287674385,4865.769315927277,6059.4053416076
2026-01-26 00:00:00+00:00,5009.1715,5141.010711782823,4544.192698942661,5737.828724622985
2026-01-26 01:00:00+00:00,5476.25925,5326.4954475363575,4729.677434696196,5923.313460376519
2026-01-26 02:00:00+00:00,6029.47025,5890.813012307855,5293.994999467694,6487.631025148017
2026-01-26 03:00:00+00:00,6152.702499999999,5676.886341627118,5080.068328786956,6273.70435446728
2026-01-26 04:00:00+00:00,5783.81175,5757.276550640886,5160.458537800724,6354.094563481048
2026-01-26 05:00:00+00:00,4838.746,5633.282806697725,5036.464793857564,6230.100819537887
2026-01-26 06:00:00+00:00,4698.401,5661.277821763555,5064.459808923393,6258.095834603716
2026-01-26 07:00:00+00:00,5310.66525,5638.117079445494,5041.299066605332,6234.935092285656
2026-01-26 08:00:00+00:00,4816.87375,5637.296190458049,5040.478177617887,6234.114203298211
