date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2026-02-28 00:00:00+00:00,,-409.7452926755891,-2677.42379986815,1855.509672366829
2026-02-28 01:00:00+00:00,,72.65395384654221,-2193.702049309266,2340.8533730624
2026-02-28 02:00:00+00:00,,116.68663263967301,-2149.47197686663,2384.4670240427245
2026-02-28 03:00:00+00:00,,133.16354318825915,-2133.161111565061,2400.277244765547
2026-02-28 04:00:00+00:00,,398.11361252771303,-1866.7861221568219,2665.7015457387274
2026-02-28 05:00:00+00:00,,478.4320859385416,-1787.2199760139138,2745.085450280336
2026-02-28 06:00:00+00:00,,555.6528671382639,-1708.6399094454446,2820.945325565375
2026-02-28 07:00:00+00:00,,1513.8764624734042,-751.310468268462,3777.498793302444
2026-02-28 08:00:00+00:00,,2478.1424875098774,216.83980957716994,4743.237472766465
2026-02-28 09:00:00+00:00,,5246.391498215499,2983.6867847858225,7512.875854517637
2026-02-28 10:00:00+00:00,,7406.913122644073,5146.844814323882,9674.411924874332
2026-02-28 11:00:00+00:00,,8097.73608557592,5836.230066627306,10362.734178344375
2026-02-28 12:00:00+00:00,,8244.324641199273,5981.980450774308,10510.178283746256
2026-02-28 13:00:00+00:00,,6531.655964622594,4267.554503282009,8796.383016929336
2026-02-28 14:00:00+00:00,,4946.082977568641,2679.376731772217,7218.188668160857
2026-02-28 15:00:00+00:00,,2962.554577465345,699.0211663452264,5230.708629976598
2026-02-28 16:00:00+00:00,,213.23304578723946,-2049.8341941831195,2479.326501030298
2026-02-28 17:00:00+00:00,,-525.3902445207868,-2792.7926454304843,1743.6020173738143
2026-02-28 18:00:00+00:00,,-697.4852575210639,-2964.3596758088743,1572.128408362882
2026-02-28 19:00:00+00:00,,-145.49543338381045,-2411.012252600096,2122.2679176467886
2026-02-28 20:00:00+00:00,,53.077811725071115,-2212.462673284971,2321.1441571884725
2026-02-28 21:00:00+00:00,,279.86153323362805,-1986.326081372883,2546.1143451104117
2026-02-28 22:00:00+00:00,,323.27984629802313,-1941.6828928695722,2588.3930217857815
2026-02-28 23:00:00+00:00,,232.41523963364943,-2030.007554606691,2497.091672058903
2026-03-01 00:00:00+00:00,,-280.1436438806686,-2546.590366481646,1985.3189434085461
2026-03-01 01:00:00+00:00,,-55.3603850978011,-2321.5866406716023,2210.7311135177238
2026-03-01 02:00:00+00:00,,200.46038813005816,-2062.4169614651237,2468.3747735548436
2026-03-01 03:00:00+00:00,,324.7021162764959,-1938.0453960840405,2591.9647181600376
2026-03-01 04:00:00+00:00,,460.7678328723314,-1805.7517621158122,2727.9622074352023
2026-03-01 05:00:00+00:00,,456.9757433420368,-1810.0387110997262,2727.3863531919055
2026-03-01 06:00:00+00:00,,545.7593781706514,-1714.644607716169,2813.756866633133
2026-03-01 07:00:00+00:00,,1582.3065830443938,-684.4824346068267,3848.928066299183
2026-03-01 08:00:00+00:00,,2415.359138866734,149.3540580349695,4681.3009998230045
2026-03-01 09:00:00+00:00,,3722.829022989967,1457.6792824436054,5989.374954503188
2026-03-01 10:00:00+00:00,,5235.435225630277,2974.3300317520907,7504.506673262189
2026-03-01 11:00:00+00:00,,6035.43132497764,3771.022039972751,8306.61893105808
2026-03-01 12:00:00+00:00,,6489.365541438433,4224.656553929112,8756.880702637227
2026-03-01 13:00:00+00:00,,4976.300308820173,2711.050793306746,7248.612785663337
2026-03-01 14:00:00+00:00,,3931.7629242279672,1667.7128854069483,6201.289375258377
2026-03-01 15:00:00+00:00,,2523.5578986280702,258.43555749580355,4794.601903899247
2026-03-01 16:00:00+00:00,,448.8289200929157,-1816.2135845445673,2716.038824888538
2026-03-01 17:00:00+00:00,,-187.5958978180488,-2453.036435491971,2082.7933140244877
2026-03-01 18:00:00+00:00,,-802.0015898203596,-3068.162795551394,1466.9880839695509
2026-03-01 19:00:00+00:00,,-330.955792891109,-2595.587309460013,1941.5244657754351
2026-03-01 20:00:00+00:00,,263.665399743571,-2002.0161498781154,2533.494076439759
2026-03-01 21:00:00+00:00,,244.69884926148143,-2020.598782852523,2515.0703827086413
2026-03-01 22:00:00+00:00,,91.76761322022048,-2174.479122464986,2361.654865769401
2026-03-01 23:00:00+00:00,,398.56629772210454,-1869.5760693452949,2667.2791256646206
2026-03-02 00:00:00+00:00,,210984.33295578603,66493.96335250667,325128.23863520176
2026-03-02 01:00:00+00:00,,104673.90999559822,32015.83114993351,162195.44969147496
2026-03-02 02:00:00+00:00,,198.7990625038724,-2068.0870525570563,2464.4753052922065
2026-03-02 03:00:00+00:00,,400.3905637456173,-1865.2124850286555,2667.261125113203
2026-03-02 04:00:00+00:00,,513.9624694702661,-1752.635564860615,2780.88859870994
2026-03-02 05:00:00+00:00,,540.4128787202235,-1728.118402335338,2809.5506584732916
2026-03-02 06:00:00+00:00,,555.9960336409636,-1711.3846884826053,2823.616679893998
2026-03-02 07:00:00+00:00,,1693.7698970553622,-568.8730450129005,3959.0897438437155
2026-03-02 08:00:00+00:00,,2921.2256183111085,658.287991178518,5185.458180443532
2026-03-02 09:00:00+00:00,,5627.97735095237,3363.930767041522,7893.652329811489
2026-03-02 10:00:00+00:00,,7889.936378294084,5630.870755766922,10155.323479887877
2026-03-02 11:00:00+00:00,,8278.243821883538,6012.801426025274,10546.151419913931
2026-03-02 12:00:00+00:00,,7862.869088255308,5596.432639428065,10128.046442495652
2026-03-02 13:00:00+00:00,,7499.666590903498,5238.027515466158,9766.340828607386
2026-03-02 14:00:00+00:00,,5863.658431531552,3598.6611158509377,8127.768397362757
