date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2026-01-26 09:00:00+00:00,772.6010000000001,1401.579183851642,-791.7916229583993,3593.45788034039
2026-01-26 10:00:00+00:00,973.2382499999999,2171.325403294814,-23.07621924083378,4364.248177433238
2026-01-26 11:00:00+00:00,989.9590000000001,2562.7576499945953,370.34581577446625,4754.604891104692
2026-01-26 12:00:00+00:00,750.75125,2233.0609009526006,39.81019001204777,4423.1789099195075
2026-01-26 13:00:00+00:00,564.9755,2087.4297812845607,-108.1486251655283,4280.38474594995
2026-01-26 14:00:00+00:00,335.4955,948.1118168140592,-1245.1379782298604,3138.4909390978496
2026-01-26 15:00:00+00:00,71.58149999999978,-147.162397034047,-2346.219294292771,2044.9387220763122
2026-01-26 16:00:00+00:00,0.9767499999998108,-568.7950582292319,-2766.0341767306477,1624.2910756051974
2026-01-26 17:00:00+00:00,0.0,-946.4828408007784,-3141.8318821476973,1240.8889922504256
2026-01-26 18:00:00+00:00,0.0,-518.2673314883705,-2715.6289860401807,1673.0907676943157
2026-01-26 19:00:00+00:00,0.0,-234.49299231112172,-2432.161220903951,1957.2116477570446
2026-01-26 20:00:00+00:00,0.0,-93.81259829027204,-2291.9965215660036,2096.5767812833546
2026-01-26 21:00:00+00:00,0.0,52.415391694575646,-2140.1297461604267,2245.427378687315
2026-01-26 22:00:00+00:00,0.0,-198.15616492040772,-2389.5014453981735,1996.524940703112
2026-01-26 23:00:00+00:00,0.0,-308.791227399568,-2500.998087613178,1885.788566293454
2026-01-27 00:00:00+00:00,0.0,-686.3593151461041,-2879.781527539361,1508.2651723746183
2026-01-27 01:00:00+00:00,0.0,-414.4622337295086,-2608.2926830886786,1778.4286949638908
2026-01-27 02:00:00+00:00,0.0,-205.35276599831286,-2396.911534869311,1990.018285744988
2026-01-27 03:00:00+00:00,0.0,-233.826871879809,-2428.3256924750754,1953.3210688821198
2026-01-27 04:00:00+00:00,0.0,-167.71973773827494,-2360.62436835186,2023.0954526234623
2026-01-27 05:00:00+00:00,0.0,110.89393947763392,-2080.7836353680236,2309.3592641474133
2026-01-27 06:00:00+00:00,2.5664999999999054,-60.358416820668026,-2251.571229929457,2132.1912256163687
2026-01-27 07:00:00+00:00,501.9575,-128.1295050835679,-2321.058824242316,2066.609888096575
2026-01-27 08:00:00+00:00,1704.0682499999998,1277.8199563870157,-918.5785139157288,3470.572929255768
2026-01-27 09:00:00+00:00,3048.5995000000003,2388.189952293199,195.4884689069745,4580.669917821437
2026-01-27 10:00:00+00:00,4034.67775,3845.5210158030527,1650.2536016118722,6036.887821515066
2026-01-27 11:00:00+00:00,4663.2175,4990.089469862062,2796.7075112073026,7182.917473482576
2026-01-27 12:00:00+00:00,4555.3615,4988.242887705555,2795.8456791944354,7180.819340590777
2026-01-27 13:00:00+00:00,3562.47075,4512.618821335549,2320.4629880050097,6711.281705539814
2026-01-27 14:00:00+00:00,1623.2069999999999,2980.0793521814803,780.9443320743424,5172.449431077386
2026-01-27 15:00:00+00:00,275.3232499999999,1323.3146229482952,-874.7554148541572,3515.8357774346964
2026-01-27 16:00:00+00:00,0.46174999999993815,-59.72173192994842,-2256.894405220952,2134.5295019664964
2026-01-27 17:00:00+00:00,0.0,-1104.658445288058,-3301.986484107188,1087.3147718555276
2026-01-27 18:00:00+00:00,0.0,-655.8734614907257,-2852.7302688877503,1536.3355920696822
2026-01-27 19:00:00+00:00,0.0,-274.8161870308718,-2473.2801078566176,1918.738647170514
2026-01-27 20:00:00+00:00,0.0,-55.974526897536634,-2255.0599019433926,2139.0147944068067
2026-01-27 21:00:00+00:00,0.0,-55.01203899492293,-2253.484057234677,2138.932077793201
2026-01-27 22:00:00+00:00,0.0,-243.85374757510135,-2439.6605181179143,1949.0099569405766
2026-01-27 23:00:00+00:00,0.0,-314.0296996620509,-2506.675515235021,1877.0854019872133
2026-01-28 00:00:00+00:00,0.0,-742.5193858784091,-2935.8619530857345,1448.3104630603723
2026-01-28 01:00:00+00:00,0.0,-479.8950389159477,-2675.137143524317,1708.832795045797
2026-01-28 02:00:00+00:00,0.0,-361.51467795607596,-2555.875232814767,1825.1539002529148
2026-01-28 03:00:00+00:00,0.0,-223.18114551523013,-2417.6612927488645,1963.367840318817
2026-01-28 04:00:00+00:00,0.0,-98.9136570601172,-2292.807608932973,2088.2526047362853
2026-01-28 05:00:00+00:00,0.0,-25.548604515830448,-2219.053180077564,2163.023591464419
2026-01-28 06:00:00+00:00,1.7852499999999054,-9.225001355242512,-2203.4890320015143,2179.323250979918
2026-01-28 07:00:00+00:00,288.9827500000001,190.67475480238954,-2004.5400260597285,2378.3248272983383
2026-01-28 08:00:00+00:00,1194.9560000000001,949.0632904401584,-1245.3483936979164,3137.884890140912
2026-01-28 09:00:00+00:00,2417.0335,1400.4395067024088,-791.4945083348243,3588.8947321647333
2026-01-28 10:00:00+00:00,3749.2335,3030.7148235474347,838.0163421964996,5223.570272378103
2026-01-28 11:00:00+00:00,4159.40575,3181.5878034998473,989.7494537517807,5375.507378963832
2026-01-28 12:00:00+00:00,3375.1025,4622.711411477459,2428.2933675732193,6814.094461802795
2026-01-28 13:00:00+00:00,2077.2492500000003,4471.39292041686,2278.5371602367545,6666.39560849024
2026-01-28 14:00:00+00:00,881.73225,2689.11362313268,495.38007693044256,4881.0592471549535
2026-01-28 15:00:00+00:00,164.89874999999984,286.4186162203773,-1912.2360561180617,2480.7848882792428
2026-01-28 16:00:00+00:00,0.8369999999999891,-561.1701985922732,-2764.058592336821,1630.7074850964386
2026-01-28 17:00:00+00:00,0.0,-1214.0285179945718,-3409.56240034315,973.7171733860455
2026-01-28 18:00:00+00:00,0.0,-761.7250131398378,-2957.531057296224,1426.2260436832928
2026-01-28 19:00:00+00:00,0.0,-382.1339786564795,-2582.0864656730314,1810.2753777343687
2026-01-28 20:00:00+00:00,0.0,-187.4048872820117,-2387.479052428695,2006.1565789158547
2026-01-28 21:00:00+00:00,0.0,-186.92041043874497,-2385.4423690453254,2005.376435577993
2026-01-28 22:00:00+00:00,0.0,-362.1692062210027,-2556.470152066316,1827.9818980590876
2026-01-28 23:00:00+00:00,0.0,-420.85973248082155,-2616.8027069678506,1770.8294839261412
2026-01-29 00:00:00+00:00,0.0,-857.9631911563774,-3051.0587808664072,1332.5215617315423
2026-01-29 01:00:00+00:00,0.0,-586.8224073750857,-2779.746449776711,1601.193803645646
2026-01-29 02:00:00+00:00,0.0,-444.3394618384509,-2637.908511167417,1742.7433862767966
2026-01-29 03:00:00+00:00,0.0,-304.46062731499705,-2497.0620369200856,1884.2285448047646
2026-01-29 04:00:00+00:00,0.0,-172.1629857636026,-2364.5496101132153,2014.618389021342
2026-01-29 05:00:00+00:00,0.0,-88.45304811818824,-2282.333469009434,2098.6067844129225
2026-01-29 06:00:00+00:00,0.3229999999998654,-65.50903135512863,-2259.1177331612166,2123.9825974836845
2026-01-29 07:00:00+00:00,12.847000000000207,-98.48317826087441,-2294.1889832899747,2091.965484320074
2026-01-29 08:00:00+00:00,68.6260000000002,682.8330499300575,-1516.032658609809,2872.598848575342
2026-01-29 09:00:00+00:00,177.25250000000005,1199.6551312037084,-996.538067311114,3388.292664807449
2026-01-29 10:00:00+00:00,331.4102499999999,2001.811591513298,-193.11631589467834,4190.760820321322
2026-01-29 11:00:00+00:00,453.48875,2753.6890049087006,557.8955800212841,4942.0075882209
2026-01-29 12:00:00+00:00,467.36524999999983,2808.847509649234,617.3674767765056,4998.102323164828
2026-01-29 13:00:00+00:00,389.47074999999995,2409.064335307761,215.48928919365062,4600.612719786404
2026-01-29 14:00:00+00:00,237.4715000000001,1195.8401391369505,-997.0068181081574,3385.994950223461
2026-01-29 15:00:00+00:00,54.92000000000007,-71.47973187425396,-2265.793766988047,2119.394645761977
2026-01-29 16:00:00+00:00,0.8582500000002256,-515.5820203131398,-2718.3826304411236,1675.326439406253
2026-01-29 17:00:00+00:00,0.0,-1167.6529323414984,-3363.6958484382044,1019.4739179014312
2026-01-29 18:00:00+00:00,0.0,-735.5823917320076,-2931.4435481201313,1453.273143975741
2026-01-29 19:00:00+00:00,0.0,-371.7953068469301,-2568.9865508702,1819.0957441215487
2026-01-29 20:00:00+00:00,0.0,-267.4065903682167,-2465.98755681391,1921.909842982654
2026-01-29 21:00:00+00:00,0.0,-194.16012160091213,-2390.146616091452,1997.1662325271595
2026-01-29 22:00:00+00:00,0.0,-303.59243365030216,-2497.496724440504,1889.8764458477426
2026-01-29 23:00:00+00:00,0.0,-392.2238861774831,-2584.8417078324533,1798.2867916391747
2026-01-30 00:00:00+00:00,0.0,-812.6946140045716,-3001.781953763741,1381.9805017820843
2026-01-30 01:00:00+00:00,0.0,-527.9405694566972,-2722.0091657521493,1664.7073786709955
2026-01-30 02:00:00+00:00,0.0,-382.3117005804079,-2576.0295587848973,1809.153713622131
2026-01-30 03:00:00+00:00,0.0,-260.05470129141713,-2454.6202329202774,1931.9721980159657
2026-01-30 04:00:00+00:00,0.0,-129.17527523592435,-2323.0339746695377,2062.9917767054935
2026-01-30 05:00:00+00:00,0.0,-41.630468941924846,-2236.811957170183,2151.6871418006986
2026-01-30 06:00:00+00:00,1.8132500000001528,-17.601984137411364,-2209.9650776331932,2176.2191795811777
2026-01-30 07:00:00+00:00,161.62800000000016,201.097902930916,-1991.479377440321,2392.7737797821533
2026-01-30 08:00:00+00:00,617.2025000000001,934.8698134177666,-1259.6568444577242,3128.5003549494595
2026-01-30 09:00:00+00:00,1316.925,1500.9897935156152,-690.7717478283234,3691.7083488380226
2026-01-30 10:00:00+00:00,2217.1705,2406.025895420827,211.9982961377832,4601.169028588519
2026-01-30 11:00:00+00:00,3039.85,3302.0581213200953,1109.5594589508673,5495.316418612725
2026-01-30 12:00:00+00:00,3328.743,2772.2952168390457,576.0032291864861,4965.8544447128115
2026-01-30 13:00:00+00:00,2737.9747500000003,2543.8704895429405,349.49060790167823,4737.64123678406
2026-01-30 14:00:00+00:00,1551.9002500000001,1299.0942716721504,-894.7786943904589,3492.4460106698775
2026-01-30 15:00:00+00:00,347.46950000000015,140.58734052179852,-2055.2119548951237,2334.07114310454
2026-01-30 16:00:00+00:00,3.318000000000211,-275.73526383941226,-2473.1795082475533,1916.607111252601
2026-01-30 17:00:00+00:00,0.0,-1053.5593052691192,-3251.640576471453,1138.8681228852868
2026-01-30 18:00:00+00:00,0.0,-843.3056975271261,-3040.2119424721254,1347.476970123876
2026-01-30 19:00:00+00:00,0.0,-242.49179638368605,-2442.755761323146,1950.8798700214047
2026-01-30 20:00:00+00:00,0.0,-53.359789074593664,-2253.260541886964,2140.671972515994
2026-01-30 21:00:00+00:00,0.0,-116.73104695041638,-2314.7284144972414,2076.8820610809535
2026-01-30 22:00:00+00:00,0.0,-276.5523597788092,-2469.3755444387357,1919.3846015871613
2026-01-30 23:00:00+00:00,0.0,-344.1018729181965,-2533.8201495416147,1846.5722121908682
2026-01-31 00:00:00+00:00,0.0,-635.9656254991942,-2824.14841718005,1555.244851960725
2026-01-31 01:00:00+00:00,0.0,-384.5187452127452,-2574.9618594248964,1807.273314376489
2026-01-31 02:00:00+00:00,0.0,-225.2356296198791,-2418.4208360715124,1966.4436668881167
2026-01-31 03:00:00+00:00,0.0,-74.9850808021738,-2268.9197672203113,2116.8308678294197
2026-01-31 04:00:00+00:00,0.0,66.8585685959979,-2125.5441830138066,2260.1599363001255
2026-01-31 05:00:00+00:00,0.0,149.17175998251696,-2043.2854060358272,2342.470854230863
2026-01-31 06:00:00+00:00,4.052000000000135,179.49742373982417,-2011.3398215342345,2371.646896596461
2026-01-31 07:00:00+00:00,348.9432499999998,147.97527278253256,-2041.3381557685975,2343.3507165513056
2026-01-31 08:00:00+00:00,1220.4345,1030.1228772485592,-1166.2283029245,3221.7619756733816
2026-01-31 09:00:00+00:00,2264.7574999999997,1548.3398526738288,-643.3154938818589,3736.326169721583
2026-01-31 10:00:00+00:00,3147.9995,2606.830280002313,413.40487682057847,4799.192434766022
2026-01-31 11:00:00+00:00,3604.27675,3401.468564797448,1209.18414818146,5595.938015033557
2026-01-31 12:00:00+00:00,3491.757,3323.5276494056116,1125.301273008247,5516.168645434482
2026-01-31 13:00:00+00:00,2816.675,2556.773444353229,361.5821526253917,4750.223157454055
2026-01-31 14:00:00+00:00,1572.2357500000003,1643.6554203451426,-550.0505462482515,3835.623020736678
2026-01-31 15:00:00+00:00,366.6060000000002,242.62636307778575,-1954.3340308907523,2434.45610307883
2026-01-31 16:00:00+00:00,3.0770000000002256,-271.1708601949831,-2470.905289327506,1921.9168212825296
2026-01-31 17:00:00+00:00,0.0,-969.0441190738757,-3164.756973461455,1222.4381859012171
2026-01-31 18:00:00+00:00,0.0,-520.5821708541584,-2717.566338472348,1672.4899784310999
2026-01-31 19:00:00+00:00,0.0,-162.19467514643748,-2360.9125948823735,2031.6095090399047
2026-01-31 20:00:00+00:00,0.0,57.892995282057655,-2138.3782381096366,2250.638952626098
2026-01-31 21:00:00+00:00,0.0,55.222656518224994,-2137.73098486999,2249.975728742
2026-01-31 22:00:00+00:00,0.0,-135.5611869694235,-2326.6907743522465,2056.986450475453
2026-01-31 23:00:00+00:00,0.0,-107.69931743312463,-2295.753743713805,2081.740526797897
2026-02-01 00:00:00+00:00,0.0,-492.12098444502317,-2684.8584760079925,1701.2471484255598
2026-02-01 01:00:00+00:00,0.0,-276.4420176523331,-2470.1872706711433,1918.0496388778292
2026-02-01 02:00:00+00:00,0.0,-132.2918152634502,-2324.553094025681,2059.89331269858
2026-02-01 03:00:00+00:00,0.0,13.93748792395536,-2177.408752622767,2206.037011045259
2026-02-01 04:00:00+00:00,0.0,149.20306215709888,-2044.8725479542877,2342.2884288902887
2026-02-01 05:00:00+00:00,0.0,235.87591177184413,-1956.402513934309,2428.7436047145884
2026-02-01 06:00:00+00:00,2.0527499999998327,263.6684120327045,-1927.9951212172823,2456.8931610634418
2026-02-01 07:00:00+00:00,199.76200000000017,225.21905783866305,-1969.2310860413259,2419.4996312638245
