date,wind_onshore_ampr_actual,wind_onshore_ampr_fitted,wind_onshore_ampr_lower,wind_onshore_ampr_upper
2026-02-28 00:00:00+00:00,,4162.47,3341.2146557916362,4983.725432307989
2026-02-28 01:00:00+00:00,,4872.276,4051.020334447642,5693.531110963994
2026-02-28 02:00:00+00:00,,4882.5693,4061.3137858895084,5703.82456240586
2026-02-28 03:00:00+00:00,,4842.3237,4021.0681547639974,5663.57893128035
2026-02-28 04:00:00+00:00,,5049.903,4228.647288002025,5871.158064518377
2026-02-28 05:00:00+00:00,,4703.062,3881.8063312958707,5524.317107812223
2026-02-28 06:00:00+00:00,,5299.224,4477.968660586402,6120.479437102754
2026-02-28 07:00:00+00:00,,4149.2085,3327.953207144338,4970.463983660689
2026-02-28 08:00:00+00:00,,4928.5347,4107.278979673547,5749.789756189899
2026-02-28 09:00:00+00:00,,5962.3213,5141.065645011997,6783.576421528348
2026-02-28 10:00:00+00:00,,5806.678,4985.42292683855,6627.933703354901
2026-02-28 11:00:00+00:00,,7198.645,6377.389464430785,8019.900240947137
2026-02-28 12:00:00+00:00,,7635.2734,6814.017974234755,8456.528750751106
2026-02-28 13:00:00+00:00,,7997.726,7176.470438788048,8818.9812153044
2026-02-28 14:00:00+00:00,,8167.35,7346.094754910494,8988.605531426845
2026-02-28 15:00:00+00:00,,8373.959,7552.7035480110435,9195.214324527395
2026-02-28 16:00:00+00:00,,8437.137,7615.881871296531,9258.392647812883
2026-02-28 17:00:00+00:00,,8544.304,7723.0484137405265,9365.559190256878
2026-02-28 18:00:00+00:00,,8423.411,7602.155668152694,9244.666444669045
2026-02-28 19:00:00+00:00,,8202.217,7380.961349784358,9023.47212630071
2026-02-28 20:00:00+00:00,,7561.826,6740.570484697861,8383.081261214213
2026-02-28 21:00:00+00:00,,6648.4487,5827.19326297008,7469.704039486432
2026-02-28 22:00:00+00:00,,4884.399,4063.1434481509336,5705.654224667285
2026-02-28 23:00:00+00:00,,4613.809,3792.5537195637235,5435.064496080076
2026-03-01 00:00:00+00:00,,3559.1406,2737.8852597431064,4380.396036259459
2026-03-01 01:00:00+00:00,,3667.0698,2845.8143838545498,4488.325160370901
2026-03-01 02:00:00+00:00,,3401.639,2580.3835235835027,4222.894300099855
2026-03-01 03:00:00+00:00,,2604.7522,1783.496789573559,3426.007566089911
2026-03-01 04:00:00+00:00,,1984.5065,1163.2511237899243,2805.7619003062764
2026-03-01 05:00:00+00:00,,1001.279,180.02355628571468,1822.5343328020665
2026-03-01 06:00:00+00:00,,1699.136,877.8806543654669,2520.391430881819
2026-03-01 07:00:00+00:00,,2271.6821,1450.4268201708464,3092.9375966871985
2026-03-01 08:00:00+00:00,,1070.7003,249.44504161084342,1891.9558181271955
2026-03-01 09:00:00+00:00,,747.42596,-73.82940615136567,1568.6813703649862
2026-03-01 10:00:00+00:00,,1281.7522,460.49682364945375,2103.007600165806
2026-03-01 11:00:00+00:00,,1524.3309,703.0755198508664,2345.5862963672184
2026-03-01 12:00:00+00:00,,2049.7996,1228.544093378176,2871.054869894528
2026-03-01 13:00:00+00:00,,1952.4694,1131.2140204748057,2773.7247969911577
2026-03-01 14:00:00+00:00,,1762.4396,941.184206503955,2583.694983020307
2026-03-01 15:00:00+00:00,,2002.7914,1181.5359707555067,2824.0467472718587
2026-03-01 16:00:00+00:00,,2439.2488,1617.9933416881108,3260.504118204463
2026-03-01 17:00:00+00:00,,3221.6165,2400.361142891058,4042.87191940741
2026-03-01 18:00:00+00:00,,3835.7278,3014.4723628928905,4656.9831394092425
2026-03-01 19:00:00+00:00,,3943.3118,3122.0564238036304,4764.5672003199825
2026-03-01 20:00:00+00:00,,4132.98,3311.7246953373947,4954.235471853746
2026-03-01 21:00:00+00:00,,4284.8525,3463.5970709744624,5106.1078474908145
2026-03-01 22:00:00+00:00,,4142.697,3321.441440223406,4963.952216739758
2026-03-01 23:00:00+00:00,,3538.386,2717.130695640625,4359.641472156977
2026-03-02 00:00:00+00:00,,3861.145,3039.889616846022,4682.4003933623735
2026-03-02 01:00:00+00:00,,3340.5994,2519.3438982797925,4161.8546747961445
2026-03-02 02:00:00+00:00,,2501.4365,1680.1812491064736,3322.692025622826
2026-03-02 03:00:00+00:00,,2204.4229,1383.16750072789,3025.678277244242
2026-03-02 04:00:00+00:00,,3329.1558,2507.900436321583,4150.411212837935
2026-03-02 05:00:00+00:00,,3931.8943,3110.638781539674,4753.149558056026
2026-03-02 06:00:00+00:00,,3960.107,3138.851501097885,4781.3622776142365
2026-03-02 07:00:00+00:00,,4102.566,3281.3102964243467,4923.821072940698
2026-03-02 08:00:00+00:00,,4170.5527,3349.2972208559095,4991.8079973722615
2026-03-02 09:00:00+00:00,,2752.811,1931.5556230566033,3574.0663995729556
2026-03-02 10:00:00+00:00,,1904.9572,1083.7018467149915,2726.2126232313435
2026-03-02 11:00:00+00:00,,2588.4492,1767.1937208975542,3409.704497413906
2026-03-02 12:00:00+00:00,,2660.1824,1838.9268694689272,3481.4376459852792
2026-03-02 13:00:00+00:00,,2392.7507,1571.495383198674,3214.006159715026
2026-03-02 14:00:00+00:00,,2303.3076,1482.0521260496653,3124.5629025660173
2026-03-02 15:00:00+00:00,,1302.6482,481.39289568865024,2123.9036722050023
2026-03-02 16:00:00+00:00,,1151.8241,330.5687862947093,1973.0795628110614
2026-03-02 17:00:00+00:00,,1777.6344,956.3789964950245,2598.8897730113767
2026-03-02 18:00:00+00:00,,2624.2002,1802.944723696501,3445.4555002128527
