date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2026-02-28 00:00:00+00:00,,9096.743256895414,8596.021531937105,9594.281914680918
2026-02-28 01:00:00+00:00,,8844.214251215164,8346.348399798866,9344.960547793247
2026-02-28 02:00:00+00:00,,8929.25673290901,8430.300003378437,9428.237166517194
2026-02-28 03:00:00+00:00,,9335.84699233565,8837.098707787247,9834.718924646268
2026-02-28 04:00:00+00:00,,9984.299554522106,9486.047724572465,10483.950501217605
2026-02-28 05:00:00+00:00,,10704.030875971472,10205.634214335245,11202.992959012801
2026-02-28 06:00:00+00:00,,11396.449469540305,10897.966840257444,11893.889995660444
2026-02-28 07:00:00+00:00,,12056.704187158683,11557.223393005585,12556.675841211116
2026-02-28 08:00:00+00:00,,12534.66236798455,12035.737684926,13036.216120412228
2026-02-28 09:00:00+00:00,,12760.171607089313,12261.184861204389,13259.863413192585
2026-02-28 10:00:00+00:00,,12697.117599992958,12197.475397363893,13196.017825820598
2026-02-28 11:00:00+00:00,,12387.794133113028,11888.745392161718,12886.531852695438
2026-02-28 12:00:00+00:00,,11974.533090181389,11476.512602774575,12477.036723155152
2026-02-28 13:00:00+00:00,,11649.728165019806,11150.108829158427,12148.726546909716
2026-02-28 14:00:00+00:00,,11514.958686156122,11016.427768404317,12014.030796967267
2026-02-28 15:00:00+00:00,,11558.391564356021,11057.6947467427,12057.848069879126
2026-02-28 16:00:00+00:00,,11706.77373590953,11206.79132791504,12206.789082876781
2026-02-28 17:00:00+00:00,,11844.67662699242,11344.513017394791,12344.206279944916
2026-02-28 18:00:00+00:00,,11851.078104453027,11351.07972812283,12350.097472000261
2026-02-28 19:00:00+00:00,,11628.58036199332,11129.202365170182,12128.1071402204
2026-02-28 20:00:00+00:00,,11201.122523397195,10700.75070592699,11700.722254664373
2026-02-28 21:00:00+00:00,,10682.948579820648,10182.56487690962,11183.058515986384
2026-02-28 22:00:00+00:00,,10177.242778245261,9677.268924595859,10677.431485251462
2026-02-28 23:00:00+00:00,,9761.670798311074,9261.440585525997,10260.937503011271
2026-03-01 00:00:00+00:00,,9451.790522988007,8951.740893228509,9952.173940418545
2026-03-01 01:00:00+00:00,,9363.97855616197,8863.435647757327,9864.409883058623
2026-03-01 02:00:00+00:00,,9528.89575491404,9028.350499294795,10029.335166473042
2026-03-01 03:00:00+00:00,,9929.666820219298,9430.607947694418,10430.759050373214
2026-03-01 04:00:00+00:00,,10544.82369321468,10044.638738001804,11045.081886205047
2026-03-01 05:00:00+00:00,,11255.049239151194,10755.492618355904,11754.170865445618
2026-03-01 06:00:00+00:00,,11990.272936694822,11490.917076237201,12489.399108118889
2026-03-01 07:00:00+00:00,,12667.075418959806,12167.83986903039,13166.885050963168
2026-03-01 08:00:00+00:00,,13179.579378520648,12679.513946820816,13679.953584961968
2026-03-01 09:00:00+00:00,,13461.197076266068,12960.437685031824,13961.663851743075
