date,load_rte_actual,load_rte_fitted,load_rte_lower,load_rte_upper
2026-02-28 00:00:00+00:00,,47437.465,46678.32491954173,48196.60227809846
2026-02-28 01:00:00+00:00,,46066.766,45307.628226594614,46825.90558515133
2026-02-28 02:00:00+00:00,,44153.586,43394.44558968271,44912.72294823944
2026-02-28 03:00:00+00:00,,42913.258,42154.11909474887,43672.3964533056
2026-02-28 04:00:00+00:00,,43146.684,42387.5460228582,43905.82338141493
2026-02-28 05:00:00+00:00,,44816.203,44057.06550480566,45575.342863362384
2026-02-28 06:00:00+00:00,,47131.695,46372.555697526266,47890.833056082985
2026-02-28 07:00:00+00:00,,48439.664,47680.523920782536,49198.80127933926
2026-02-28 08:00:00+00:00,,48959.984,48200.84758616601,49719.12494472273
2026-02-28 09:00:00+00:00,,49486.062,48726.922105021535,50245.199463578254
2026-02-28 10:00:00+00:00,,50423.83,49664.68859303573,51182.96595159246
2026-02-28 11:00:00+00:00,,50367.28,49608.14215640321,51126.41951495993
2026-02-28 12:00:00+00:00,,50444.188,49685.04956938563,51203.326927942355
2026-02-28 13:00:00+00:00,,48889.863,48130.72608296512,49649.00344152184
2026-02-28 14:00:00+00:00,,46814.3,46055.162688740034,47573.44004729675
2026-02-28 15:00:00+00:00,,46150.484,45391.34439199362,46909.62175055034
2026-02-28 16:00:00+00:00,,46433.043,45673.902846172125,47192.180204728844
2026-02-28 17:00:00+00:00,,48338.457,47579.317131732205,49097.594490288924
2026-02-28 18:00:00+00:00,,50054.824,49295.68520155118,50813.9625601079
2026-02-28 19:00:00+00:00,,48475.28,47716.14220591516,49234.419564471886
2026-02-28 20:00:00+00:00,,47203.11,46443.97027562808,47962.24763418481
2026-02-28 21:00:00+00:00,,46560.03,45800.894492555824,47319.171851112544
2026-02-28 22:00:00+00:00,,45930.8,45171.66159245826,46689.938951014985
2026-02-28 23:00:00+00:00,,43990.402,43231.26333324703,44749.540691803755
2026-03-01 00:00:00+00:00,,41425.61,40666.47250274781,42184.74986130454
2026-03-01 01:00:00+00:00,,39499.977,38740.839238154826,40259.116596711545
2026-03-01 02:00:00+00:00,,37545.22,36786.08008975653,38304.35744831325
2026-03-01 03:00:00+00:00,,36812.023,36052.88622064833,37571.16357920505
2026-03-01 04:00:00+00:00,,37745.13,36985.989289576944,38504.26664813367
2026-03-01 05:00:00+00:00,,38622.42,37863.28158157289,39381.55894012962
2026-03-01 06:00:00+00:00,,40385.867,39626.730433276134,41145.00779183285
2026-03-01 07:00:00+00:00,,42552.664,41793.52557956131,43311.80293811804
2026-03-01 08:00:00+00:00,,45415.57,44656.42989406304,46174.707252619766
2026-03-01 09:00:00+00:00,,47448.375,46689.23591764717,48207.51327620389
2026-03-01 10:00:00+00:00,,48497.656,47738.516950348625,49256.79430890535
2026-03-01 11:00:00+00:00,,48409.246,47650.10911786444,49168.38647642117
2026-03-01 12:00:00+00:00,,47020.76,46261.62209226227,47779.89945081899
2026-03-01 13:00:00+00:00,,45055.727,44296.58794227483,45814.86530083156
2026-03-01 14:00:00+00:00,,42955.26,42196.12303709239,43714.40039564911
2026-03-01 15:00:00+00:00,,41735.8,40976.66310468882,42494.94046324554
2026-03-01 16:00:00+00:00,,42364.207,41605.06825509322,43123.345613649944
