date,wind_offshore_rte_actual,wind_offshore_rte_fitted,wind_offshore_rte_lower,wind_offshore_rte_upper
2026-01-24 00:00:00+00:00,1739.5699999999997,1726.0939,1634.548793987677,1817.638941355959
2026-01-24 01:00:00+00:00,1741.8525,1759.6133,1668.068209565732,1851.1583569340137
2026-01-24 02:00:00+00:00,1751.145,1772.9608,1681.4157743186752,1864.5059216869568
2026-01-24 03:00:00+00:00,1757.3325,1803.9481,1712.4030549773329,1895.493202345615
2026-01-24 04:00:00+00:00,1758.0575,1752.6168,1661.0717006489758,1844.1618480172574
2026-01-24 05:00:00+00:00,1761.3399999999997,1759.7283,1668.1832209937306,1851.2733683620122
2026-01-24 06:00:00+00:00,1776.0175,1764.473,1672.92788384479,1856.018031213072
2026-01-24 07:00:00+00:00,1763.9225000000001,1795.2869,1703.7417644692187,1886.8319118375007
2026-01-24 08:00:00+00:00,1757.6475,1768.1046,1676.5595138895778,1859.6496612578599
2026-01-24 09:00:00+00:00,1704.5749999999998,1758.3928,1666.847699345169,1849.937846713451
2026-01-24 10:00:00+00:00,1700.0675,1627.0414,1535.4962905242705,1718.5864378925526
2026-01-24 11:00:00+00:00,1631.2325,1739.8934,1648.3483995630509,1831.4385469313324
2026-01-24 12:00:00+00:00,1438.6325,1634.7903,1543.2451413410672,1726.3352887093488
2026-01-24 13:00:00+00:00,1349.665,1274.2494,1182.7043267892534,1365.7944741575354
2026-01-24 14:00:00+00:00,1055.1725000000001,1034.8246,943.2794925612807,1126.3696399295627
2026-01-24 15:00:00+00:00,1058.0925,965.29095,873.7458728271587,1056.8360201954406
2026-01-24 16:00:00+00:00,1225.885,1131.1241,1039.5790791879808,1222.6692265562629
2026-01-24 17:00:00+00:00,1229.25,1105.4512,1013.9060445885412,1196.9961919568232
2026-01-24 18:00:00+00:00,1332.4075,1515.914,1424.3688231701312,1607.458970538413
2026-01-24 19:00:00+00:00,1587.025,1497.7496,1406.204551560054,1589.2946989283357
2026-01-24 20:00:00+00:00,1405.4625,1353.9883,1262.4432683953455,1445.5334157636275
2026-01-24 21:00:00+00:00,1191.5500000000002,1425.6558,1334.1106915038383,1517.2008388721204
2026-01-24 22:00:00+00:00,1091.385,1405.6892,1314.144142552247,1497.2342899205291
2026-01-24 23:00:00+00:00,1070.515,1348.0216,1256.476506117707,1439.566653485989
2026-01-25 00:00:00+00:00,990.8125,1028.036,936.4909341947389,1119.581081563021
2026-01-25 01:00:00+00:00,1225.54,1174.1729,1082.6277860564917,1265.7179334247737
2026-01-25 02:00:00+00:00,1359.37,1121.5658,1030.0207701728557,1213.1109175411377
2026-01-25 03:00:00+00:00,1436.8525,1464.3923,1372.8472938551495,1555.9374412234315
2026-01-25 04:00:00+00:00,1277.995,1472.3527,1380.807626791086,1563.897774159368
2026-01-25 05:00:00+00:00,1222.645,1458.1306,1366.5855867127716,1549.6757340810536
2026-01-25 06:00:00+00:00,1162.9575,1458.2029,1366.6578661567746,1549.7480135250566
2026-01-25 07:00:00+00:00,1171.1399999999999,1544.4312,1452.8860656629945,1635.9762130312765
2026-01-25 08:00:00+00:00,847.725,1323.9094,1232.364307264259,1415.454454632541
2026-01-25 09:00:00+00:00,841.1175000000001,1310.5051,1218.960119689548,1402.05026705783
2026-01-25 10:00:00+00:00,561.86,936.9932,845.448176202481,1028.538323570763
2026-01-25 11:00:00+00:00,467.80499999999995,574.4271,482.88204181986,665.9721891881419
2026-01-25 12:00:00+00:00,263.8675,477.173,385.6279401689437,568.7180875372256
2026-01-25 13:00:00+00:00,451.695,593.7184,502.1733124876926,685.2634598559746
2026-01-25 14:00:00+00:00,216.125,348.44553,256.9004429148867,439.9905902831686
2026-01-25 15:00:00+00:00,160.29250000000002,249.31621,157.77112782735622,340.86127519563814
2026-01-25 16:00:00+00:00,138.3775,257.25714,165.71206656394475,348.80221393222666
2026-01-25 17:00:00+00:00,219.01,279.01218,187.46709030850042,370.55723767678234
2026-01-25 18:00:00+00:00,157.77250000000004,379.4268,287.8817051915013,470.9718525597832
2026-01-25 19:00:00+00:00,213.495,528.4101,436.8650310367383,619.9551784050202
2026-01-25 20:00:00+00:00,374.5725,461.2423,369.6972387553753,552.7873861236573
2026-01-25 21:00:00+00:00,276.6425,282.8092,191.2641154979538,374.3542628662358
2026-01-25 22:00:00+00:00,298.235,380.64282,289.09774209142546,472.1878894597074
2026-01-25 23:00:00+00:00,222.265,322.10162,230.55652793861572,413.6466753068977
2026-01-26 00:00:00+00:00,161.35249999999996,278.83014,187.28503793040431,370.37518529868623
2026-01-26 01:00:00+00:00,108.07499999999999,220.17732,128.63224091442754,311.72238828270946
2026-01-26 02:00:00+00:00,158.375,317.45355,225.90845349766164,408.99860086594356
2026-01-26 03:00:00+00:00,203.10249999999996,242.19566,150.65060198184193,333.74074935012385
2026-01-26 04:00:00+00:00,128.4925,266.16663,174.6215380782802,357.7116854465621
2026-01-26 05:00:00+00:00,90.18,118.829056,27.28398221168686,210.3741295799689
2026-01-26 06:00:00+00:00,54.27999999999997,63.957993,-27.58706365043804,155.50308371784388
2026-01-26 07:00:00+00:00,47.315000000000055,91.6169,0.07183101514578993,183.16197838342782
2026-01-26 08:00:00+00:00,79.70749999999998,104.45332,12.908260025642448,195.99840739392448
2026-01-26 09:00:00+00:00,95.8125,115.19377,23.64870287900942,206.73885024729145
2026-01-26 10:00:00+00:00,215.10000000000002,248.0371,156.4920229923755,339.5821703606574
2026-01-26 11:00:00+00:00,395.425,402.07416,310.52906811424185,493.6192154825238
