date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2026-02-28 00:00:00+00:00,,12041.085,11779.258670591955,12302.91156051831
2026-02-28 01:00:00+00:00,,11817.399,11555.573218758353,12079.22610868471
2026-02-28 02:00:00+00:00,,11857.346,11595.519369946873,12119.172259873229
2026-02-28 03:00:00+00:00,,12180.596,11918.769311789665,12442.422201716021
2026-02-28 04:00:00+00:00,,12746.919,12485.092843976268,13008.745733902626
2026-02-28 05:00:00+00:00,,13412.624,13150.7978500911,13674.450740017457
2026-02-28 06:00:00+00:00,,14155.47,13893.642773618129,14417.295663544484
2026-02-28 07:00:00+00:00,,14894.465,14632.638406319591,15156.291296245949
2026-02-28 08:00:00+00:00,,15606.128,15344.30177901712,15867.954668943477
2026-02-28 09:00:00+00:00,,15780.803,15518.97587836676,16042.628768293118
2026-02-28 10:00:00+00:00,,15616.187,15354.35978886736,15878.012678793717
2026-02-28 11:00:00+00:00,,14957.646,14695.82015838397,15219.473048310327
2026-02-28 12:00:00+00:00,,14293.541,14031.71445938372,14555.367349310076
2026-02-28 13:00:00+00:00,,13897.612,13635.785532057593,14159.43842198395
2026-02-28 14:00:00+00:00,,13887.694,13625.867455201529,14149.520345127887
2026-02-28 15:00:00+00:00,,14338.749,14076.922492989264,14600.57538291562
2026-02-28 16:00:00+00:00,,14718.249,14456.422155173637,14980.075045099993
2026-02-28 17:00:00+00:00,,15111.806,14849.978804585979,15373.631694512336
2026-02-28 18:00:00+00:00,,14916.526,14654.700178451252,15178.35306837761
2026-02-28 19:00:00+00:00,,14313.092,14051.264948125603,14574.91783805196
2026-02-28 20:00:00+00:00,,13681.571,13419.744743568743,13943.397633495098
2026-02-28 21:00:00+00:00,,12988.971,12727.144197659674,13250.79708758603
2026-02-28 22:00:00+00:00,,12245.829,11984.002978581493,12507.655868507849
2026-02-28 23:00:00+00:00,,11943.329,11681.502569962702,12205.15545988906
2026-03-01 00:00:00+00:00,,11846.565,11584.73877027801,12108.391660204368
2026-03-01 01:00:00+00:00,,11764.847,11503.020729412987,12026.673619339344
2026-03-01 02:00:00+00:00,,11899.6875,11637.860718581622,12161.513608507978
2026-03-01 03:00:00+00:00,,12278.611,12016.78530886103,12540.438198787386
2026-03-01 04:00:00+00:00,,12893.437,12631.610143574773,13155.263033501129
2026-03-01 05:00:00+00:00,,13947.675,13685.84842439824,14209.501314324596
2026-03-01 06:00:00+00:00,,15005.872,14744.045831209245,15267.698721135603
2026-03-01 07:00:00+00:00,,15943.226,15681.399429156776,16205.052319083132
2026-03-01 08:00:00+00:00,,16147.592,15885.765160898909,16409.41805082527
2026-03-01 09:00:00+00:00,,15942.325,15680.498402379917,16204.151292306275
2026-03-01 10:00:00+00:00,,15669.375,15407.54809059937,15931.200980525728
2026-03-01 11:00:00+00:00,,15073.8955,14812.06951522234,15335.722405148696
2026-03-01 12:00:00+00:00,,14703.237,14441.411094570063,14965.06398449642
2026-03-01 13:00:00+00:00,,14286.172,14024.345680874772,14547.99857080113
2026-03-01 14:00:00+00:00,,14174.3955,13912.568609425678,14436.221499352036
2026-03-01 15:00:00+00:00,,14722.28,14460.45403685693,14984.106926783288
2026-03-01 16:00:00+00:00,,15407.3,15145.473639123229,15669.126529049585
2026-03-01 17:00:00+00:00,,15817.436,15555.609125950743,16079.2620158771
2026-03-01 18:00:00+00:00,,15613.703,15351.876782822805,15875.529672749162
2026-03-01 19:00:00+00:00,,14766.893,14505.066162618925,15028.719052545282
2026-03-01 20:00:00+00:00,,14180.313,13918.48669634118,14442.139586267538
2026-03-01 21:00:00+00:00,,13715.728,13453.90071499128,13977.553604917637
2026-03-01 22:00:00+00:00,,13110.823,12848.996338383724,13372.649228310082
2026-03-01 23:00:00+00:00,,12692.089,12430.26285897652,12953.915748902877
2026-03-02 00:00:00+00:00,,12735.861,12474.035338935837,12997.688228862193
2026-03-02 01:00:00+00:00,,12964.024,12702.198221359875,13225.851111286232
2026-03-02 02:00:00+00:00,,13153.425,12891.598774085649,13415.251664012005
2026-03-02 03:00:00+00:00,,13974.166,13712.339321760679,14235.992211687037
2026-03-02 04:00:00+00:00,,15379.571,15117.745235836936,15641.398125763291
2026-03-02 05:00:00+00:00,,16996.777,16734.950081484592,17258.60297141095
2026-03-02 06:00:00+00:00,,18171.902,17910.076777089038,18433.729667015396
2026-03-02 07:00:00+00:00,,18897.238,18635.41117782869,19159.064067755047
2026-03-02 08:00:00+00:00,,19064.451,18802.62528296988,19326.278172896233
2026-03-02 09:00:00+00:00,,19456.596,19194.76921322379,19718.422103150144
2026-03-02 10:00:00+00:00,,19153.92,18892.094292988764,19415.747182915118
2026-03-02 11:00:00+00:00,,18627.3,18365.474364656613,18889.127254582967
2026-03-02 12:00:00+00:00,,18209.324,17947.49727234239,18471.150162268746
2026-03-02 13:00:00+00:00,,17930.496,17668.668871207017,18192.321761133375
2026-03-02 14:00:00+00:00,,17838.482,17576.65515525197,18100.308045178328
2026-03-02 15:00:00+00:00,,17850.113,17588.286881750893,18111.93977167725
2026-03-02 16:00:00+00:00,,18427.525,18165.698705140247,18689.351595066604
2026-03-02 17:00:00+00:00,,18646.691,18384.864204059766,18908.517093986124
2026-03-02 18:00:00+00:00,,18082.525,17820.69825457487,18344.351144501226
2026-03-02 19:00:00+00:00,,17000.86,16739.033755358087,17262.68664528444
2026-03-02 20:00:00+00:00,,16079.866,15818.039388285268,16341.692278211625
2026-03-02 21:00:00+00:00,,15240.364,14978.537481150543,15502.190371076898
