date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-02-28 00:00:00+00:00,,2240.229,1937.4948389968622,2542.9629755535398
2026-02-28 01:00:00+00:00,,2052.2249,1749.4907724982668,2354.9589090549443
2026-02-28 02:00:00+00:00,,1783.3352,1480.6010828905262,2086.0692194472035
2026-02-28 03:00:00+00:00,,2496.2363,2193.50229367056,2798.9704302272376
2026-02-28 04:00:00+00:00,,2416.7876,2114.0535529495323,2719.5216895062094
2026-02-28 05:00:00+00:00,,2476.2485,2173.514520608558,2778.9826571652357
2026-02-28 06:00:00+00:00,,3983.1895,3680.4552789357763,4285.923415492453
2026-02-28 07:00:00+00:00,,2719.8025,2417.068435350869,3022.5365719075467
2026-02-28 08:00:00+00:00,,3213.1733,2910.4391405794236,3515.9072771361007
2026-02-28 09:00:00+00:00,,4499.873,4197.13875716413,4802.606893720807
2026-02-28 10:00:00+00:00,,4774.413,4471.678656149308,5077.146792705986
2026-02-28 11:00:00+00:00,,3594.6384,3291.904329430695,3897.3724659873724
2026-02-28 12:00:00+00:00,,3795.1707,3492.436478118478,4097.904614675155
2026-02-28 13:00:00+00:00,,3523.4666,3220.7325336385175,3826.200670195195
2026-02-28 14:00:00+00:00,,2770.8806,2468.146638883089,3073.614775439766
2026-02-28 15:00:00+00:00,,2631.8157,2329.081567158441,2934.5497037151185
2026-02-28 16:00:00+00:00,,1952.2922,1649.5582027607938,2255.0263393174714
2026-02-28 17:00:00+00:00,,2829.298,2526.5639797714643,3132.0321163281415
2026-02-28 18:00:00+00:00,,4205.144,3902.409948271821,4507.878084828499
2026-02-28 19:00:00+00:00,,4941.711,4638.976932840684,5244.445069397361
2026-02-28 20:00:00+00:00,,4982.059,4679.3247482241295,5284.792884780807
2026-02-28 21:00:00+00:00,,5303.201,5000.466886195685,5605.935022752363
2026-02-28 22:00:00+00:00,,4824.082,4521.347776599481,5126.815913156159
2026-02-28 23:00:00+00:00,,5120.506,4817.771835832715,5423.239972389392
2026-03-01 00:00:00+00:00,,4632.223,4329.48894443155,4934.957080988228
2026-03-01 01:00:00+00:00,,4191.6455,3888.911169166498,4494.379305723176
2026-03-01 02:00:00+00:00,,3131.877,2829.142885402868,3434.6110219595457
2026-03-01 03:00:00+00:00,,2710.255,2407.520811148868,3012.9889477055453
2026-03-01 04:00:00+00:00,,2508.7488,2206.0147775741757,2811.4829141308533
2026-03-01 05:00:00+00:00,,2421.1543,2118.420304381054,2723.8884409377315
2026-03-01 06:00:00+00:00,,2458.3066,2155.572534026836,2761.040670583513
2026-03-01 07:00:00+00:00,,2673.2722,2370.5381266294316,2976.0062631861088
2026-03-01 08:00:00+00:00,,2897.8582,2595.124077389079,3200.592213945756
2026-03-01 09:00:00+00:00,,3058.6528,2755.9187329637534,3361.386869520431
2026-03-01 10:00:00+00:00,,4646.221,4343.487082992544,4948.9552195492215
2026-03-01 11:00:00+00:00,,4738.7686,4436.034463930498,5041.502600487175
2026-03-01 12:00:00+00:00,,4798.99,4496.256142697539,5101.724279254216
2026-03-01 13:00:00+00:00,,5066.656,4763.921812266139,5369.389948822816
2026-03-01 14:00:00+00:00,,4970.589,4667.854697276478,5273.3228338331555
2026-03-01 15:00:00+00:00,,4832.064,4529.329812465143,5134.79794902182
2026-03-01 16:00:00+00:00,,4918.931,4616.197140332868,5221.665276889545
2026-03-01 17:00:00+00:00,,4899.7534,4597.019165426767,5202.487301983445
2026-03-01 18:00:00+00:00,,4335.1924,4032.4581527438104,4637.926289300487
2026-03-01 19:00:00+00:00,,5025.2812,4722.547202396805,5328.015338953483
2026-03-01 20:00:00+00:00,,4470.133,4167.398579659829,4772.866716216507
2026-03-01 21:00:00+00:00,,5001.5415,4698.807482420342,5304.27561897702
2026-03-01 22:00:00+00:00,,4767.287,4464.55303246599,5070.021169022668
2026-03-01 23:00:00+00:00,,4920.8657,4618.131568850842,5223.59970540752
2026-03-02 00:00:00+00:00,,4966.661,4663.927117283081,5269.395253839758
2026-03-02 01:00:00+00:00,,4994.7236,4691.989404152856,5297.457540709533
2026-03-02 02:00:00+00:00,,4560.4497,4257.715345484213,4863.18348204089
2026-03-02 03:00:00+00:00,,4230.137,3927.402996186808,4532.871132743486
2026-03-02 04:00:00+00:00,,4387.6147,4084.880822673148,4690.348959229826
2026-03-02 05:00:00+00:00,,4402.9062,4100.172152202174,4705.640288758851
2026-03-02 06:00:00+00:00,,4119.0386,3816.3046257880605,4421.772762344738
2026-03-02 07:00:00+00:00,,4062.259,3759.5249910286575,4364.993127585335
2026-03-02 08:00:00+00:00,,4231.173,3928.438792001939,4533.9069285586165
2026-03-02 09:00:00+00:00,,4311.4326,4008.698501252593,4614.1666378092705
2026-03-02 10:00:00+00:00,,4195.0605,3892.326530662448,4497.794667219126
2026-03-02 11:00:00+00:00,,4140.232,3837.4979340166487,4442.966070573326
2026-03-02 12:00:00+00:00,,3876.35,3573.6160374909077,4179.084174047585
2026-03-02 13:00:00+00:00,,3609.2449,3306.5108078264184,3911.978944383096
2026-03-02 14:00:00+00:00,,2146.871,1844.1370973199291,2449.6052338766067
2026-03-02 15:00:00+00:00,,2335.8562,2033.1222216396748,2638.590358196352
2026-03-02 16:00:00+00:00,,2737.402,2434.6679896685228,3040.1361262252003
2026-03-02 17:00:00+00:00,,2790.6565,2487.922532442146,3093.390668998823
2026-03-02 18:00:00+00:00,,3176.7793,2874.045266225018,3479.5134027816957
2026-03-02 19:00:00+00:00,,3183.3806,2880.64640174186,3486.1145382985374
