date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-01-24 00:00:00+00:00,6406.235000000001,4771.6665,4470.6902381578375,5072.643266734885
2026-01-24 01:00:00+00:00,6554.026,4230.082,3929.105723260952,4531.058751838
2026-01-24 02:00:00+00:00,6177.02475,3070.6802,2769.703561175859,3371.656589752907
2026-01-24 03:00:00+00:00,6259.03425,3842.5393,3541.562748368408,4143.515776945456
2026-01-24 04:00:00+00:00,6489.4395,4348.4883,4047.511965254361,4649.464993831409
2026-01-24 05:00:00+00:00,6650.9995,4422.018,4121.041898205565,4722.994926782614
2026-01-24 06:00:00+00:00,6623.6155,5275.721,4974.744877813731,5576.697906390778
2026-01-24 07:00:00+00:00,6482.41675,5183.8364,4882.859925767155,5484.812954344203
2026-01-24 08:00:00+00:00,6696.901749999999,5029.7505,4728.774223820539,5330.727252397587
2026-01-24 09:00:00+00:00,6664.8415,5357.568,5056.591411659172,5658.544440236221
2026-01-24 10:00:00+00:00,6493.5995,5019.3896,4718.413214095254,5320.366242672302
2026-01-24 11:00:00+00:00,6121.80875,4982.088,4681.111425815712,5283.064454392761
2026-01-24 12:00:00+00:00,6031.863,5214.507,4913.530643897309,5515.483672474357
2026-01-24 13:00:00+00:00,6059.51025,5049.8,4748.823346859484,5350.776375436533
2026-01-24 14:00:00+00:00,6242.56525,5360.1284,5059.152006804203,5661.105035381252
2026-01-24 15:00:00+00:00,6329.6942500000005,5423.638,5122.661864212012,5724.614892789061
2026-01-24 16:00:00+00:00,6322.7115,5300.625,4999.648425098664,5601.601453675712
2026-01-24 17:00:00+00:00,6233.4545,5234.8184,4933.84174793918,5535.794776516228
2026-01-24 18:00:00+00:00,6078.875,5292.9478,4991.9714247047195,5593.924453281768
2026-01-24 19:00:00+00:00,6054.037249999999,5209.9907,4909.014163182492,5510.967191759541
2026-01-24 20:00:00+00:00,6078.2645,5509.187,5208.2106242700265,5810.163652847075
2026-01-24 21:00:00+00:00,5682.94225,5559.5312,5258.554839708905,5860.507868285953
2026-01-24 22:00:00+00:00,5281.07475,5107.317,4806.340538357912,5408.293566934959
2026-01-24 23:00:00+00:00,5158.6955,5042.1104,4741.133785732523,5343.086814309572
2026-01-25 00:00:00+00:00,4709.07475,4076.8198,3775.8434471454484,4377.796475722496
2026-01-25 01:00:00+00:00,4368.09025,4482.7515,4181.774836733051,4783.727865310099
2026-01-25 02:00:00+00:00,4388.751749999999,3491.581,3190.6047027782233,3792.5577313552717
2026-01-25 03:00:00+00:00,4382.3825,3504.792,3203.8156032613583,3805.7686318384067
2026-01-25 04:00:00+00:00,4263.030000000001,3748.0903,3447.113811772654,4049.066840349702
2026-01-25 05:00:00+00:00,4351.798,3447.7341,3146.7577757132667,3748.710804290315
2026-01-25 06:00:00+00:00,4823.24575,3677.49,3376.5135202651218,3978.46654884217
2026-01-25 07:00:00+00:00,5071.261,4083.8562,3782.879650778812,4384.832679355861
2026-01-25 08:00:00+00:00,5404.88625,4283.1323,3982.155680093057,4584.108708670105
2026-01-25 09:00:00+00:00,5986.695,4703.6514,4402.674865754512,5004.627894331561
2026-01-25 10:00:00+00:00,5969.08825,5341.142,5040.1655616538355,5642.118590230884
2026-01-25 11:00:00+00:00,5887.46775,5088.7393,4787.763014849097,5389.716043426145
2026-01-25 12:00:00+00:00,5960.19875,5229.243,4928.266576870075,5530.219605447124
2026-01-25 13:00:00+00:00,6030.975,5144.4326,4843.456108786058,5445.409137363107
2026-01-25 14:00:00+00:00,6210.42375,5323.468,5022.49141403867,5624.444442615719
2026-01-25 15:00:00+00:00,6239.28275,5328.1504,5027.173975556711,5629.127004133759
2026-01-25 16:00:00+00:00,6184.001249999999,5440.008,5139.0312906071285,5740.984319184177
2026-01-25 17:00:00+00:00,6279.974,5428.033,5127.05672513095,5729.009753707998
2026-01-25 18:00:00+00:00,6291.257,5082.197,4781.220467960971,5383.17349653802
2026-01-25 19:00:00+00:00,6261.597,4974.053,4673.076743595857,5275.029772172905
2026-01-25 20:00:00+00:00,5944.68425,4649.218,4348.241234523395,4950.194263100443
2026-01-25 21:00:00+00:00,5526.32725,4880.4917,4579.515432133301,5181.46846071035
2026-01-25 22:00:00+00:00,5243.30925,4575.732,4274.755363826107,4876.708392403156
2026-01-25 23:00:00+00:00,5041.2585,4484.731,4183.754448131869,4785.707476708917
2026-01-26 00:00:00+00:00,5009.1715,4107.626,3806.6495420647852,4408.602570641833
2026-01-26 01:00:00+00:00,5476.25925,4681.152,4380.175402893685,4982.128431470733
2026-01-26 02:00:00+00:00,6029.47025,5283.5054,4982.52894350339,5584.481972080439
2026-01-26 03:00:00+00:00,6152.702499999999,5304.8486,5003.872420173228,5605.825448750276
2026-01-26 04:00:00+00:00,5783.81175,5337.4844,5036.507995825323,5638.461024402372
2026-01-26 05:00:00+00:00,4838.746,5157.6113,4856.634710241437,5458.5877388184845
2026-01-26 06:00:00+00:00,4698.401,5086.0513,4785.07481860675,5387.027847183799
2026-01-26 07:00:00+00:00,5310.66525,4742.317,4441.340390761611,5043.293419338659
2026-01-26 08:00:00+00:00,4816.87375,4328.9185,4027.941944460491,4629.894973037539
2026-01-26 09:00:00+00:00,5212.2275,4326.5156,4025.5392556733877,4627.492284250436
2026-01-26 10:00:00+00:00,5263.7927500000005,5115.362,4814.385189413495,5416.338217990543
2026-01-26 11:00:00+00:00,5628.43425,5241.1074,4940.131086399821,5542.084114976869
2026-01-26 12:00:00+00:00,6146.563,5106.9,4805.923641647776,5407.876670224825
