date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2026-01-24 00:00:00+00:00,18500.8838175,17926.578,17563.178703148213,18289.97680842118
2026-01-24 01:00:00+00:00,17915.7650025,18006.719,17643.319120728487,18370.117226001454
2026-01-24 02:00:00+00:00,17901.790395,18204.748,17841.34868484852,18568.146790121486
2026-01-24 03:00:00+00:00,17764.24184,18408.22,18044.82131576674,18771.619421039708
2026-01-24 04:00:00+00:00,18058.4610625,19083.457,18720.05872232982,19446.856827602784
2026-01-24 05:00:00+00:00,18590.5267375,20025.455,19662.056377473426,20388.85448274639
2026-01-24 06:00:00+00:00,19565.5508375,21664.51,21301.110471720694,22027.908576993657
2026-01-24 07:00:00+00:00,20887.838765,22748.66,22385.26013886415,23112.05824413711
2026-01-24 08:00:00+00:00,21854.965185,22322.654,21959.255599564724,22686.053704837686
2026-01-24 09:00:00+00:00,22204.0791025,23159.2,22795.799937222127,23522.598042495094
2026-01-24 10:00:00+00:00,22438.44491,23345.287,22981.888849122635,23708.686954395598
2026-01-24 11:00:00+00:00,21955.8453025,23613.623,23250.22321881143,23977.021324084395
2026-01-24 12:00:00+00:00,21431.0044075,21896.547,21533.14793667778,22259.94604195074
2026-01-24 13:00:00+00:00,21272.99729,22665.51,22302.111350425504,23028.909455698467
2026-01-24 14:00:00+00:00,21140.576,22946.928,22583.529225502865,23310.327330775828
2026-01-24 15:00:00+00:00,21841.78159,23242.379,22878.979103151672,23605.777208424635
2026-01-24 16:00:00+00:00,22502.5476125,24450.385,24086.985594906786,24813.783700179752
2026-01-24 17:00:00+00:00,22863.9140025,24226.604,23863.203412952877,24590.00151822584
2026-01-24 18:00:00+00:00,22331.2521075,22919.951,22556.552015067202,23283.350120340165
2026-01-24 19:00:00+00:00,21169.69799,22350.209,21986.80998232743,22713.608087600394
2026-01-24 20:00:00+00:00,20394.303755,21884.852,21521.452602682435,22248.2507079554
2026-01-24 21:00:00+00:00,19743.3544675,20141.033,19777.633836926303,20504.431942199266
2026-01-24 22:00:00+00:00,18661.0785125,19053.666,18690.267615684028,19417.06572095699
2026-01-24 23:00:00+00:00,17920.4003025,18009.803,17646.40383501793,18373.20194029089
2026-01-25 00:00:00+00:00,17537.8685375,16850.857,16487.45928935846,17214.257394631422
2026-01-25 01:00:00+00:00,16909.713037499998,17305.207,16941.808026183913,17668.60613145688
2026-01-25 02:00:00+00:00,16874.186357500002,17759.115,17395.716489243277,18122.51459451624
2026-01-25 03:00:00+00:00,17006.9828925,17751.016,17387.616790954995,18114.41489622796
2026-01-25 04:00:00+00:00,16834.0791225,17792.043,17428.644889967956,18155.442995240923
2026-01-25 05:00:00+00:00,17078.194885,18412.164,18048.76559313742,18775.563698410384
2026-01-25 06:00:00+00:00,17605.3803675,19117.06,18753.661092406917,19480.45919767988
2026-01-25 07:00:00+00:00,18869.5880525,19568.889,19205.48903458994,19932.287139862907
2026-01-25 08:00:00+00:00,20588.00814,21776.904,21413.5049896685,22140.303094941468
2026-01-25 09:00:00+00:00,21857.89563,22920.76,22557.36061591042,23284.158721183383
2026-01-25 10:00:00+00:00,22259.15544,23001.117,22637.719071928645,23364.51717720161
2026-01-25 11:00:00+00:00,21869.26725,23815.328,23451.928958959783,24178.727064232746
2026-01-25 12:00:00+00:00,21454.132515,23192.309,22828.908604373053,23555.706709646016
2026-01-25 13:00:00+00:00,21154.1455475,21478.236,21114.836696799928,21841.63480207289
2026-01-25 14:00:00+00:00,21111.8219325,21427.576,21064.17663487561,21790.974740148577
2026-01-25 15:00:00+00:00,21287.84699,21927.615,21564.216715344588,22291.01482061755
2026-01-25 16:00:00+00:00,22570.23718,22148.355,21784.956751466696,22511.75485673966
2026-01-25 17:00:00+00:00,23083.591582499997,23770.15,23406.750835030893,24133.548940303855
2026-01-25 18:00:00+00:00,22618.993674999998,23500.094,23136.695340660484,23863.493445933447
2026-01-25 19:00:00+00:00,21790.411215,21859.865,21496.466716715837,22223.2648219888
2026-01-25 20:00:00+00:00,21100.480190000002,21476.963,21113.56383996096,21840.361945233923
2026-01-25 21:00:00+00:00,20256.308505,20197.65,19834.250585067264,20561.04869034023
