date,biomass_rte_actual,gas_rte_actual,hard_coal_rte_actual,nuclear_rte_actual,oil_rte_actual,renewables_rte_actual,waste_rte_actual,biomass_rte_fitted,gas_rte_fitted,hard_coal_rte_fitted,nuclear_rte_fitted,oil_rte_fitted,renewables_rte_fitted,waste_rte_fitted,biomass_rte_lower,gas_rte_lower,hard_coal_rte_lower,nuclear_rte_lower,oil_rte_lower,renewables_rte_lower,waste_rte_lower,biomass_rte_upper,gas_rte_upper,hard_coal_rte_upper,nuclear_rte_upper,oil_rte_upper,renewables_rte_upper,waste_rte_upper
2026-02-28 00:00:00+00:00,,,,,,,,348.03308844420155,1415.5561534093035,42.95967437567449,48426.435884274324,126.95950040689789,8912.662892454337,113.00648114026153,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 01:00:00+00:00,,,,,,,,349.2662891954902,1430.940736980399,33.410194885945494,48050.132747514916,129.11315310434907,8292.259625322244,117.07246762438065,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 02:00:00+00:00,,,,,,,,331.0656262437527,1257.683530757962,16.746017228449283,47420.37137002571,117.46809141914076,6198.2560902646655,124.00210050065436,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 03:00:00+00:00,,,,,,,,339.659103835159,1365.6529260150023,35.50747918705492,47528.043752599086,116.89933028003722,6339.824809014931,128.19707725942476,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 04:00:00+00:00,,,,,,,,343.5695011934841,1416.094189205136,35.29185662926747,47992.96900338965,115.12120833758871,6718.617479087873,120.24933732470114,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 05:00:00+00:00,,,,,,,,341.467517381382,1573.450660795931,33.48665606396806,48058.14251105128,131.77267079347334,7043.644963582943,127.82269216212566,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 06:00:00+00:00,,,,,,,,357.2470425162241,1485.970877666246,27.600777242924508,45260.594457583466,130.60262190149737,7018.476182239853,157.39183150477572,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 07:00:00+00:00,,,,,,,,339.78706963557215,1679.2167115794364,27.236380974192606,47817.92596193074,131.84919193171248,7184.437152909993,144.6951488872328,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 08:00:00+00:00,,,,,,,,391.0375147077007,1459.0941810112759,25.26085877461388,42156.096037058574,137.6979360892112,8358.441180835485,191.38873144194594,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 09:00:00+00:00,,,,,,,,391.3586876291042,1464.7266266257773,18.288297492730038,41568.49455242859,134.5675855102533,7977.115099278147,165.81559264295498,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 10:00:00+00:00,,,,,,,,379.20601101602483,1530.8961636910622,31.310643081963942,42536.060437040476,131.1681212117079,7957.086948924744,154.79750495193267,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
2026-02-28 11:00:00+00:00,,,,,,,,383.6175751874689,1504.8000623850667,20.37978752404279,42773.069674001614,130.33478107039738,7708.238095687054,148.6878875204614,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745,359.21792410714284,2305.4280927579366,62.79329631376507,39566.12500992063,147.7467361111111,7679.840427295919,170.51812996031745
