date,wind_offshore_rte_actual,wind_offshore_rte_fitted,wind_offshore_rte_lower,wind_offshore_rte_upper
2026-02-28 00:00:00+00:00,,1687.1985527292586,1538.8353889308373,1835.5617165276794
2026-02-28 01:00:00+00:00,,1643.3741094053125,1495.0109456068915,1791.7372732037338
2026-02-28 02:00:00+00:00,,1553.2337377973986,1404.8705739989775,1701.5969015958199
2026-02-28 03:00:00+00:00,,1559.691165757852,1411.3280019594308,1708.0543295562734
2026-02-28 04:00:00+00:00,,1478.3338895835564,1329.970725785135,1626.6970533819776
2026-02-28 05:00:00+00:00,,1381.0177321945662,1232.6545683961454,1529.3808959929875
2026-02-28 06:00:00+00:00,,1330.0750663911429,1181.7119025927218,1478.438230189564
2026-02-28 07:00:00+00:00,,1231.237523179617,1082.874359381196,1379.600686978038
2026-02-28 08:00:00+00:00,,1154.5279594933636,1006.1647956949424,1302.8911232917847
2026-02-28 09:00:00+00:00,,1103.254469213201,954.89130541478,1251.6176330116223
2026-02-28 10:00:00+00:00,,988.1478026402002,839.784638841779,1136.5109664386214
2026-02-28 11:00:00+00:00,,837.3695713303018,689.0064075318807,985.7327351287229
2026-02-28 12:00:00+00:00,,803.4505686759016,655.0874048774806,951.8137324743228
2026-02-28 13:00:00+00:00,,619.785355986744,471.4221921883228,768.148519785165
2026-02-28 14:00:00+00:00,,493.6945181308968,345.33135433247566,642.0576819293179
2026-02-28 15:00:00+00:00,,412.77032436409155,264.40716056567044,561.1334881625127
2026-02-28 16:00:00+00:00,,401.8990668257876,253.53590302736643,550.2622306242087
2026-02-28 17:00:00+00:00,,358.0889938918516,209.7258300934305,506.45215769027277
2026-02-28 18:00:00+00:00,,287.0717595338449,138.70859573542373,435.43492333226607
2026-02-28 19:00:00+00:00,,304.2253916461163,155.86222784769512,452.5885554445374
2026-02-28 20:00:00+00:00,,313.83407678015345,165.47091298173228,462.19724057857457
2026-02-28 21:00:00+00:00,,340.97705192242563,192.61388812400452,489.3402157208468
2026-02-28 22:00:00+00:00,,420.55360972347296,272.19044592505185,568.9167735218941
2026-02-28 23:00:00+00:00,,505.08767401551773,356.7245102170966,653.4508378139388
2026-03-01 00:00:00+00:00,,655.4471835451043,507.0840197466831,803.8103473435253
2026-03-01 01:00:00+00:00,,735.6778583352568,587.3146945368356,884.0410221336779
2026-03-01 02:00:00+00:00,,883.6309770661901,735.267813267769,1031.9941408646114
2026-03-01 03:00:00+00:00,,982.5299930507665,834.1668292523455,1130.8931568491876
2026-03-01 04:00:00+00:00,,1072.960384524487,924.5972207260659,1221.3235483229082
2026-03-01 05:00:00+00:00,,1128.5548753001447,980.1917115017235,1276.9180390985657
2026-03-01 06:00:00+00:00,,1224.4783242918625,1076.1151604934414,1372.8414880902835
2026-03-01 07:00:00+00:00,,1322.8169481814243,1174.4537843830035,1471.1801119798456
2026-03-01 08:00:00+00:00,,1349.0554568157718,1200.692293017351,1497.418620614193
2026-03-01 09:00:00+00:00,,1355.6642462764767,1207.3010824780554,1504.0274100748977
2026-03-01 10:00:00+00:00,,1361.4056236273245,1213.0424598289032,1509.7687874257454
2026-03-01 11:00:00+00:00,,1367.8813784672411,1219.51821466882,1516.2445422656622
2026-03-01 12:00:00+00:00,,1370.8108169348875,1222.4476531364662,1519.1739807333083
2026-03-01 13:00:00+00:00,,1362.6433409255053,1214.2801771270842,1511.0065047239264
2026-03-01 14:00:00+00:00,,1357.3922162328654,1209.0290524344443,1505.7553800312867
2026-03-01 15:00:00+00:00,,1349.6667007721876,1201.3035369737665,1498.0298645706087
2026-03-01 16:00:00+00:00,,1330.2908747404463,1181.9277109420252,1478.6540385388676
2026-03-01 17:00:00+00:00,,1358.3898724978706,1210.0267086994495,1506.7530362962916
2026-03-01 18:00:00+00:00,,1361.834344937781,1213.47118113936,1510.197508736202
2026-03-01 19:00:00+00:00,,1426.2610519899863,1277.897888191565,1574.6242157884074
2026-03-01 20:00:00+00:00,,1478.0483384023687,1329.6851746039476,1626.41150220079
2026-03-01 21:00:00+00:00,,1514.7542215285332,1366.3910577301122,1663.1173853269543
2026-03-01 22:00:00+00:00,,1528.6497465531966,1380.2865827547755,1677.0129103516178
2026-03-01 23:00:00+00:00,,1560.2927423625833,1411.9295785641623,1708.6559061610046
2026-03-02 00:00:00+00:00,,1539.264414763757,1390.9012509653357,1687.6275785621779
2026-03-02 01:00:00+00:00,,1526.2779119023885,1377.9147481039674,1674.6410757008098
2026-03-02 02:00:00+00:00,,1500.7688323550988,1352.4056685566775,1649.13199615352
2026-03-02 03:00:00+00:00,,1486.1016765148502,1337.738512716429,1634.4648403132715
2026-03-02 04:00:00+00:00,,1431.8304326058305,1283.4672688074097,1580.1935964042518
2026-03-02 05:00:00+00:00,,1397.6510644290474,1249.2879006306262,1546.0142282274685
2026-03-02 06:00:00+00:00,,1396.3358756023304,1247.9727118039093,1544.6990394007516
2026-03-02 07:00:00+00:00,,1364.0960345221888,1215.732870723768,1512.45919832061
2026-03-02 08:00:00+00:00,,1322.2198214799657,1173.8566576815447,1470.5829852783868
2026-03-02 09:00:00+00:00,,1280.752739819536,1132.3895760211149,1429.115903617957
2026-03-02 10:00:00+00:00,,1242.6081295071954,1094.2449657087745,1390.9712933056167
2026-03-02 11:00:00+00:00,,1169.202419258856,1020.8392554604347,1317.5655830572769
2026-03-02 12:00:00+00:00,,1051.9360866054826,903.5729228070616,1200.299250403904
2026-03-02 13:00:00+00:00,,991.2839318363531,842.920768037932,1139.6470956347744
2026-03-02 14:00:00+00:00,,931.9143826136423,783.5512188152211,1080.2775464120634
