date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2026-02-28 00:00:00+00:00,,107.0703,3.0823110980300044,211.05829342638685
2026-02-28 01:00:00+00:00,,30.726458,-73.26154051906451,134.7144418092924
2026-02-28 02:00:00+00:00,,85.00261,-18.9853725032674,188.9906098250895
2026-02-28 03:00:00+00:00,,27.684923,-76.30307961458959,131.67290271376726
2026-02-28 04:00:00+00:00,,84.34941,-19.638564526808864,188.33741780154804
2026-02-28 05:00:00+00:00,,500.76453,396.77654888098397,604.7525312093409
2026-02-28 06:00:00+00:00,,406.5586,302.57059965855916,510.54658198691607
2026-02-28 07:00:00+00:00,,250.09416,146.10618178497765,354.0821641133345
2026-02-28 08:00:00+00:00,,287.66467,183.67668548023994,391.6526678085968
2026-02-28 09:00:00+00:00,,703.24603,599.2580544519697,807.2340367803265
2026-02-28 10:00:00+00:00,,691.2102,587.2222126617504,795.1981949901074
2026-02-28 11:00:00+00:00,,784.2401,680.2521125000166,888.2280948283734
2026-02-28 12:00:00+00:00,,460.8628,356.8748069214337,564.8507892497905
2026-02-28 13:00:00+00:00,,623.5617,519.5737055537967,727.5496878821536
2026-02-28 14:00:00+00:00,,819.9151,715.927133655316,923.9031159836728
2026-02-28 15:00:00+00:00,,834.91016,730.9221831226555,938.8981654510123
2026-02-28 16:00:00+00:00,,370.52963,266.54163235022145,474.51761467857835
2026-02-28 17:00:00+00:00,,249.01735,145.02935694708594,353.00533927544285
2026-02-28 18:00:00+00:00,,580.83655,476.8485699747906,684.8245523031475
2026-02-28 19:00:00+00:00,,518.50244,414.514423455985,622.4904057843419
2026-02-28 20:00:00+00:00,,446.54996,342.56195213477724,550.5379344631341
2026-02-28 21:00:00+00:00,,678.2128,574.2248341046579,782.2008164330148
2026-02-28 22:00:00+00:00,,1020.1999,916.2118702597968,1124.1878525881536
2026-02-28 23:00:00+00:00,,1263.6328,1159.6448801719066,1367.6208625002635
2026-03-01 00:00:00+00:00,,1066.5155,962.527541483285,1170.5035238116418
2026-03-01 01:00:00+00:00,,1072.6913,968.7033211316257,1176.6793034599825
2026-03-01 02:00:00+00:00,,1202.5483,1098.5603467550454,1306.5363290834023
2026-03-01 03:00:00+00:00,,1252.1003,1148.112326475375,1356.0883088037322
2026-03-01 04:00:00+00:00,,1348.764,1244.7760752689273,1452.752057597284
2026-03-01 05:00:00+00:00,,1062.8982,958.9102578288255,1166.8862401571823
2026-03-01 06:00:00+00:00,,863.6093,759.6213125712791,967.5972948996359
2026-03-01 07:00:00+00:00,,1148.2745,1044.2865872644088,1252.2625695927657
2026-03-01 08:00:00+00:00,,1196.5541,1092.566116381029,1300.5420987093858
2026-03-01 09:00:00+00:00,,1148.5155,1044.5274933032451,1252.5034756316022
2026-03-01 10:00:00+00:00,,1347.6068,1243.618805690673,1451.5947880190301
2026-03-01 11:00:00+00:00,,1281.875,1177.8869962151382,1385.862978543495
2026-03-01 12:00:00+00:00,,1204.5273,1100.5394051180795,1308.5153874464363
2026-03-01 13:00:00+00:00,,1239.1794,1135.1914988763021,1343.167481204659
2026-03-01 14:00:00+00:00,,1130.802,1026.814021771364,1234.7900040997208
2026-03-01 15:00:00+00:00,,697.74365,593.7556449157377,801.7316272440945
2026-03-01 16:00:00+00:00,,660.70166,556.7136653055676,764.6896476339244
2026-03-01 17:00:00+00:00,,707.36206,603.3740366216166,811.3500189499734
2026-03-01 18:00:00+00:00,,385.91675,281.9287495716126,489.90473189996953
2026-03-01 19:00:00+00:00,,239.7004,135.71240554574536,343.6883878741022
2026-03-01 20:00:00+00:00,,274.34476,170.35673850067298,378.3327208290299
2026-03-01 21:00:00+00:00,,279.47485,175.48687033125583,383.46285265961274
2026-03-01 22:00:00+00:00,,598.2767,494.28870066234003,702.2646829906969
2026-03-01 23:00:00+00:00,,439.07452,335.0865390001509,543.0625213285078
2026-03-02 00:00:00+00:00,,560.05835,456.0703421683886,664.0463244967455
2026-03-02 01:00:00+00:00,,473.9518,369.9638298608852,577.939812189242
2026-03-02 02:00:00+00:00,,584.1678,480.17978439847946,688.1557667268363
2026-03-02 03:00:00+00:00,,483.85226,379.86427658893376,587.8402589172906
2026-03-02 04:00:00+00:00,,491.8389,387.8509058792347,595.8268882075915
2026-03-02 05:00:00+00:00,,454.46506,350.4770682988528,558.4530506272098
2026-03-02 06:00:00+00:00,,551.93054,447.9425649407448,655.9185472691016
2026-03-02 07:00:00+00:00,,550.96765,446.979686759164,654.9556690875208
2026-03-02 08:00:00+00:00,,334.199,230.21099726552478,438.18697959388163
2026-03-02 09:00:00+00:00,,230.61107,126.62308653346747,334.5990688618244
2026-03-02 10:00:00+00:00,,241.7552,137.76719864438343,345.7431809727403
2026-03-02 11:00:00+00:00,,204.02382,100.03583222978693,308.0118145581438
2026-03-02 12:00:00+00:00,,205.12904,101.14105090318242,309.11703323153927
2026-03-02 13:00:00+00:00,,196.76518,92.77720643065317,300.7531887590101
2026-03-02 14:00:00+00:00,,85.03337,-18.95462366538436,189.0213586629725
2026-03-02 15:00:00+00:00,,79.217545,-24.770435847785393,183.20554648057146
2026-03-02 16:00:00+00:00,,60.1588,-43.829202488787814,164.1467798395691
2026-03-02 17:00:00+00:00,,40.99089,-62.99710208095382,144.97888024740303
2026-03-02 18:00:00+00:00,,95.64876,-8.339236349990756,199.63674597836615
2026-03-02 19:00:00+00:00,,88.01601,-15.97198639073008,192.00399593762683
2026-03-02 20:00:00+00:00,,72.78996,-31.19804018235709,176.77794214599982
