date,solar_rte_actual,solar_rte_fitted,solar_rte_lower,solar_rte_upper
2026-02-28 00:00:00+00:00,,-590.875969355347,-3354.489266726573,2190.5409177748797
2026-02-28 01:00:00+00:00,,-759.1769702484025,-3540.723765494432,2006.3918357467242
2026-02-28 02:00:00+00:00,,-761.9498757655979,-3542.8669780704113,2006.1489247231896
2026-02-28 03:00:00+00:00,,-758.2661101044228,-3534.898770772771,2010.5448664772791
2026-02-28 04:00:00+00:00,,-290.80070901961426,-3076.0381861752976,2476.8879094357535
2026-02-28 05:00:00+00:00,,351.5840991410514,-2421.8471032924335,3126.078783706019
2026-02-28 06:00:00+00:00,,1128.9558656965737,-1646.8482678177334,3896.8423362351077
2026-02-28 07:00:00+00:00,,1520.8460982774484,-1256.6906354696594,4290.818295225186
2026-02-28 08:00:00+00:00,,2605.003277935653,-178.29130718859187,5379.853355203333
2026-02-28 09:00:00+00:00,,3768.7529462852835,994.0748484598266,6537.739728477826
2026-02-28 10:00:00+00:00,,5984.235630018789,3203.8517246490405,8760.766085526711
2026-02-28 11:00:00+00:00,,7317.165011921265,4534.153125433668,10090.538146324088
2026-02-28 12:00:00+00:00,,7972.487287975155,5181.699225965323,10748.072808037889
2026-02-28 13:00:00+00:00,,7547.32388356876,4759.994248713203,10319.983308473391
2026-02-28 14:00:00+00:00,,6548.043101697525,3770.557922501377,9329.108316968135
2026-02-28 15:00:00+00:00,,4364.646066732568,1594.9144437263637,7138.931661209766
2026-02-28 16:00:00+00:00,,2635.2013048041263,-140.30780583871774,5424.263191755287
2026-02-28 17:00:00+00:00,,948.1529710403183,-1821.4313143916297,3733.672449456174
2026-02-28 18:00:00+00:00,,-1440.1849524105737,-4215.340609135747,1337.840754069395
2026-02-28 19:00:00+00:00,,-767.0152713763509,-3542.222670169408,2010.0981016964386
2026-02-28 20:00:00+00:00,,-501.3240114470973,-3274.6597686129653,2279.1521401767995
2026-02-28 21:00:00+00:00,,-58.31117515670712,-2835.8301011402136,2723.937590025446
2026-02-28 22:00:00+00:00,,45.025051782310584,-2729.90384997212,2828.2331150209984
2026-02-28 23:00:00+00:00,,249.19057136407991,-2525.4676981659404,3023.001166270572
2026-03-01 00:00:00+00:00,,-493.31431618778106,-3265.9511641441113,2285.552858678775
2026-03-01 01:00:00+00:00,,-290.5714153523936,-3066.756179118378,2481.510397345984
2026-03-01 02:00:00+00:00,,-122.57403479934283,-2903.916081277169,2638.3381690493643
2026-03-01 03:00:00+00:00,,-49.619261656690014,-2838.1336485741604,2714.680527758053
2026-03-01 04:00:00+00:00,,348.194332377775,-2427.6812121487837,3113.4450909051775
2026-03-01 05:00:00+00:00,,975.8780569887222,-1800.4848857764455,3744.855075478791
2026-03-01 06:00:00+00:00,,1805.268545798621,-970.4732266545657,4577.107193341068
2026-03-01 07:00:00+00:00,,1933.337934848151,-845.4932139150337,4700.799765364545
2026-03-01 08:00:00+00:00,,3726.3009829316516,941.821228231553,6493.502244609643
2026-03-01 09:00:00+00:00,,6731.029117746197,3954.015923344449,9496.515148230252
2026-03-01 10:00:00+00:00,,8984.54698040074,6203.128621187188,11756.610781983905
2026-03-01 11:00:00+00:00,,9794.000246609547,7015.5254097801035,12567.867203806483
2026-03-01 12:00:00+00:00,,10065.598034204146,7283.475288664336,12835.312294628064
2026-03-01 13:00:00+00:00,,8327.066553808701,5548.657153517783,11098.29877907015
2026-03-01 14:00:00+00:00,,6596.446674688432,3817.3636826682223,9370.04583134458
2026-03-01 15:00:00+00:00,,5890.791892022916,3112.131181805131,8666.51425627991
2026-03-01 16:00:00+00:00,,4297.192634389092,1521.0138374014202,7068.721524404362
2026-03-01 17:00:00+00:00,,1103.0546160880237,-1673.9472111676905,3880.5138729475766
2026-03-01 18:00:00+00:00,,-1969.8032563499737,-4748.819821704846,812.0865860475637
2026-03-01 19:00:00+00:00,,-849.0590214980662,-3623.279946890025,1935.371971584465
2026-03-01 20:00:00+00:00,,-234.46394691116848,-3006.262466394968,2549.174370799145
2026-03-01 21:00:00+00:00,,219.38562201439072,-2555.947244020449,2989.9260381624304
2026-03-01 22:00:00+00:00,,423.2635816586517,-2358.7231660062344,3200.8637836061025
2026-03-01 23:00:00+00:00,,124.22982675688718,-2644.459473412553,2901.918704569722
2026-03-02 00:00:00+00:00,,-67.39666392405479,-2834.100060290618,2713.502117451924
2026-03-02 01:00:00+00:00,,309.12807342296446,-2468.1964808954917,3073.843641494167
2026-03-02 02:00:00+00:00,,257.7857055249983,-2526.4917261381415,3022.607218763583
2026-03-02 03:00:00+00:00,,106.0495141931342,-2677.76929328241,2880.9772373983237
2026-03-02 04:00:00+00:00,,919.0160407682529,-1858.588995920265,3697.1250570274215
2026-03-02 05:00:00+00:00,,1565.8065781541484,-1216.280081757709,4345.858862208834
2026-03-02 06:00:00+00:00,,2018.519264777565,-761.4273445691201,4782.73554739919
2026-03-02 07:00:00+00:00,,1516.0794514519207,-1268.8537512239673,4285.772927218019
2026-03-02 08:00:00+00:00,,4414.251324709565,1636.6249620431956,7186.8206289056325
2026-03-02 09:00:00+00:00,,7602.351932599228,4825.032298642447,10377.371375827843
2026-03-02 10:00:00+00:00,,10198.647180782022,7423.49574323111,12969.813365734197
2026-03-02 11:00:00+00:00,,11417.586333863776,8637.772057246639,14187.822664258081
2026-03-02 12:00:00+00:00,,11336.068241643767,8569.007862836617,14109.558406477474
2026-03-02 13:00:00+00:00,,10039.338642609293,7272.836090736606,12825.044063291429
2026-03-02 14:00:00+00:00,,8364.311182316018,5591.23407569618,11150.950931240766
