date,solar_rte_actual,solar_rte_fitted,solar_rte_lower,solar_rte_upper
2026-01-28 20:00:00+00:00,0.0,16.834831,-144.65471310513885,178.32462082365464
2026-01-28 21:00:00+00:00,0.0,19.332146,-142.15741258558592,180.82192134320712
2026-01-28 22:00:00+00:00,0.0,36.047234,-125.44255457177951,197.53677935701398
2026-01-28 23:00:00+00:00,0.0,89.63976,-71.84987522657457,251.12945870221847
2026-01-29 00:00:00+00:00,0.0,9.603875,-151.88578105255237,171.09355287624112
2026-01-29 01:00:00+00:00,0.0,12.528924,-148.9608434522429,174.0184904765506
2026-01-29 02:00:00+00:00,0.0,22.333366,-139.15620053520024,183.82313339359325
2026-01-29 03:00:00+00:00,0.0,50.11608,-111.37354469505135,211.6057892337417
2026-01-29 04:00:00+00:00,0.0,28.707146,-132.78240739061357,190.19692653817992
2026-01-29 05:00:00+00:00,0.0,89.62121,-71.86838115872433,251.11095277006916
2026-01-29 06:00:00+00:00,0.0,97.641716,-63.84806021314262,259.1312737156509
2026-01-29 07:00:00+00:00,610.77,533.548,372.05842133256374,695.0377552613572
2026-01-29 08:00:00+00:00,2190.6150000000002,1902.3265,1740.836813656717,2063.8161475855104
2026-01-29 09:00:00+00:00,4663.0775,3653.8154,3492.3257603618517,3815.305094290645
2026-01-29 10:00:00+00:00,6268.29,4667.789,4506.299668706198,4829.27900263499
2026-01-29 11:00:00+00:00,7370.29,5587.97,5426.480636352659,5749.459970281452
2026-01-29 12:00:00+00:00,7514.01,5255.7207,5094.231132460874,5417.210466389667
2026-01-29 13:00:00+00:00,6711.3375,4127.313,3965.823291867212,4288.8026257960055
2026-01-29 14:00:00+00:00,4986.7125,3777.2803,3615.7906500202625,3938.7699839490556
2026-01-29 15:00:00+00:00,2725.4875,2084.4998,1923.010085018945,2245.989418947738
2026-01-29 16:00:00+00:00,737.4274999999998,485.65173,324.16206796716824,647.1414018959617
2026-01-29 17:00:00+00:00,271.34749999999985,198.6698,37.18007475486456,360.1594086836576
2026-01-29 18:00:00+00:00,285.8625000000002,327.86902,166.3792400579996,489.35857398679263
2026-01-29 19:00:00+00:00,0.0,54.637077,-106.85259548691238,216.12673844188066
2026-01-29 20:00:00+00:00,0.0,39.780632,-121.70910780065924,201.2702261281338
2026-01-29 21:00:00+00:00,0.0,-7.2733226,-168.7629410929153,154.2163928358782
2026-01-29 22:00:00+00:00,0.0,-1.8394846,-163.32919928550018,159.65013464329286
2026-01-29 23:00:00+00:00,0.0,-7.315803,-168.80545472082667,154.17387920796682
2026-01-30 00:00:00+00:00,0.0,-4.1793284,-165.66894930161652,157.31038462717697
2026-01-30 01:00:00+00:00,0.0,0.52037877,-160.96919277608504,162.010141152708
2026-01-30 02:00:00+00:00,0.0,-13.121955,-174.61156589271332,148.36776803608018
2026-01-30 03:00:00+00:00,0.0,3.310662,-158.17904838427148,164.800285544522
2026-01-30 04:00:00+00:00,0.0,-6.086799,-167.57656079402068,155.40277313477236
2026-01-30 05:00:00+00:00,0.0,-6.6912913,-168.18100455085641,154.79832937793708
2026-01-30 06:00:00+00:00,0.0,73.19396,-88.29564698371814,234.68368694507535
2026-01-30 07:00:00+00:00,553.0875000000001,548.49207,387.0024617037752,709.9817956325687
2026-01-30 08:00:00+00:00,1998.16,1620.5114,1459.0217267166424,1782.0010606454357
2026-01-30 09:00:00+00:00,4652.5275,3221.658,3060.1683946725525,3383.147728601346
2026-01-30 10:00:00+00:00,7355.45,5181.6094,5020.119750764525,5343.099084693317
2026-01-30 11:00:00+00:00,8623.327500000001,6983.851,6822.3613414302945,7145.340675359088
2026-01-30 12:00:00+00:00,8343.0725,7726.257,7564.76707252197,7887.746406450764
2026-01-30 13:00:00+00:00,7078.245,6484.6826,6323.193081071329,6646.172415000123
2026-01-30 14:00:00+00:00,5223.2975,4564.1636,4402.673826032717,4725.65315996151
2026-01-30 15:00:00+00:00,2693.4,2771.7769,2610.287238177052,2933.266572105845
2026-01-30 16:00:00+00:00,651.0250000000001,750.1649,588.6753587480935,911.654692676887
2026-01-30 17:00:00+00:00,240.3699999999999,156.51721,-4.972437399526825,318.00689652926667
2026-01-30 18:00:00+00:00,240.78499999999985,264.8717,103.3820460584484,426.36137998724143
2026-01-30 19:00:00+00:00,0.0,29.993279,-131.49649518637352,191.48283874241997
2026-01-30 20:00:00+00:00,0.0,-8.479133,-169.96882764461589,153.0105062841776
2026-01-30 21:00:00+00:00,0.0,-5.3597484,-166.84932767657028,156.13000625222276
2026-01-30 22:00:00+00:00,0.0,11.638055,-149.8516289970703,173.12770493172275
2026-01-30 23:00:00+00:00,0.0,34.458855,-127.03081369451911,195.94852023427393
2026-01-31 00:00:00+00:00,0.0,3.1903007,-140.11011146486453,146.49077150716903
