date,wind_onshore_tran_actual,wind_onshore_tran_fitted,wind_onshore_tran_lower,wind_onshore_tran_upper
2026-02-28 00:00:00+00:00,,286.90122809104867,5.2498798805426645,567.5287522304565
2026-02-28 01:00:00+00:00,,215.9057525706261,-64.95056734855774,497.12804383821435
2026-02-28 02:00:00+00:00,,299.4664111280392,18.230773177697415,580.528425548472
2026-02-28 03:00:00+00:00,,327.8986258274422,46.678043203449874,608.7931955292706
2026-02-28 04:00:00+00:00,,399.20017573698846,116.41290688832098,679.2808228893593
2026-02-28 05:00:00+00:00,,423.05276869296966,140.94627532537325,702.961706824223
2026-02-28 06:00:00+00:00,,240.7240841283844,-40.93976545069279,521.3360099155944
2026-02-28 07:00:00+00:00,,228.5614988085149,-53.27666672732158,508.1683682604531
2026-02-28 08:00:00+00:00,,292.0614412189234,9.979046473779249,571.6554665690867
2026-02-28 09:00:00+00:00,,407.2791409715289,124.74768788709179,686.6836931116399
2026-02-28 10:00:00+00:00,,508.2444958044537,226.4313472676011,787.6617012557574
2026-02-28 11:00:00+00:00,,531.6719908260321,249.97818058459896,810.7123877782785
2026-02-28 12:00:00+00:00,,629.1698303873291,347.91062980795004,908.3735980939033
2026-02-28 13:00:00+00:00,,640.6947421890146,360.47918267188766,920.3871606845994
2026-02-28 14:00:00+00:00,,679.0489443530739,399.6180559769921,959.690771662383
2026-02-28 15:00:00+00:00,,670.4405029938506,390.74846195158125,952.5563105983668
2026-02-28 16:00:00+00:00,,700.2054923064343,419.8107768009085,981.7222140082138
2026-02-28 17:00:00+00:00,,797.7378360804175,517.122819676071,1079.859783754277
2026-02-28 18:00:00+00:00,,815.5892307134069,534.7777914357038,1096.8446581348448
2026-02-28 19:00:00+00:00,,743.4032654564367,462.9354208083038,1023.7867392381324
2026-02-28 20:00:00+00:00,,674.4824692822586,393.97354228756484,953.8436908785827
2026-02-28 21:00:00+00:00,,525.1551269634515,243.747331091454,805.6029653234509
2026-02-28 22:00:00+00:00,,433.19048177552315,150.60336908899671,713.4678948812337
2026-02-28 23:00:00+00:00,,373.2073551396997,89.55266584364784,652.8861271112428
2026-03-01 00:00:00+00:00,,237.71904006674504,-44.11811863746817,517.3632037639338
2026-03-01 01:00:00+00:00,,171.29885398518076,-109.08961168524434,452.30175386386884
2026-03-01 02:00:00+00:00,,102.20088267636964,-177.9200891295344,383.57213920085604
2026-03-01 03:00:00+00:00,,60.85738336622342,-218.89474322126546,342.49228276576264
2026-03-01 04:00:00+00:00,,7.667699603457891,-272.35714793567627,289.09195813247067
2026-03-01 05:00:00+00:00,,-38.70720680165982,-318.4932092139063,242.67360084018378
2026-03-01 06:00:00+00:00,,-29.194644717190386,-310.3186283349695,251.41079063420293
2026-03-01 07:00:00+00:00,,-8.19646359145895,-290.05652432174975,272.4424180893773
2026-03-01 08:00:00+00:00,,71.84062896946091,-210.56727182840382,351.9282490767635
2026-03-01 09:00:00+00:00,,71.08870317220038,-212.52242708097606,349.9393359361618
2026-03-01 10:00:00+00:00,,-20.882277621590106,-302.87666495766393,259.5195913561434
2026-03-01 11:00:00+00:00,,-65.61895211981948,-345.7732298364457,216.05735789519082
2026-03-01 12:00:00+00:00,,-97.5981879679544,-378.0404711835614,183.3303412494824
2026-03-01 13:00:00+00:00,,-59.29606017621211,-344.68283530902556,219.11103946919252
2026-03-01 14:00:00+00:00,,-86.34800010323431,-367.118387428947,193.53639300377722
2026-03-01 15:00:00+00:00,,55.911753348110324,-225.94651164830884,335.08009485424463
2026-03-01 16:00:00+00:00,,91.93508328890942,-189.4113867427551,371.315385374578
2026-03-01 17:00:00+00:00,,162.4287676880768,-118.70420141728164,442.15224885182704
2026-03-01 18:00:00+00:00,,283.09877043333626,2.413653006170648,562.7034962898099
2026-03-01 19:00:00+00:00,,340.82018655283537,60.048939751645605,621.2210795119872
2026-03-01 20:00:00+00:00,,307.16792802072837,27.14705394301359,586.8228204328834
2026-03-01 21:00:00+00:00,,262.0001774825028,-18.506116858211442,542.2280662791508
2026-03-01 22:00:00+00:00,,244.64739226078353,-35.19603845914207,524.6072096986662
2026-03-01 23:00:00+00:00,,268.65113856196757,-11.230069637276188,548.4068923829661
2026-03-02 00:00:00+00:00,,284.2754706143925,4.707273539027312,564.2090934641292
2026-03-02 01:00:00+00:00,,241.17446718177996,-38.968463063191734,520.9847823452675
2026-03-02 02:00:00+00:00,,210.67980018253257,-69.40585657259487,490.78488482418953
2026-03-02 03:00:00+00:00,,228.23704174226606,-52.88497661514509,508.0014044059052
2026-03-02 04:00:00+00:00,,304.0817757569847,22.67230835001152,583.7318800826483
2026-03-02 05:00:00+00:00,,357.2188040338287,75.28859108521311,636.970836957865
2026-03-02 06:00:00+00:00,,407.7892829187238,126.33178240838006,687.6436162536072
2026-03-02 07:00:00+00:00,,446.80491378966315,165.4926430829535,726.3441044739069
2026-03-02 08:00:00+00:00,,356.1924372508623,74.91222869380636,635.7340651629022
2026-03-02 09:00:00+00:00,,291.53533544540505,9.88776512524089,570.952619428836
2026-03-02 10:00:00+00:00,,190.70164901105224,-91.25764956019083,470.775897953748
2026-03-02 11:00:00+00:00,,71.52834543455782,-207.61533955554148,353.36089822811226
2026-03-02 12:00:00+00:00,,65.03754802992438,-214.38247195285487,346.427578222099
2026-03-02 13:00:00+00:00,,71.7982446674078,-208.02350481187318,353.7281406994644
2026-03-02 14:00:00+00:00,,18.58620763879287,-261.43693402419467,300.31721378440227
2026-03-02 15:00:00+00:00,,-21.338807272135284,-301.7342929873754,260.5023824033376
