date,hard_coal_ampr_actual,lignite_ampr_actual,coal_derived_gas_ampr_actual,oil_ampr_actual,other_fossil_ampr_actual,gas_ampr_actual,renewables_ampr_actual,biomass_ampr_actual,waste_ampr_actual,hard_coal_ampr_fitted,lignite_ampr_fitted,coal_derived_gas_ampr_fitted,oil_ampr_fitted,other_fossil_ampr_fitted,gas_ampr_fitted,renewables_ampr_fitted,biomass_ampr_fitted,waste_ampr_fitted,hard_coal_ampr_lower,lignite_ampr_lower,coal_derived_gas_ampr_lower,oil_ampr_lower,other_fossil_ampr_lower,gas_ampr_lower,renewables_ampr_lower,biomass_ampr_lower,waste_ampr_lower,hard_coal_ampr_upper,lignite_ampr_upper,coal_derived_gas_ampr_upper,oil_ampr_upper,other_fossil_ampr_upper,gas_ampr_upper,renewables_ampr_upper,biomass_ampr_upper,waste_ampr_upper
2026-02-12 04:00:00+00:00,2245.6866675,3788.7013875000002,478.0949975,0.066665,45.83361,4663.58841,171.34739,788.59858,39.0,1730.6568866521402,3671.0710987447483,491.60473352489,0.06488888620912621,45.87910545534457,4587.121289919034,203.24971196926964,786.5266564483688,43.10383661139875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 05:00:00+00:00,2395.0500025,4229.391955,478.304165,0.1,45.83361,5967.2945025,192.16317999999998,790.92558,39.0,2031.7847552428195,4089.6772087185873,494.42351560194356,0.11625921735458153,48.0047554117344,5369.024418207335,210.64780745919924,795.2231526674381,43.795639998641036,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 06:00:00+00:00,2401.9450125,4580.6339575,524.159165,0.0,45.83361,6800.061495,223.134545,794.16358,39.0,2220.0295698775826,4484.427596522498,515.4291309167801,0.04553118717788452,46.91980062489304,5830.912092924486,366.42147078005775,804.8201362292568,46.160014683078884,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 07:00:00+00:00,2398.75,4580.9270575,506.5233325,0.0333325,45.83361,6910.75075,317.09341,795.60408,39.0,2367.8956243098532,4460.628311960433,499.45163090927434,0.032430599745393765,45.25283390669178,6249.394780903888,415.19332153344686,798.341441442824,44.75482280095406,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 08:00:00+00:00,2390.9300175,4580.154060000001,496.3783325,0.03345,45.83361,6654.78389,189.02653500000002,795.60408,39.0,2278.659731815109,4399.829589354686,491.1717687590801,0.046642049444139744,46.128764417038305,5941.767211475992,292.5500680651904,788.6557196900502,47.797860957654265,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 09:00:00+00:00,2228.81418,4475.5994375,512.8808325,0.035,45.83361,5850.2499124999995,163.46650499999998,795.01808,39.0,2135.877981416345,4335.142329200352,489.1207887193224,0.04886057077152522,45.49972351804931,5545.872135833379,198.93769861753017,782.8206878839101,43.68826023522467,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 10:00:00+00:00,1937.693315,4407.3715624999995,517.1424975,0.1329975,45.83361,5856.67642,156.85784999999998,795.01808,40.0,1775.8850684147274,4417.320351963929,485.74960018699255,0.06912094413030016,45.392700789452086,5260.870183105715,242.44595364119684,785.7496899031275,42.40682515530848,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 11:00:00+00:00,1933.32166,4398.6975,540.5949949999999,0.0,45.83361,5497.815265,160.02874,795.01808,39.75,1636.0566092904783,4317.469543458062,518.5791403534824,0.028885982864390196,45.80673062111289,4947.4617079328755,167.95645716939256,794.120589073407,42.59844489136962,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 12:00:00+00:00,1934.05583,4389.166695,506.18667,0.035,45.83361,5492.83718,163.68621000000002,795.01808,39.0,1683.6530395652685,4340.195397734689,500.2946257941938,0.02394479554778249,45.90652195896402,4895.577270321512,172.2722581876305,791.189807040976,38.22761533128464,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
2026-02-12 13:00:00+00:00,1971.222505,4480.8483475,488.6716725,0.0,45.83361,5654.9371025,168.05202500000001,795.01808,39.5,1762.3941661360072,4233.140305438918,505.628883897972,0.02797665257691271,46.41866485144827,5054.23412434403,182.44680023786964,791.4197420093382,42.60658671914364,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875,1055.4804793568949,3443.1931532427084,474.4991970129713,0.03439596063988095,50.797045407738096,3052.257767874306,352.11690448037757,767.4428344592261,65.57871875
