date,wind_offshore_rte_actual,wind_offshore_rte_fitted,wind_offshore_rte_lower,wind_offshore_rte_upper
2026-01-24 00:00:00+00:00,1739.5699999999997,1424.9642,1283.1931991290123,1566.7352511368586
2026-01-24 01:00:00+00:00,1741.8525,1536.7705,1394.999551749547,1678.5416037573932
2026-01-24 02:00:00+00:00,1751.145,1542.9872,1401.216113669164,1684.7581656770103
2026-01-24 03:00:00+00:00,1757.3325,1449.2427,1307.471676019357,1591.013728027203
2026-01-24 04:00:00+00:00,1758.0575,1295.2273,1153.456247042287,1436.998299050133
2026-01-24 05:00:00+00:00,1761.3399999999997,1263.0441,1121.2730005670967,1404.8150525749427
2026-01-24 06:00:00+00:00,1776.0175,1306.9232,1165.1522147278597,1448.6942667357057
2026-01-24 07:00:00+00:00,1763.9225000000001,1387.4958,1245.7248420382366,1529.2668940460826
2026-01-24 08:00:00+00:00,1757.6475,1521.695,1379.9239903214843,1663.4660423293303
2026-01-24 09:00:00+00:00,1704.5749999999998,1241.9315,1100.1604574992652,1383.7025095071112
2026-01-24 10:00:00+00:00,1700.0675,1328.2128,1186.4418071178097,1469.983859125656
2026-01-24 11:00:00+00:00,1631.2325,1202.9462,1061.1751149766528,1344.7171669844988
2026-01-24 12:00:00+00:00,1438.6325,1064.3553,922.5843135861647,1206.1263655940106
2026-01-24 13:00:00+00:00,1349.665,762.77783,621.0068092480795,904.5488612559257
2026-01-24 14:00:00+00:00,1055.1725000000001,477.02933,335.258297138516,618.800349146362
2026-01-24 15:00:00+00:00,1058.0925,509.4332,367.66216366744027,651.2042156752863
2026-01-24 16:00:00+00:00,1225.885,608.47455,466.70351877706764,750.2455707849136
2026-01-24 17:00:00+00:00,1229.25,666.78796,525.016941216123,808.558993223969
2026-01-24 18:00:00+00:00,1332.4075,715.27344,573.5024027983818,857.0444548062278
2026-01-24 19:00:00+00:00,1587.025,1092.2434,950.4724070749967,1234.0144590828427
2026-01-24 20:00:00+00:00,1405.4625,973.1581,831.3870788831687,1114.9291308910147
2026-01-24 21:00:00+00:00,1191.5500000000002,1059.578,917.8069248630648,1201.348976870911
2026-01-24 22:00:00+00:00,1091.385,1064.3766,922.6055324294572,1206.1475844373033
2026-01-24 23:00:00+00:00,1070.515,928.0399,786.2688726244673,1069.8109246323133
2026-01-25 00:00:00+00:00,990.8125,624.93866,483.1676268896172,766.7096788974633
2026-01-25 01:00:00+00:00,1225.54,853.76965,711.9985949288498,995.5406469366959
2026-01-25 02:00:00+00:00,1359.37,1062.2682,920.4972152108303,1204.0392672186763
2026-01-25 03:00:00+00:00,1436.8525,1188.7216,1046.9505439406087,1330.492595948455
2026-01-25 04:00:00+00:00,1277.995,730.8336,589.0625616999048,872.6046137077508
2026-01-25 05:00:00+00:00,1222.645,1121.8947,980.1236069200135,1263.6656589278596
2026-01-25 06:00:00+00:00,1162.9575,763.40295,621.631926377588,905.1739783854341
2026-01-25 07:00:00+00:00,1171.1399999999999,990.57227,848.801245253525,1132.343297261371
2026-01-25 08:00:00+00:00,847.725,842.773,701.0019661796978,984.5440181875438
2026-01-25 09:00:00+00:00,841.1175000000001,1009.7575,867.986464010148,1151.5285160179942
2026-01-25 10:00:00+00:00,561.86,503.90717,362.1361338342364,645.6781858420824
