date,wind_onshore_tenn_actual,wind_onshore_tenn_fitted,wind_onshore_tenn_lower,wind_onshore_tenn_upper
2026-01-26 09:00:00+00:00,8686.1675,12279.171279339545,9027.045086973063,15528.661067633679
2026-01-26 10:00:00+00:00,8413.374749999999,12312.617355589187,9057.744398544106,15560.013718900042
2026-01-26 11:00:00+00:00,7940.969,12182.06081684538,8932.754565309426,15427.812006657306
2026-01-26 12:00:00+00:00,7381.3535,11445.011780671173,8182.456555958639,14687.887354889463
2026-01-26 13:00:00+00:00,6971.568,11310.153235402304,8049.568444123492,14553.19652339226
2026-01-26 14:00:00+00:00,6835.20425,11308.452028052789,8050.593865864919,14548.316132795127
2026-01-26 15:00:00+00:00,6788.52975,10890.651225995682,7636.292277173103,14137.450533401687
2026-01-26 16:00:00+00:00,6572.498750000001,10903.296493426189,7648.663913980182,14146.821450324293
2026-01-26 17:00:00+00:00,6211.69275,10494.675511595455,7242.343410200502,13736.419262599182
2026-01-26 18:00:00+00:00,5957.31575,9930.855681550252,6677.799436765853,13174.083081040946
2026-01-26 19:00:00+00:00,5640.109,9529.71202613259,6274.892326039408,12772.661288634248
2026-01-26 20:00:00+00:00,5482.06725,9397.699486721944,6142.204913222265,12639.244459116377
2026-01-26 21:00:00+00:00,5084.5824999999995,8964.436934579733,5711.446298626255,12203.501672997045
2026-01-26 22:00:00+00:00,5125.049499999999,8542.399741864856,5289.210772034138,11778.086658218257
2026-01-26 23:00:00+00:00,4999.84225,8354.128584666676,5103.412800537211,11590.62931588565
2026-01-27 00:00:00+00:00,4526.0765,7587.557746502152,4335.692987881697,10825.213781421415
2026-01-27 01:00:00+00:00,3498.2207500000004,6868.2027513456505,3620.5228972008135,10110.222512461081
2026-01-27 02:00:00+00:00,3093.60925,6181.210576956185,2934.632815576568,9426.669029428826
2026-01-27 03:00:00+00:00,2887.0345,5231.148067205162,1980.7942960523046,8466.03224089588
2026-01-27 04:00:00+00:00,2163.3505,6932.478107405714,3682.669749895258,10172.847182880798
2026-01-27 05:00:00+00:00,2376.483,7425.372124323882,4180.606809917408,10663.965693163846
2026-01-27 06:00:00+00:00,2815.79525,7074.695635939251,3829.578861320918,10314.712101089613
2026-01-27 07:00:00+00:00,2658.7129999999997,6533.559624205528,3285.264265129814,9770.732512466877
2026-01-27 08:00:00+00:00,2914.83125,5728.598335669926,2478.86435249395,8970.779228108648
2026-01-27 09:00:00+00:00,3198.19025,5862.910268718845,2615.595732043686,9108.450874163045
2026-01-27 10:00:00+00:00,3720.4115,6817.648758560075,3565.143319523396,10059.766240715157
2026-01-27 11:00:00+00:00,4210.64025,7098.169049284167,3848.2901413658865,10338.959617622808
2026-01-27 12:00:00+00:00,5069.327,7217.330695623199,3963.9489466578225,10457.341943972384
2026-01-27 13:00:00+00:00,6259.59675,7536.197391240094,4283.350566352988,10777.659818413427
2026-01-27 14:00:00+00:00,7971.11,8171.465533848974,4922.070974962268,11411.930672731389
2026-01-27 15:00:00+00:00,9899.898,9019.254329679681,5765.370204205546,12257.19392748261
2026-01-27 16:00:00+00:00,11126.491750000001,10671.814381276501,7424.130717707834,13918.493707366422
2026-01-27 17:00:00+00:00,11313.39575,10659.64165603165,7408.7320604513225,13899.141820293517
2026-01-27 18:00:00+00:00,11440.1405,11605.698509849564,8354.477745038024,14847.377996630225
2026-01-27 19:00:00+00:00,10806.20625,11771.776410673274,8517.196150672098,15017.714304404617
2026-01-27 20:00:00+00:00,10218.24,12232.759147813762,8981.30241726068,15482.809882252412
2026-01-27 21:00:00+00:00,9419.49675,12088.778858594302,8836.055097354107,15334.215670633952
2026-01-27 22:00:00+00:00,9408.44675,11612.998811671496,8360.617961014239,14847.340574462709
2026-01-27 23:00:00+00:00,10097.419,11267.695321845917,8020.43791021745,14506.031956299175
2026-01-28 00:00:00+00:00,10247.97625,11415.080871194601,8167.539878858608,14657.125697765052
2026-01-28 01:00:00+00:00,10257.202000000001,11631.96074228988,8388.174684279633,14877.562200592602
2026-01-28 02:00:00+00:00,10198.97,11579.635004313404,8333.17518000987,14821.78294619939
2026-01-28 03:00:00+00:00,9998.542,11718.583265526817,8473.791057631928,14957.8476622169
2026-01-28 04:00:00+00:00,9390.47725,10972.874952243514,7729.322121811545,14217.162581170222
2026-01-28 05:00:00+00:00,9781.422,10052.595861761894,6806.373061340139,13294.081032968654
2026-01-28 06:00:00+00:00,9666.895,9644.57522644604,6400.762085847138,12885.319369775789
2026-01-28 07:00:00+00:00,9291.189999999999,9400.81428649901,6152.319112431074,12638.212339298509
2026-01-28 08:00:00+00:00,9744.143250000001,9971.247178176942,6723.456970401805,13204.31463221884
2026-01-28 09:00:00+00:00,9747.49925,9699.943344648473,6449.074851644103,12931.457571409228
2026-01-28 10:00:00+00:00,8947.34975,9194.487393387915,5945.392101092239,12429.466455827223
2026-01-28 11:00:00+00:00,8511.53925,9226.680299949896,5976.210412569512,12465.360107962364
2026-01-28 12:00:00+00:00,8005.29925,9177.621338523593,5923.159164696279,12415.684746316867
2026-01-28 13:00:00+00:00,7702.477,9277.807655911747,6022.226935618293,12518.341817098273
2026-01-28 14:00:00+00:00,8454.34825,9582.002731038494,6333.842497253422,12825.241392813507
2026-01-28 15:00:00+00:00,9595.91625,9153.591925534793,5901.831204320268,12390.938032171962
2026-01-28 16:00:00+00:00,10374.0735,8830.153474579358,5579.624940556235,12072.828077666392
2026-01-28 17:00:00+00:00,10532.70625,8746.317244335289,5504.165404999309,11989.35640135093
2026-01-28 18:00:00+00:00,10578.28775,8563.087449133869,5311.715670211701,11802.748841300117
2026-01-28 19:00:00+00:00,10770.747,8682.317506724463,5435.747612908731,11917.994397461978
2026-01-28 20:00:00+00:00,10659.390749999999,9683.54560841716,6440.745621094027,12924.54401166013
2026-01-28 21:00:00+00:00,9852.76025,10946.50703824371,7705.448176233624,14189.604007643149
2026-01-28 22:00:00+00:00,9154.0555,10520.992851398227,7278.529960523437,13758.216158360858
2026-01-28 23:00:00+00:00,8325.381,9797.955503299614,6554.856247125167,13037.301983223864
2026-01-29 00:00:00+00:00,7706.09275,9226.649070632175,5976.942882428105,12476.101844706434
2026-01-29 01:00:00+00:00,7331.91,8349.635264945322,5100.696885855856,11601.641542736155
2026-01-29 02:00:00+00:00,7209.4875,7981.642139879591,4736.675436396175,11226.270735643313
2026-01-29 03:00:00+00:00,7959.9795,8253.639199428362,5010.758186290018,11493.245319035428
2026-01-29 04:00:00+00:00,8475.94225,8742.951477431614,5502.6181453818745,11987.545879250163
2026-01-29 05:00:00+00:00,8607.89575,8591.964005229896,5347.380163039037,11834.409073261304
2026-01-29 06:00:00+00:00,8004.52225,8491.16561480624,5247.233941821802,11733.579563879766
2026-01-29 07:00:00+00:00,7724.039,8869.0133893116,5626.378720052764,12112.288623017983
2026-01-29 08:00:00+00:00,7452.1505,8690.290997826352,5445.513928478481,11930.156216889538
2026-01-29 09:00:00+00:00,7955.63775,8484.065567875949,5238.6722399620785,11720.911252698002
2026-01-29 10:00:00+00:00,8437.6675,8742.788325776666,5494.330213405132,11975.338837484414
2026-01-29 11:00:00+00:00,8843.55375,9621.361669542002,6368.1530956506185,12861.40069733348
2026-01-29 12:00:00+00:00,8592.127499999999,10251.156827807536,7000.978909061589,13497.780172769435
2026-01-29 13:00:00+00:00,8283.67325,9484.883179568627,6241.169948515226,12722.816603337187
2026-01-29 14:00:00+00:00,7788.215,8781.867465946898,5536.203889829352,12020.755257071643
2026-01-29 15:00:00+00:00,7722.17925,7907.965037403832,4661.832600546289,11145.64949063414
2026-01-29 16:00:00+00:00,7480.8189999999995,7856.683235160954,4609.696832671447,11093.970650015446
2026-01-29 17:00:00+00:00,7428.22575,8342.35927246498,5092.061397368867,11584.823863686022
2026-01-29 18:00:00+00:00,8117.085499999999,8640.188296861728,5396.966824812674,11885.13943744466
2026-01-29 19:00:00+00:00,8074.3695,9124.795969631828,5882.521989083114,12369.293573121613
2026-01-29 20:00:00+00:00,7811.28525,9099.661745536012,5854.529980550318,12341.820264203074
