date,wind_onshore_tenn_actual,wind_onshore_tenn_fitted,wind_onshore_tenn_lower,wind_onshore_tenn_upper
2026-02-28 00:00:00+00:00,,2860.4703944536977,-383.4538500123381,6115.881867248926
2026-02-28 01:00:00+00:00,,2228.2899184599823,-1018.334021370596,5484.292121034883
2026-02-28 02:00:00+00:00,,3379.8218151533924,133.66926563963352,6632.75306937387
2026-02-28 03:00:00+00:00,,3632.1246697747247,389.5974123170645,6879.586257699291
2026-02-28 04:00:00+00:00,,4306.86363779584,1059.654258975641,7558.739602524562
2026-02-28 05:00:00+00:00,,4562.175419838465,1311.4314040402214,7811.368818188717
2026-02-28 06:00:00+00:00,,5129.876460344867,1876.1379285405192,8372.265782615865
2026-02-28 07:00:00+00:00,,6079.207839687998,2828.3452398555014,9326.291986791142
2026-02-28 08:00:00+00:00,,8007.764156668901,4766.939998846467,11252.369502901449
2026-02-28 09:00:00+00:00,,8643.29587620096,5400.123902578967,11889.28958259138
2026-02-28 10:00:00+00:00,,9276.942611851693,6024.2521137385775,12517.350083598463
2026-02-28 11:00:00+00:00,,9966.130382227839,6714.79654835617,13205.211215451884
2026-02-28 12:00:00+00:00,,9171.185737841783,5917.796547172526,12412.36489639431
2026-02-28 13:00:00+00:00,,9099.850011607676,5842.401161015414,12349.913864142338
2026-02-28 14:00:00+00:00,,10052.174825860786,6801.908523974055,13301.722003115345
2026-02-28 15:00:00+00:00,,11611.537784871285,8362.552889498595,14869.873075841515
2026-02-28 16:00:00+00:00,,14293.587717082697,11027.00869987645,17577.23918589189
2026-02-28 17:00:00+00:00,,15562.840249709643,12304.508874230763,18849.074709769015
2026-02-28 18:00:00+00:00,,16325.747215591222,13090.431590339482,19585.538617348775
2026-02-28 19:00:00+00:00,,16719.141534361017,13487.66488569428,19987.41802324406
2026-02-28 20:00:00+00:00,,16961.367148113128,13714.597990495527,20221.42086357843
2026-02-28 21:00:00+00:00,,17308.497692430636,14051.610775302139,20589.067140446827
2026-02-28 22:00:00+00:00,,19717.094788953385,16442.245666284878,23014.392977803087
2026-02-28 23:00:00+00:00,,18473.404456174794,15211.166452324873,21756.460579738225
2026-03-01 00:00:00+00:00,,15064.249457853843,11813.83299746159,18317.554180514748
2026-03-01 01:00:00+00:00,,12420.234638373153,9179.718580676596,15678.504612163932
2026-03-01 02:00:00+00:00,,10173.33457050121,6929.971755297614,13416.666630912878
2026-03-01 03:00:00+00:00,,8129.329523429597,4886.44725733918,11373.548660746514
2026-03-01 04:00:00+00:00,,7900.796146197286,4648.977870075741,11143.373428063438
2026-03-01 05:00:00+00:00,,7521.475320110223,4268.428685826447,10759.387446620076
2026-03-01 06:00:00+00:00,,6381.080770940175,3125.591230282458,9626.330370695174
2026-03-01 07:00:00+00:00,,7016.64034612074,3760.2333048853916,10261.684718348868
2026-03-01 08:00:00+00:00,,6356.582829472607,3105.580329511553,9600.140630646634
2026-03-01 09:00:00+00:00,,6952.4985448160305,3701.245976424885,10198.790242963518
2026-03-01 10:00:00+00:00,,7350.044889495948,4102.164894918709,10598.81915638207
2026-03-01 11:00:00+00:00,,7754.374734543275,4501.980090758679,10999.776353063096
2026-03-01 12:00:00+00:00,,7914.064316184673,4660.43307129718,11152.240892807482
2026-03-01 13:00:00+00:00,,7702.339943067198,4451.114703490254,10937.50870050753
2026-03-01 14:00:00+00:00,,7278.910979819657,4025.7633335387873,10522.862636294412
2026-03-01 15:00:00+00:00,,6668.6389440622115,3415.16496945205,9914.453553818432
2026-03-01 16:00:00+00:00,,6262.742021580323,3009.428603720189,9511.58900529252
2026-03-01 17:00:00+00:00,,6314.311340459425,3065.60565489706,9557.798479394984
2026-03-01 18:00:00+00:00,,7225.363538920454,3971.5162338899418,10471.88411107138
2026-03-01 19:00:00+00:00,,7767.978115579281,4514.500866606328,11012.650943933655
2026-03-01 20:00:00+00:00,,7560.487222081513,4313.687165194896,10804.388489643605
2026-03-01 21:00:00+00:00,,7444.264335053231,4198.89728347976,10684.10461387222
2026-03-01 22:00:00+00:00,,7721.838008849129,4478.969593439297,10964.399097494279
2026-03-01 23:00:00+00:00,,7468.32077460324,4223.2408407227285,10709.36035923838
2026-03-02 00:00:00+00:00,,7261.0469080374805,4018.58295316372,10503.641289403033
2026-03-02 01:00:00+00:00,,6846.970526835994,3600.844829647913,10088.83008318099
2026-03-02 02:00:00+00:00,,6408.6417847038965,3161.8117952582907,9650.370691702441
2026-03-02 03:00:00+00:00,,5825.154675553462,2580.4643323217015,9068.326969075113
2026-03-02 04:00:00+00:00,,5308.6634238202405,2062.8389251223707,8556.846277007071
2026-03-02 05:00:00+00:00,,4828.080728800058,1583.3719187341271,8070.099888734099
2026-03-02 06:00:00+00:00,,4474.127948887201,1227.7684712296104,7720.075279512401
2026-03-02 07:00:00+00:00,,4501.726794463705,1252.825030230597,7745.94372589707
2026-03-02 08:00:00+00:00,,4235.305539873517,985.831381002462,7479.904022139802
2026-03-02 09:00:00+00:00,,4210.002316678798,960.4241730023978,7457.523475758022
2026-03-02 10:00:00+00:00,,4389.512771345557,1139.0253086555658,7636.124611411191
2026-03-02 11:00:00+00:00,,5058.808350682525,1806.8380660924709,8311.79682344424
2026-03-02 12:00:00+00:00,,5005.849765025794,1754.711523876902,8254.115631819672
2026-03-02 13:00:00+00:00,,4626.800559296074,1369.357051979166,7873.4001705430255
2026-03-02 14:00:00+00:00,,4096.125362381101,844.5319845362974,7347.464254256217
2026-03-02 15:00:00+00:00,,3616.440068720817,361.57137224210237,6864.859877267243
