date,solar_50hz_actual,solar_50hz_fitted,solar_50hz_lower,solar_50hz_upper
2026-02-28 00:00:00+00:00,,94.34779379825159,-1638.0855148179435,1826.8487380120573
2026-02-28 01:00:00+00:00,,129.9005755849696,-1603.6132575611841,1869.4963602431828
2026-02-28 02:00:00+00:00,,324.3267091019168,-1410.5753398538131,2057.221059212012
2026-02-28 03:00:00+00:00,,473.95000638502233,-1260.8671056870953,2213.501106755782
2026-02-28 04:00:00+00:00,,430.91846943938845,-1305.0468062236778,2167.2228344451382
2026-02-28 05:00:00+00:00,,494.0239669712903,-1236.379380138872,2234.270997861041
2026-02-28 06:00:00+00:00,,471.06618444447486,-1259.8635075033067,2212.6870039160244
2026-02-28 07:00:00+00:00,,1474.892980659079,-254.9789848512546,3214.680848595778
2026-02-28 08:00:00+00:00,,3776.360234105009,2047.6510674666015,5518.205096416422
2026-02-28 09:00:00+00:00,,5730.3542248809945,3998.2916937267437,7468.3832058014705
2026-02-28 10:00:00+00:00,,7230.8723403591885,5496.796993532909,8964.317493704157
2026-02-28 11:00:00+00:00,,7772.905141721657,6036.9567637027,9506.496687339739
2026-02-28 12:00:00+00:00,,7311.161863984751,5575.04117970442,9047.483243640618
2026-02-28 13:00:00+00:00,,6589.443419061318,4850.906326157365,8323.29166566963
2026-02-28 14:00:00+00:00,,4779.186629617636,3040.1576865387715,6515.0429212946165
2026-02-28 15:00:00+00:00,,2958.811128417902,1226.255607720945,4694.058793627102
2026-02-28 16:00:00+00:00,,445.2259746334155,-1291.6592395003827,2181.213155301154
2026-02-28 17:00:00+00:00,,-688.4024661179037,-2419.581042122494,1041.7730526610198
2026-02-28 18:00:00+00:00,,-655.5012249505553,-2386.271679578127,1084.8582035992415
2026-02-28 19:00:00+00:00,,-181.20016210495032,-1912.8807903505003,1551.840158304648
2026-02-28 20:00:00+00:00,,81.41268539665361,-1653.0407311044437,1815.0781146144154
2026-02-28 21:00:00+00:00,,125.21004334792678,-1606.9784210927673,1861.8990087422699
2026-02-28 22:00:00+00:00,,12.111106214708343,-1722.5075235711938,1749.3029650601297
2026-02-28 23:00:00+00:00,,64.89602205927758,-1671.1140695266868,1799.2549004458456
2026-03-01 00:00:00+00:00,,-50.45087140054375,-1784.9262573241854,1688.1778241440536
2026-03-01 01:00:00+00:00,,-54.93780929657805,-1790.9486546705925,1682.011881238726
2026-03-01 02:00:00+00:00,,203.92082108089198,-1531.5616913735353,1940.9998475752889
2026-03-01 03:00:00+00:00,,350.97406088278717,-1381.3509211575538,2087.252650508771
2026-03-01 04:00:00+00:00,,308.2258701701717,-1427.8573359008187,2045.8635248007674
2026-03-01 05:00:00+00:00,,332.46273308043646,-1402.6003568733368,2065.8993215950068
2026-03-01 06:00:00+00:00,,244.31408583413827,-1489.1059795102692,1983.1011654351291
2026-03-01 07:00:00+00:00,,1449.5494065776209,-278.75379258125395,3185.0090429804927
2026-03-01 08:00:00+00:00,,3360.7956457252503,1630.2684021556915,5101.40525459778
2026-03-01 09:00:00+00:00,,5671.346767019456,3937.191302378924,7413.35399603808
2026-03-01 10:00:00+00:00,,7109.908205197088,5376.170040363133,8843.73852029819
2026-03-01 11:00:00+00:00,,7874.309103850284,6141.7197021285465,9607.033028275484
2026-03-01 12:00:00+00:00,,7739.868822221877,6005.303960865036,9474.851779943601
2026-03-01 13:00:00+00:00,,6755.712387820371,5017.752526764323,8490.617286740311
2026-03-01 14:00:00+00:00,,4939.832872157085,3199.2083896145105,6676.358172042633
2026-03-01 15:00:00+00:00,,2267.116632575852,528.4329748680357,3998.8106247790192
2026-03-01 16:00:00+00:00,,953.9013304743839,-777.9721728863988,2690.5972693582908
2026-03-01 17:00:00+00:00,,-484.2893389412425,-2212.9469077152753,1250.035434366313
2026-03-01 18:00:00+00:00,,-529.8065240197388,-2257.558480342909,1209.0569143848538
2026-03-01 19:00:00+00:00,,-54.063034394774604,-1779.7860882471878,1683.79212380216
2026-03-01 20:00:00+00:00,,-108387014.65091732,-168676524.12687817,6928320.251980047
2026-03-01 21:00:00+00:00,,206.22056711961977,-1527.6020992486187,1940.5971862356466
2026-03-01 22:00:00+00:00,,216.28155246914503,-1516.9384711321577,1947.7310735801545
2026-03-01 23:00:00+00:00,,211.9537987449271,-1520.023232744626,1943.9134142764208
2026-03-02 00:00:00+00:00,,196.7312218396621,-1533.552592658315,1935.1758608835582
2026-03-02 01:00:00+00:00,,-108307980.68184172,-168581392.1429598,7111945.905396586
2026-03-02 02:00:00+00:00,,335.8820933550553,-1395.9323559123545,2070.070185873792
2026-03-02 03:00:00+00:00,,501.52824311404834,-1230.5216828995567,2233.979928188547
2026-03-02 04:00:00+00:00,,608.0796073833283,-1121.9182897234496,2338.644151336537
2026-03-02 05:00:00+00:00,,668.5903439284102,-1061.6398995645736,2402.3940581626957
2026-03-02 06:00:00+00:00,,632.2686593427666,-1098.5414021157726,2368.9293321277733
2026-03-02 07:00:00+00:00,,1979.9283212719524,245.54083665257372,3713.740122136839
2026-03-02 08:00:00+00:00,,4144.560724111707,2413.888216164131,5877.4308891239125
2026-03-02 09:00:00+00:00,,6253.388772826687,4522.456443010377,7984.2013413823115
2026-03-02 10:00:00+00:00,,7942.745867375499,6205.203756468254,9682.566538683503
2026-03-02 11:00:00+00:00,,8266.11501837054,6529.166702051956,10003.525868375991
2026-03-02 12:00:00+00:00,,7998.792769468835,6259.163979380848,9733.768578338764
2026-03-02 13:00:00+00:00,,7046.414716340929,5308.757964688236,8783.694516840933
