date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2026-01-24 00:00:00+00:00,6819.5,6650.859750056265,6338.7391209080615,6962.980379204469
2026-01-24 01:00:00+00:00,6671.5,6526.645131751727,6214.524502603523,6838.76576089993
2026-01-24 02:00:00+00:00,6555.0,6555.185459852443,6243.06483070424,6867.306089000647
2026-01-24 03:00:00+00:00,6492.25,6448.172905898378,6136.052276750175,6760.293535046581
2026-01-24 04:00:00+00:00,6455.0,6517.742607527663,6205.6219783794595,6829.863236675867
2026-01-24 05:00:00+00:00,6676.5,6774.347927219814,6462.22729807161,7086.468556368017
2026-01-24 06:00:00+00:00,6958.25,7125.890285369296,6813.769656221093,7438.0109145175
2026-01-24 07:00:00+00:00,7338.5,7760.238957794612,7448.118328646408,8072.359586942815
2026-01-24 08:00:00+00:00,7853.5,8392.177977425607,8080.057348277404,8704.298606573811
2026-01-24 09:00:00+00:00,8095.5,8486.440865417419,8174.3202362692155,8798.561494565622
2026-01-24 10:00:00+00:00,8127.5,8097.0550416392525,7784.934412491049,8409.175670787456
2026-01-24 11:00:00+00:00,7994.25,7962.943263374256,7650.822634226053,8275.06389252246
2026-01-24 12:00:00+00:00,7742.25,7819.388183964702,7507.267554816499,8131.508813112906
2026-01-24 13:00:00+00:00,7370.5,7534.581732758205,7222.461103610002,7846.702361906409
2026-01-24 14:00:00+00:00,7188.25,7209.930389640214,6897.809760492011,7522.051018788418
2026-01-24 15:00:00+00:00,7221.5,7457.118084122774,7144.997454974571,7769.238713270977
2026-01-24 16:00:00+00:00,7656.75,7679.435696765693,7367.31506761749,7991.556325913897
2026-01-24 17:00:00+00:00,7875.75,7738.911141150705,7426.790512002501,8051.031770298908
2026-01-24 18:00:00+00:00,7713.25,7665.241463010531,7353.120833862328,7977.362092158735
2026-01-24 19:00:00+00:00,7349.75,7564.903215213704,7252.7825860655,7877.023844361907
2026-01-24 20:00:00+00:00,7161.5,7251.103810187845,6938.983181039642,7563.224439336049
2026-01-24 21:00:00+00:00,7031.5,7185.521568784971,6873.400939636767,7497.642197933174
2026-01-24 22:00:00+00:00,6668.5,6742.514472676297,6430.393843528094,7054.635101824501
2026-01-24 23:00:00+00:00,6327.5,6407.394633447623,6095.27400429942,6719.515262595827
2026-01-25 00:00:00+00:00,6095.75,6050.815673508214,5738.695044360011,6362.936302656417
2026-01-25 01:00:00+00:00,5943.75,6036.070191696057,5723.949562547854,6348.190820844261
2026-01-25 02:00:00+00:00,5915.0,5995.761909369433,5683.641280221229,6307.882538517636
2026-01-25 03:00:00+00:00,5934.5,5998.647057334877,5686.526428186673,6310.76768648308
2026-01-25 04:00:00+00:00,5858.25,5979.445407036011,5667.324777887808,6291.566036184215
2026-01-25 05:00:00+00:00,5905.75,6238.232636391496,5926.112007243293,6550.353265539699
2026-01-25 06:00:00+00:00,6120.5,6371.081106611846,6058.960477463642,6683.201735760049
2026-01-25 07:00:00+00:00,6446.25,6794.753223147837,6482.632593999633,7106.87385229604
2026-01-25 08:00:00+00:00,6956.0,7224.658154229179,6912.537525080975,7536.778783377382
2026-01-25 09:00:00+00:00,7215.25,7443.517985302739,7131.397356154535,7755.638614450942
2026-01-25 10:00:00+00:00,7407.25,7725.452712021175,7413.332082872972,8037.573341169378
2026-01-25 11:00:00+00:00,7515.0,7707.286794042007,7395.166164893804,8019.4074231902105
2026-01-25 12:00:00+00:00,7307.5,7627.603587912955,7315.482958764752,7939.724217061159
2026-01-25 13:00:00+00:00,7081.5,7589.046432374228,7276.925803226024,7901.167061522431
2026-01-25 14:00:00+00:00,7111.75,7260.459352858745,6948.338723710542,7572.579982006948
2026-01-25 15:00:00+00:00,7245.5,7570.139546587229,7258.018917439026,7882.260175735433
2026-01-25 16:00:00+00:00,7658.25,7702.768932941319,7390.648303793116,8014.889562089522
2026-01-25 17:00:00+00:00,7785.25,7714.1662294730195,7402.045600324816,8026.286858621223
2026-01-25 18:00:00+00:00,7608.0,7592.255296334175,7280.134667185971,7904.375925482378
2026-01-25 19:00:00+00:00,7414.0,7442.387212831171,7130.266583682967,7754.5078419793745
2026-01-25 20:00:00+00:00,7371.25,7319.373716477809,7007.253087329605,7631.494345626012
2026-01-25 21:00:00+00:00,7268.5,7196.2749440490625,6884.1543149008585,7508.395573197266
2026-01-25 22:00:00+00:00,6962.75,6910.890971184252,6598.770342036048,7223.011600332455
2026-01-25 23:00:00+00:00,6651.5,6597.438791428809,6285.318162280605,6909.559420577012
2026-01-26 00:00:00+00:00,6430.5,6361.5613498920075,6049.440720743804,6673.6819790402105
2026-01-26 01:00:00+00:00,6326.5,6356.166272515222,6044.045643367019,6668.286901663426
2026-01-26 02:00:00+00:00,6401.0,6655.916513436895,6343.795884288692,6968.037142585099
2026-01-26 03:00:00+00:00,6572.75,6874.188681231758,6562.068052083555,7186.309310379962
2026-01-26 04:00:00+00:00,7114.25,7095.859578361594,6783.73894921339,7407.980207509797
2026-01-26 05:00:00+00:00,8364.5,8553.513670375669,8241.393041227466,8865.634299523874
2026-01-26 06:00:00+00:00,9215.75,9274.039621507558,8961.918992359355,9586.160250655761
2026-01-26 07:00:00+00:00,9724.25,9833.88251779927,9521.761888651066,10146.003146947472
2026-01-26 08:00:00+00:00,9925.25,9989.636176867247,9677.515547719044,10301.75680601545
2026-01-26 09:00:00+00:00,9988.5,10060.905452816733,9748.78482366853,10373.026081964936
2026-01-26 10:00:00+00:00,9999.0,9928.63091819327,9616.510289045065,10240.751547341471
