date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2026-01-24 00:00:00+00:00,1428.0975,1088.6093903733524,545.0151620094728,1629.4147666591562
2026-01-24 01:00:00+00:00,1491.815,1035.2616004420654,491.98362309715407,1576.7079941090715
2026-01-24 02:00:00+00:00,1537.0725,1000.5181247170012,457.17407264940897,1541.7109376735564
2026-01-24 03:00:00+00:00,1485.8200000000002,1018.4383985765587,475.7787409852408,1560.2851713661453
2026-01-24 04:00:00+00:00,1410.305,969.4140293758985,426.38212709848744,1511.9738123838138
2026-01-24 05:00:00+00:00,1415.685,989.3510913885307,446.35269856145396,1531.5400689999851
2026-01-24 06:00:00+00:00,1411.44,1036.3359936335723,493.944193644641,1578.238705889214
2026-01-24 07:00:00+00:00,1399.0349999999999,1062.432343234445,519.9696855387898,1604.3931281619625
2026-01-24 08:00:00+00:00,1359.7675,1036.4031728599296,493.5899310667127,1578.8719473918193
2026-01-24 09:00:00+00:00,1207.4,1069.926270175455,527.8547805174314,1612.1123687694592
2026-01-24 10:00:00+00:00,1015.5575,1025.7557834169666,482.9352466989858,1567.5223601565785
2026-01-24 11:00:00+00:00,948.74,959.6426889613975,417.20146575451446,1501.3550072789922
2026-01-24 12:00:00+00:00,952.5325,971.0508989512368,428.68626505509314,1513.4580306813307
2026-01-24 13:00:00+00:00,1050.3575,973.9218866274997,431.5480401696632,1516.454618791694
2026-01-24 14:00:00+00:00,1308.38,1086.9775447789275,544.8939475045223,1629.447531781878
2026-01-24 15:00:00+00:00,1468.435,1068.0141749230136,525.0771839839952,1610.547966077988
2026-01-24 16:00:00+00:00,1581.3199999999997,1102.7969474002966,560.2530796994156,1644.8184784419454
2026-01-24 17:00:00+00:00,1597.1325,1108.1040387637852,565.0519280069908,1650.5954005541373
2026-01-24 18:00:00+00:00,1487.92,1234.454534862843,691.4546212968162,1776.1268762612879
2026-01-24 19:00:00+00:00,1442.8474999999999,1162.4857508830455,618.9205004366419,1703.061841483909
2026-01-24 20:00:00+00:00,1245.575,1082.1714801536843,538.7654712327811,1622.9220066381642
2026-01-24 21:00:00+00:00,1011.315,1015.8921646340136,472.7209617332482,1557.5671438507497
2026-01-24 22:00:00+00:00,920.1374999999999,1000.7073703441383,457.8912076943069,1542.492045613536
2026-01-24 23:00:00+00:00,989.295,975.9408894753997,433.02374365027384,1518.0938627035312
2026-01-25 00:00:00+00:00,1050.0475000000001,968.8555924593909,426.3952774614959,1511.384069682245
2026-01-25 01:00:00+00:00,914.1800000000001,933.0681234806971,390.50639551561454,1475.4669629352693
2026-01-25 02:00:00+00:00,954.595,891.4669754711389,348.60489244868745,1433.6468400225544
2026-01-25 03:00:00+00:00,972.6424999999999,965.9992513605516,423.9723296534989,1508.837172856744
2026-01-25 04:00:00+00:00,1079.5,972.5058198248383,430.1336962051887,1515.1894486461829
2026-01-25 05:00:00+00:00,1022.055,966.2383321603963,424.46012403334186,1508.9600677664507
2026-01-25 06:00:00+00:00,900.2025,913.1347414096118,370.7254241349501,1455.28139136839
2026-01-25 07:00:00+00:00,874.2125,870.6660319544816,328.31572651531013,1413.7413565869736
2026-01-25 08:00:00+00:00,868.5074999999999,835.6521576279649,292.9844027208898,1378.6239760706144
2026-01-25 09:00:00+00:00,900.29,842.9942491864416,300.6974867628449,1386.4025279792315
2026-01-25 10:00:00+00:00,983.5550000000001,914.6563881900646,372.4311783161979,1457.9754205540935
2026-01-25 11:00:00+00:00,1010.005,942.5888927199223,399.89278094292695,1485.4634342684778
2026-01-25 12:00:00+00:00,1126.0974999999999,995.7300668608505,453.51746884651175,1538.4042333202124
2026-01-25 13:00:00+00:00,1239.5025,1068.858819166794,526.4423106313333,1611.320643682804
2026-01-25 14:00:00+00:00,1377.225,1119.2923509493683,576.9059258705992,1661.4788895769896
2026-01-25 15:00:00+00:00,1462.105,1139.3979070751689,596.6731288351468,1681.5323806775068
2026-01-25 16:00:00+00:00,1676.2525,1209.419657631051,666.1993476599105,1751.1659061103257
2026-01-25 17:00:00+00:00,1709.5425,1208.5240058166378,665.5708822554309,1751.2202832375974
2026-01-25 18:00:00+00:00,1723.095,1291.5449930016966,749.3876757492399,1834.3220550549688
2026-01-25 19:00:00+00:00,1730.43,1331.394169905956,788.9591263231779,1873.6140321186322
2026-01-25 20:00:00+00:00,1727.6475,1303.212858617095,759.8078377619836,1845.2569297886014
2026-01-25 21:00:00+00:00,1727.9325,1299.6979135159195,756.2748145197361,1842.4648632936419
2026-01-25 22:00:00+00:00,1728.8625,1297.0221823408513,754.0033502484501,1839.3378862573759
2026-01-25 23:00:00+00:00,1723.145,1330.4303569212839,787.4902905676536,1873.1735761314017
2026-01-26 00:00:00+00:00,1730.445,1520.6037112255044,977.0197696332917,2063.801796066284
2026-01-26 01:00:00+00:00,1721.2675,1485.127908656786,941.8955450921312,2027.1573202853208
2026-01-26 02:00:00+00:00,1723.3925,1515.1349297645156,971.6261276591938,2057.3182922173523
2026-01-26 03:00:00+00:00,1725.6475,1477.7788373885264,935.1073188694093,2020.1275778728457
2026-01-26 04:00:00+00:00,1721.75,1451.216356040133,908.5584648666511,1992.9967923800095
2026-01-26 05:00:00+00:00,1716.485,1400.5093210874193,857.549151862302,1942.5446771933518
2026-01-26 06:00:00+00:00,1718.5225,1429.7234891114804,886.0470016158383,1971.9281722460153
2026-01-26 07:00:00+00:00,1716.3125,1385.0731315356093,841.6383371154093,1927.0654525627722
