date,wind_onshore_ampr_actual,wind_onshore_ampr_fitted,wind_onshore_ampr_lower,wind_onshore_ampr_upper
2026-02-28 00:00:00+00:00,,4937.877809882661,4109.355772182853,5766.399847582468
2026-02-28 01:00:00+00:00,,4564.8844947474145,3736.3624570476063,5393.406532447222
2026-02-28 02:00:00+00:00,,4728.61994840708,3900.0979107072717,5557.141986106887
2026-02-28 03:00:00+00:00,,4612.9131538372185,3784.391116137411,5441.435191537026
2026-02-28 04:00:00+00:00,,3930.5994779000443,3102.0774402002367,4759.1215155998525
2026-02-28 05:00:00+00:00,,4698.106804582163,3869.5847668823553,5526.628842281971
2026-02-28 06:00:00+00:00,,4594.831711528081,3766.3096738282725,5423.353749227888
2026-02-28 07:00:00+00:00,,4452.209298160038,3623.68726046023,5280.731335859846
2026-02-28 08:00:00+00:00,,5037.931417609543,4209.409379909735,5866.453455309351
2026-02-28 09:00:00+00:00,,6554.786848573446,5726.264810873638,7383.308886273254
2026-02-28 10:00:00+00:00,,6502.329739273045,5673.807701573236,7330.851776972852
2026-02-28 11:00:00+00:00,,7921.9305442647665,7093.408506564959,8750.452581964575
2026-02-28 12:00:00+00:00,,7825.109723921962,6996.587686222154,8653.63176162177
2026-02-28 13:00:00+00:00,,7820.683707258896,6992.161669559088,8649.205744958703
2026-02-28 14:00:00+00:00,,8406.475239065647,7577.953201365839,9234.997276765454
2026-02-28 15:00:00+00:00,,8280.148192935216,7451.626155235407,9108.670230635023
2026-02-28 16:00:00+00:00,,8023.131352509253,7194.609314809446,8851.65339020906
2026-02-28 17:00:00+00:00,,7753.581551769197,6925.0595140693895,8582.103589469005
2026-02-28 18:00:00+00:00,,7853.72497901777,7025.2029413179625,8682.247016717578
2026-02-28 19:00:00+00:00,,7749.313358598804,6920.791320898997,8577.835396298611
2026-02-28 20:00:00+00:00,,7458.869302973,6630.3472652731925,8287.391340672806
2026-02-28 21:00:00+00:00,,5576.516382993608,4747.9943452938005,6405.038420693416
2026-02-28 22:00:00+00:00,,4361.327325613346,3532.8052879135385,5189.849363313155
2026-02-28 23:00:00+00:00,,2610.2794546233167,1781.757416923509,3438.8014923231244
2026-03-01 00:00:00+00:00,,2795.032409270435,1966.5103715706273,3623.5544469702427
2026-03-01 01:00:00+00:00,,2549.6033397500573,1721.0813020502496,3378.125377449865
2026-03-01 02:00:00+00:00,,2347.1050351252843,1518.5829974254764,3175.627072825092
2026-03-01 03:00:00+00:00,,1930.6850173393962,1102.1629796395885,2759.207055039204
2026-03-01 04:00:00+00:00,,1393.8568917022612,565.3348540024535,2222.378929402069
2026-03-01 05:00:00+00:00,,1257.4691837691664,428.9471460693585,2085.991221468974
2026-03-01 06:00:00+00:00,,1278.7554698706958,450.23343217088814,2107.2775075705035
2026-03-01 07:00:00+00:00,,1657.6430708527319,829.1210331529239,2486.1651085525396
2026-03-01 08:00:00+00:00,,1321.2430893727978,492.72105167299014,2149.7651270726055
2026-03-01 09:00:00+00:00,,790.6075514578881,-37.91448624191935,1619.1295891576958
2026-03-01 10:00:00+00:00,,1226.5079569309785,397.98591923117056,2055.029994630786
2026-03-01 11:00:00+00:00,,1461.1851493041477,632.66311160434,2289.7071870039554
2026-03-01 12:00:00+00:00,,2163.1632450867987,1334.641207386991,2991.685282786607
2026-03-01 13:00:00+00:00,,1754.9571067048828,926.4350690050753,2583.4791444046905
2026-03-01 14:00:00+00:00,,1732.0217479364342,903.4997102366262,2560.543785636242
2026-03-01 15:00:00+00:00,,2400.703148570795,1572.1811108709871,3229.2251862706025
2026-03-01 16:00:00+00:00,,2734.5080538397333,1905.9860161399256,3563.030091539541
2026-03-01 17:00:00+00:00,,2952.315831686326,2123.7937939865183,3780.8378693861337
2026-03-01 18:00:00+00:00,,3344.2160945231703,2515.6940568233626,4172.738132222978
2026-03-01 19:00:00+00:00,,3191.6466994136545,2363.1246617138463,4020.168737113462
2026-03-01 20:00:00+00:00,,3237.6710561144364,2409.1490184146287,4066.193093814244
2026-03-01 21:00:00+00:00,,3328.9025945058825,2500.3805568060748,4157.424632205691
2026-03-01 22:00:00+00:00,,3716.7058598504773,2888.1838221506696,4545.227897550285
2026-03-01 23:00:00+00:00,,3018.8959320206254,2190.3738943208173,3847.417969720433
2026-03-02 00:00:00+00:00,,3946.2451921833654,3117.7231544835577,4774.767229883173
2026-03-02 01:00:00+00:00,,3809.7699224040834,2981.2478847042757,4638.291960103891
2026-03-02 02:00:00+00:00,,2953.018989290927,2124.4969515911193,3781.5410269907347
2026-03-02 03:00:00+00:00,,2508.7809237887463,1680.2588860889382,3337.3029614885536
2026-03-02 04:00:00+00:00,,2843.938105091689,2015.4160673918814,3672.4601427914968
2026-03-02 05:00:00+00:00,,3420.55388283284,2592.031845133032,4249.075920532648
2026-03-02 06:00:00+00:00,,3369.1154819005924,2540.5934442007847,4197.6375196004
2026-03-02 07:00:00+00:00,,3389.697678881966,2561.1756411821584,4218.219716581774
2026-03-02 08:00:00+00:00,,3458.6845869573763,2630.1625492575686,4287.206624657184
2026-03-02 09:00:00+00:00,,3137.628180092328,2309.1061423925203,3966.1502177921357
2026-03-02 10:00:00+00:00,,2709.0417803684236,1880.519742668616,3537.5638180682313
2026-03-02 11:00:00+00:00,,3151.162216984276,2322.640179284468,3979.6842546840835
2026-03-02 12:00:00+00:00,,2592.7317567319337,1764.209719032126,3421.2537944317414
2026-03-02 13:00:00+00:00,,2304.975335985404,1476.4532982855962,3133.4973736852116
2026-03-02 14:00:00+00:00,,2017.5519878656576,1189.0299501658499,2846.0740255654655
