date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper
2026-02-28 00:00:00+00:00,,12.460731,-188.39303444192183,213.3145450054608
2026-02-28 01:00:00+00:00,,13.0891485,-187.76475724021338,213.94282220716923
2026-02-28 02:00:00+00:00,,0.29471493,-200.5589568061564,201.1486226412262
2026-02-28 03:00:00+00:00,,11.396522,-189.45736872005773,212.25021072732488
2026-02-28 04:00:00+00:00,,4.971961,-195.88191183804793,205.8256676093347
2026-02-28 05:00:00+00:00,,17.92411,-182.929591950337,218.77798749704561
2026-02-28 06:00:00+00:00,,371.3267,170.47283060618247,572.1804100535655
2026-02-28 07:00:00+00:00,,1120.4666,919.6128153406607,1321.3203947880434
2026-02-28 08:00:00+00:00,,2136.2048,1935.351136505953,2337.058715953336
2026-02-28 09:00:00+00:00,,5292.461,5091.60699498265,5493.314574430033
2026-02-28 10:00:00+00:00,,7534.1045,7333.250535895135,7734.958115342517
2026-02-28 11:00:00+00:00,,8175.497,7974.6430825792995,8376.350662026682
2026-02-28 12:00:00+00:00,,8643.907,8443.052931490187,8844.760510937569
2026-02-28 13:00:00+00:00,,6588.263,6387.409338001544,6789.116917448926
2026-02-28 14:00:00+00:00,,4853.1377,4652.283577787287,5053.99115723467
2026-02-28 15:00:00+00:00,,2441.9631,2241.109331111412,2642.816910558795
2026-02-28 16:00:00+00:00,,422.0801,221.22641760991792,622.9339970573008
2026-02-28 17:00:00+00:00,,-3.8554316,-204.70932330220057,196.9982561451825
2026-02-28 18:00:00+00:00,,-23.599083,-224.45287597581319,177.25470347156943
2026-02-28 19:00:00+00:00,,-11.413537,-212.26733454654413,189.44024490083848
2026-02-28 20:00:00+00:00,,-10.433801,-211.28754909629652,190.42003035108655
2026-02-28 21:00:00+00:00,,10.322547,-190.53127897041304,211.17630047696957
2026-02-28 22:00:00+00:00,,10.649451,-190.20429455316707,211.503284894216
2026-02-28 23:00:00+00:00,,10.416541,-190.4371541703058,211.2704252770768
2026-03-01 00:00:00+00:00,,7.2175665,-193.63622957246207,208.071349874921
2026-03-01 01:00:00+00:00,,8.510291,-192.34347332285006,209.36410612453255
2026-03-01 02:00:00+00:00,,9.512488,-191.34126608399083,210.36631336339178
2026-03-01 03:00:00+00:00,,10.190223,-190.6634740990994,211.0441053482832
2026-03-01 04:00:00+00:00,,7.0578985,-193.79598481631638,207.91159463106624
2026-03-01 05:00:00+00:00,,18.022255,-182.83149662516325,218.87608282221936
2026-03-01 06:00:00+00:00,,453.3655,252.51181953142122,654.2193989788041
2026-03-01 07:00:00+00:00,,1428.5356,1227.681884729894,1629.3894641772767
2026-03-01 08:00:00+00:00,,2748.0342,2547.180379736086,2948.8879591834684
2026-03-01 09:00:00+00:00,,3507.8362,3306.9825088559132,3708.690088303296
2026-03-01 10:00:00+00:00,,5832.321,5631.467143147156,6033.174722594539
2026-03-01 11:00:00+00:00,,6331.903,6131.049117235,6532.756696682383
2026-03-01 12:00:00+00:00,,6624.31,6423.456100158744,6825.163679606128
2026-03-01 13:00:00+00:00,,5386.714,5185.859786133219,5587.567365580602
2026-03-01 14:00:00+00:00,,3734.3374,3533.4835052708167,3935.1910847182
2026-03-01 15:00:00+00:00,,2511.7368,2310.882937479251,2712.5905169266334
2026-03-01 16:00:00+00:00,,487.64066,286.78679326774545,688.4943727151281
2026-03-01 17:00:00+00:00,,-31.04464,-231.89831115650532,169.80926829087775
2026-03-01 18:00:00+00:00,,10.267859,-190.58593208015282,211.12164736723025
2026-03-01 19:00:00+00:00,,8.276404,-192.57750074147907,209.130078705904
2026-03-01 20:00:00+00:00,,13.828162,-187.02553889693945,214.68204055044316
2026-03-01 21:00:00+00:00,,11.411902,-189.44195374038782,212.26562570699525
2026-03-01 22:00:00+00:00,,10.298621,-190.55510212081253,211.15247732657053
2026-03-01 23:00:00+00:00,,15.327186,-185.52654890416443,216.18103054321818
2026-03-02 00:00:00+00:00,,-0.65157413,-201.50534313378557,200.20223631359704
2026-03-02 01:00:00+00:00,,-4.468957,-205.32265264483476,196.38492680254785
2026-03-02 02:00:00+00:00,,-17.069054,-217.92276360311234,183.78481584427072
2026-03-02 03:00:00+00:00,,-8.01217,-208.86599592629136,192.84158352109125
2026-03-02 04:00:00+00:00,,1.3310919,-199.52264976378456,202.1849296835985
2026-03-02 05:00:00+00:00,,3.4187384,-197.4350878199666,204.272491627416
2026-03-02 06:00:00+00:00,,326.47928,125.6255164191025,527.3330958664853
2026-03-02 07:00:00+00:00,,1610.6473,1409.7935203120853,1811.5010997594682
2026-03-02 08:00:00+00:00,,3061.4146,2860.560639497624,3262.2682189450065
2026-03-02 09:00:00+00:00,,6256.2017,6055.348020557181,6457.055600004564
2026-03-02 10:00:00+00:00,,5889.5664,5688.712538634715,6090.420118082098
2026-03-02 11:00:00+00:00,,7138.675,6937.821273310579,7339.528852757963
2026-03-02 12:00:00+00:00,,6975.898,6775.044226320146,7176.751805767528
2026-03-02 13:00:00+00:00,,6736.4233,6535.569714420484,6937.277293867868
2026-03-02 14:00:00+00:00,,5438.314,5237.460262777622,5639.167842225004
2026-03-02 15:00:00+00:00,,2494.2876,2293.433903069791,2695.1414825171737
2026-03-02 16:00:00+00:00,,484.43533,283.58164529784017,685.289224745223
2026-03-02 17:00:00+00:00,,10.423133,-190.43061448196067,211.27696496542194
2026-03-02 18:00:00+00:00,,5.7278204,-195.12587715331574,206.58170229406733
2026-03-02 19:00:00+00:00,,5.7278204,-195.12587715331574,206.58170229406733
