date,load_rte_actual,load_rte_fitted,load_rte_lower,load_rte_upper
2026-01-24 00:00:00+00:00,60026.61,61501.40596973647,60171.345978305195,62831.46596116774
2026-01-24 01:00:00+00:00,58218.8275,59687.38337712005,58357.32338568878,61017.44336855132
2026-01-24 02:00:00+00:00,55893.369999999995,57559.35387762263,56229.29388619136,58889.4138690539
2026-01-24 03:00:00+00:00,55145.755,56101.401833757205,54771.341842325935,57431.461825188475
2026-01-24 04:00:00+00:00,55930.8825,57867.49583351817,56537.435842086896,59197.555824949435
2026-01-24 05:00:00+00:00,57784.604999999996,58954.02334266197,57623.9633512307,60284.08333409324
2026-01-24 06:00:00+00:00,59733.542499999996,60016.74969425527,58686.689702824,61346.80968568654
2026-01-24 07:00:00+00:00,62322.35,61222.62941119062,59892.56941975935,62552.68940262189
2026-01-24 08:00:00+00:00,64403.207500000004,63869.76993081124,62539.70993937997,65199.82992224251
2026-01-24 09:00:00+00:00,65015.9325,64500.129939563936,63170.06994813267,65830.1899309952
2026-01-24 10:00:00+00:00,65011.494999999995,66228.24313341398,64898.18314198271,67558.30312484525
2026-01-24 11:00:00+00:00,65806.395,67477.66764803042,66147.60765659914,68807.7276394617
2026-01-24 12:00:00+00:00,63448.2425,64631.62554175622,63301.56555032496,65961.6855331875
2026-01-24 13:00:00+00:00,61798.185,62985.74478455053,61655.68479311926,64315.8047759818
2026-01-24 14:00:00+00:00,60294.182499999995,61763.010809087515,60432.950817656245,63093.070800518784
2026-01-24 15:00:00+00:00,59455.485,60679.241986721616,59349.181995290346,62009.301978152886
2026-01-24 16:00:00+00:00,61172.9475,61848.667145221145,60518.607153789875,63178.727136652415
2026-01-24 17:00:00+00:00,65259.432499999995,65756.67917326864,64426.61918183738,67086.73916469992
2026-01-24 18:00:00+00:00,66116.1975,66486.6040453898,65156.544053958525,67816.66403682106
2026-01-24 19:00:00+00:00,63727.369999999995,64947.782317842255,63617.722326410985,66277.84230927352
2026-01-24 20:00:00+00:00,61095.665,62302.229033162956,60972.169041731686,63632.289024594225
2026-01-24 21:00:00+00:00,62060.0925,62872.57423170814,61542.51424027687,64202.63422313941
2026-01-24 22:00:00+00:00,62355.957500000004,62004.592910240084,60674.53291880882,63334.652901671354
2026-01-24 23:00:00+00:00,60841.24,60914.84827382378,59584.78828239251,62244.90826525506
2026-01-25 00:00:00+00:00,58980.2,58108.13730381406,56778.07731238279,59438.19729524533
2026-01-25 01:00:00+00:00,56943.4425,56534.19396856493,55204.13397713366,57864.2539599962
2026-01-25 02:00:00+00:00,54571.1975,53294.13764047409,51964.07764904282,54624.19763190536
2026-01-25 03:00:00+00:00,53452.08,53126.771357075966,51796.7113656447,54456.831348507236
2026-01-25 04:00:00+00:00,53733.0025,54675.481912249685,53345.421920818415,56005.541903680954
2026-01-25 05:00:00+00:00,54698.83,56210.46793674968,54880.40794531841,57540.52792818095
2026-01-25 06:00:00+00:00,56120.92,58835.142394220384,57505.082402789114,60165.202385651646
2026-01-25 07:00:00+00:00,57950.6925,59697.825232614516,58367.765241183246,61027.88522404578
2026-01-25 08:00:00+00:00,60387.0375,62696.33602458745,61366.27603315618,64026.39601601873
2026-01-25 09:00:00+00:00,62466.4225,63171.951469955115,61841.891478523845,64502.011461386384
2026-01-25 10:00:00+00:00,63605.8875,63231.517132091845,61901.45714066058,64561.577123523115
2026-01-25 11:00:00+00:00,64660.1475,63904.452068347426,62574.392076916156,65234.512059778695
2026-01-25 12:00:00+00:00,62213.7625,61930.197820612935,60600.137829181665,63260.257812044205
2026-01-25 13:00:00+00:00,60649.0275,60804.593781779535,59474.533790348265,62134.653773210805
2026-01-25 14:00:00+00:00,59558.8025,59590.760664788446,58260.700673357176,60920.820656219716
2026-01-25 15:00:00+00:00,58754.542499999996,58947.703676432735,57617.64368500147,60277.76366786401
2026-01-25 16:00:00+00:00,60425.4325,59037.5993433154,57707.53935188413,60367.65933474667
2026-01-25 17:00:00+00:00,65303.59,62937.93101602829,61607.87102459702,64267.99100745957
2026-01-25 18:00:00+00:00,66935.7175,64591.76217991658,63261.70218848531,65921.82217134784
2026-01-25 19:00:00+00:00,64519.155,61279.747931120524,59949.68793968926,62609.8079225518
2026-01-25 20:00:00+00:00,62271.8225,58089.08784771246,56759.02785628119,59419.14783914373
2026-01-25 21:00:00+00:00,62524.027500000004,58979.41179142575,57649.35179999448,60309.47178285702
2026-01-25 22:00:00+00:00,62315.5125,59144.19719648734,57814.13720505607,60474.25718791861
2026-01-25 23:00:00+00:00,60757.3525,58881.92856848439,57551.86857705313,60211.98855991567
2026-01-26 00:00:00+00:00,59374.675,56852.995556575086,55522.935565143816,58183.055548006356
2026-01-26 01:00:00+00:00,57885.9875,57221.052275741495,55890.992284310225,58551.112267172764
2026-01-26 02:00:00+00:00,55875.744999999995,56241.0396140381,54910.97962260683,57571.09960546937
2026-01-26 03:00:00+00:00,55722.0075,55206.78013827267,53876.7201468414,56536.84012970394
2026-01-26 04:00:00+00:00,58635.7375,57997.043188073265,56666.983196642,59327.103179504535
2026-01-26 05:00:00+00:00,63748.600000000006,63996.37997078107,62666.31997934979,65326.43996221233
2026-01-26 06:00:00+00:00,69510.8725,68622.55970216802,67292.49971073674,69952.61969359928
2026-01-26 07:00:00+00:00,72619.03,69147.40616296374,67817.34617153247,70477.46615439502
2026-01-26 08:00:00+00:00,73111.3125,70436.38705889227,69106.327067461,71766.44705032354
2026-01-26 09:00:00+00:00,72376.2425,70459.9765098815,69129.91651845023,71790.03650131277
