date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2026-01-24 00:00:00+00:00,15789.06325,16611.751074401298,16221.10002948016,17002.40211932244
2026-01-24 01:00:00+00:00,15178.943749999999,16902.921798112166,16512.270753191027,17293.572843033307
2026-01-24 02:00:00+00:00,14840.94125,17756.27955642296,17365.628511501818,18146.9306013441
2026-01-24 03:00:00+00:00,14917.98625,19157.322792619612,18766.67174769847,19547.97383754075
2026-01-24 04:00:00+00:00,15127.0665,20043.52982912303,19652.87878420189,20434.18087404417
2026-01-24 05:00:00+00:00,15755.87675,20756.847010785263,20366.195965864124,21147.498055706405
2026-01-24 06:00:00+00:00,16509.514000000003,21659.117324235784,21268.466279314645,22049.768369156925
2026-01-24 07:00:00+00:00,17411.12575,22059.422220233704,21668.771175312566,22450.073265154846
2026-01-24 08:00:00+00:00,18059.09175,22129.48220987284,21738.8311649517,22520.133254793982
2026-01-24 09:00:00+00:00,18467.146,22181.53749705526,21790.88645213412,22572.1885419764
2026-01-24 10:00:00+00:00,18462.941,22021.347143839972,21630.69609891883,22411.99818876111
2026-01-24 11:00:00+00:00,18117.68375,21925.641070690857,21534.99002576972,22316.292115612
2026-01-24 12:00:00+00:00,17752.624499999998,21531.361757441115,21140.710712519976,21922.012802362253
2026-01-24 13:00:00+00:00,17461.9565,21419.131382481708,21028.480337560566,21809.782427402846
2026-01-24 14:00:00+00:00,17481.468249999998,21696.03672860909,21305.385683687953,22086.687773530233
2026-01-24 15:00:00+00:00,18018.08475,21982.99549073233,21592.344445811188,22373.646535653468
2026-01-24 16:00:00+00:00,19089.31875,22425.35506405357,22034.70401913243,22816.00610897471
2026-01-24 17:00:00+00:00,19392.22225,22027.89421128161,21637.243166360473,22418.545256202753
2026-01-24 18:00:00+00:00,18700.096250000002,21428.451901992492,21037.800857071354,21819.102946913634
2026-01-24 19:00:00+00:00,17581.14675,20482.01420934668,20091.36316442554,20872.66525426782
2026-01-24 20:00:00+00:00,16787.37775,19211.215434878817,18820.56438995768,19601.866479799955
2026-01-24 21:00:00+00:00,16364.8275,18323.083593882824,17932.432548961682,18713.734638803962
2026-01-24 22:00:00+00:00,15547.2235,17254.418687269925,16863.767642348783,17645.069732191063
2026-01-24 23:00:00+00:00,15111.115,16246.784587345848,15856.133542424708,16637.43563226699
2026-01-25 00:00:00+00:00,14343.6545,15912.574969231395,15521.923924310255,16303.226014152535
2026-01-25 01:00:00+00:00,13686.711,15294.085344050394,14903.434299129254,15684.736388971534
2026-01-25 02:00:00+00:00,13368.06275,15146.064229760499,14755.413184839359,15536.71527468164
2026-01-25 03:00:00+00:00,13375.222249999999,15261.935927704382,14871.284882783242,15652.586972625522
2026-01-25 04:00:00+00:00,13465.33575,16426.414496620597,16035.763451699457,16817.065541541735
2026-01-25 05:00:00+00:00,13851.75325,18283.21512348822,17892.564078567077,18673.866168409357
2026-01-25 06:00:00+00:00,14710.34775,20367.675300898332,19977.024255977194,20758.326345819474
2026-01-25 07:00:00+00:00,15732.57325,21111.50290697843,20720.85186205729,21502.15395189957
2026-01-25 08:00:00+00:00,16744.09575,21501.746986779952,21111.095941858814,21892.398031701094
2026-01-25 09:00:00+00:00,17292.773,21676.33772057049,21285.686675649347,22066.988765491627
2026-01-25 10:00:00+00:00,17690.59775,21807.07703795089,21416.425993029752,22197.728082872032
2026-01-25 11:00:00+00:00,17477.35275,21788.059718166427,21397.40867324529,22178.71076308757
2026-01-25 12:00:00+00:00,17320.214,21612.087302740933,21221.436257819794,22002.738347662074
2026-01-25 13:00:00+00:00,16967.76,21234.002602954926,20843.351558033784,21624.653647876064
2026-01-25 14:00:00+00:00,17037.848,21074.453758499407,20683.80271357827,21465.104803420545
2026-01-25 15:00:00+00:00,17468.12325,21275.844377228488,20885.193332307346,21666.495422149626
2026-01-25 16:00:00+00:00,18826.359,21728.531855526897,21337.880810605755,22119.182900448035
2026-01-25 17:00:00+00:00,19005.11775,21479.175101152818,21088.52405623168,21869.82614607396
2026-01-25 18:00:00+00:00,18394.96225,20798.413851281628,20407.762806360486,21189.06489620277
