date,wind_onshore_rte_actual,wind_onshore_rte_fitted,wind_onshore_rte_lower,wind_onshore_rte_upper
2026-01-24 00:00:00+00:00,9248.9925,7263.062,6466.587661447657,8059.53605115197
2026-01-24 01:00:00+00:00,9054.4575,8722.672,7926.197862370134,9519.146252074446
2026-01-24 02:00:00+00:00,8453.6725,9086.9795,8290.505330853925,9883.453720558236
2026-01-24 03:00:00+00:00,7822.18,7022.6885,6226.21426634703,7819.162656051343
2026-01-24 04:00:00+00:00,7401.5425,5730.4697,4933.995290557867,6526.943680262179
2026-01-24 05:00:00+00:00,7361.8025,5855.345,5058.871265471619,6651.819655175932
2026-01-24 06:00:00+00:00,7242.1475,5688.389,4891.915147180392,6484.863536884704
2026-01-24 07:00:00+00:00,7080.15,5003.301,4206.826702577073,5799.775092281386
2026-01-24 08:00:00+00:00,6642.0225,4885.3237,4088.8495157490565,5681.79790545337
2026-01-24 09:00:00+00:00,6179.6,5127.356,4330.881911302746,5923.8303010070595
2026-01-24 10:00:00+00:00,5755.7675,4532.464,3735.989732660628,5328.938122364941
2026-01-24 11:00:00+00:00,5502.2225,3924.316,3127.841786498155,4720.7901762024685
2026-01-24 12:00:00+00:00,5653.665,4039.458,3242.983776060093,4835.932165764406
2026-01-24 13:00:00+00:00,5814.6625,3622.4937,2826.0195613526366,4418.9679510569495
2026-01-24 14:00:00+00:00,5457.4575,4355.0425,3558.568148434173,5151.516538138486
2026-01-24 15:00:00+00:00,5534.4775,5797.1055,5000.631166833227,6593.579556537541
2026-01-24 16:00:00+00:00,6290.9025,6664.306,5867.83188655308,7460.780276257392
2026-01-24 17:00:00+00:00,7474.08,7697.327,6900.853130979642,8493.801520683954
2026-01-24 18:00:00+00:00,7984.18,7394.6157,6598.141395566111,8191.089785270424
2026-01-24 19:00:00+00:00,8008.5225,9168.786,8372.312056850755,9965.260446555068
2026-01-24 20:00:00+00:00,7399.6975,8703.625,7907.150681688321,9500.099071392633
2026-01-24 21:00:00+00:00,6893.0675,7353.2817,6556.807490508884,8149.755880213197
2026-01-24 22:00:00+00:00,6574.422500000001,6918.1343,6121.659980354247,7714.60837005856
2026-01-24 23:00:00+00:00,6230.6075,7012.7964,6216.32238099196,7809.270770696273
2026-01-25 00:00:00+00:00,5839.16,5941.709,5145.234993862013,6738.183383566326
2026-01-25 01:00:00+00:00,5578.1224999999995,5139.08,4342.606090289551,5935.554479993863
2026-01-25 02:00:00+00:00,5523.1925,5490.8984,4694.424259862744,6287.372649567058
2026-01-25 03:00:00+00:00,5647.59,5073.4204,4276.946299546798,5869.894689251111
2026-01-25 04:00:00+00:00,5954.0575,5709.0073,4912.533235778957,6505.481625483269
2026-01-25 05:00:00+00:00,6186.555,5575.308,4778.833742286432,6371.782131990745
2026-01-25 06:00:00+00:00,6184.5725,4169.857,3373.3827237552623,4966.331113459575
2026-01-25 07:00:00+00:00,6431.6125,4479.2974,3682.823235013836,5275.771624718149
2026-01-25 08:00:00+00:00,6351.76,7094.2144,6297.740270449893,7890.6886601542055
2026-01-25 09:00:00+00:00,6310.9875,8207.614,7411.139878688775,9004.088268393089
2026-01-25 10:00:00+00:00,5732.5475,4990.611,4194.136760692563,5787.085150396876
2026-01-25 11:00:00+00:00,5466.9275,4975.424,4178.949480344934,5771.897870049247
2026-01-25 12:00:00+00:00,5077.8,3208.6963,2412.2221650416177,4005.1705547459305
2026-01-25 13:00:00+00:00,4737.275,5742.2236,4945.74919250849,6538.697582212802
2026-01-25 14:00:00+00:00,4511.5975,5302.4575,4505.983418493848,6098.931808198162
2026-01-25 15:00:00+00:00,4290.5675,5377.867,4581.3930675848005,6174.341457289114
2026-01-25 16:00:00+00:00,3858.2799999999997,4916.95,4120.47610442266,5713.424494126973
2026-01-25 17:00:00+00:00,3856.2875,5463.4727,4666.998367608703,6259.946757313016
2026-01-25 18:00:00+00:00,3566.79,5586.1797,4789.705603614402,6382.653993318715
2026-01-25 19:00:00+00:00,3072.2325,5195.881,4399.406492594053,5992.354882298366
2026-01-25 20:00:00+00:00,2928.2375,5457.7144,4661.239945380908,6254.18833508522
2026-01-25 21:00:00+00:00,2736.5225,3674.3489,2877.8745656412448,4470.822955345558
2026-01-25 22:00:00+00:00,2737.6825,3681.0522,2884.578157369474,4477.526547073787
2026-01-25 23:00:00+00:00,2699.7799999999997,3817.8386,3021.364481806064,4614.312871510377
2026-01-26 00:00:00+00:00,2578.675,4161.1606,3364.6866560004064,4957.635045704719
2026-01-26 01:00:00+00:00,2535.6150000000002,2354.3032,1557.8290859931953,3150.7774756975086
2026-01-26 02:00:00+00:00,2545.1075,2470.3318,1673.857577215987,3266.8059669203003
2026-01-26 03:00:00+00:00,2569.285,2346.1511,1549.6767980458717,3142.6251877501845
2026-01-26 04:00:00+00:00,2477.1225,2121.7993,1325.3249622768953,2918.273351981208
2026-01-26 05:00:00+00:00,2416.2025,3285.8948,2489.420638578125,4082.369028282438
2026-01-26 06:00:00+00:00,2366.055,2460.3538,1663.8795834491543,3256.8279731534676
2026-01-26 07:00:00+00:00,2254.91,2235.8315,1439.3571907778442,3032.305580482157
2026-01-26 08:00:00+00:00,2185.65,2491.291,1694.8167796192201,3287.765169323533
2026-01-26 09:00:00+00:00,2456.535,2357.2817,1560.8076070795746,3153.755996783888
2026-01-26 10:00:00+00:00,2548.2999999999997,2340.5068,1544.0326510175414,3136.9810407218542
2026-01-26 11:00:00+00:00,2551.3,3345.8716,2549.397326017105,4142.345715721418
2026-01-26 12:00:00+00:00,2745.16,2988.1294,2191.655260822428,3784.6036505267407
