date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2026-02-28 00:00:00+00:00,,5394.555388840424,5088.795950841406,5699.894402111662
2026-02-28 01:00:00+00:00,,5160.7356649303165,4854.681484244547,5465.118083493991
2026-02-28 02:00:00+00:00,,5071.400622243878,4765.499756011173,5376.5892550829085
2026-02-28 03:00:00+00:00,,5150.792141448328,4844.923763096845,5456.009780898928
2026-02-28 04:00:00+00:00,,5368.490736379128,5063.114529188113,5673.805200548117
2026-02-28 05:00:00+00:00,,5699.1174422953,5393.181129207958,6004.266376769907
2026-02-28 06:00:00+00:00,,6082.66332429122,5776.75583498865,6387.199687299959
2026-02-28 07:00:00+00:00,,6459.156374792692,6153.592375398132,6763.984721344855
2026-02-28 08:00:00+00:00,,6697.189215620163,6391.954295850703,7002.04112168454
2026-02-28 09:00:00+00:00,,6761.530068366637,6455.817367722561,7066.805276771027
2026-02-28 10:00:00+00:00,,6699.787436857633,6394.058803802063,7004.425590161036
2026-02-28 11:00:00+00:00,,6545.877371637696,6240.504149620348,6851.009848631506
2026-02-28 12:00:00+00:00,,6330.552737886928,6025.807032197133,6636.551461686195
2026-02-28 13:00:00+00:00,,6108.291871514463,5803.030898415942,6414.0449067904565
2026-02-28 14:00:00+00:00,,5939.4515472733465,5633.611069214224,6244.509980852706
2026-02-28 15:00:00+00:00,,5845.068020026391,5539.386394815498,6150.058815309773
2026-02-28 16:00:00+00:00,,5791.699357733741,5485.358702363642,6096.449374671859
2026-02-28 17:00:00+00:00,,5734.411408429603,5429.012326000572,6039.757634130265
2026-02-28 18:00:00+00:00,,5634.11361186366,5329.015002531647,5939.480292541262
2026-02-28 19:00:00+00:00,,5460.164384896547,5155.056008677901,5765.29957542129
2026-02-28 20:00:00+00:00,,5208.698659815448,4903.169659247873,5514.08369219402
2026-02-28 21:00:00+00:00,,4910.162347618036,4604.568699957498,5215.290675822758
2026-02-28 22:00:00+00:00,,4621.496898770114,4316.07814418377,4927.256603087534
2026-02-28 23:00:00+00:00,,4385.4465040737505,4080.365258597081,4691.106902220438
2026-03-01 00:00:00+00:00,,4252.392207253157,3947.0654931189756,4558.3767376889355
2026-03-01 01:00:00+00:00,,4241.685266026607,3936.1740523961194,4547.056551281387
2026-03-01 02:00:00+00:00,,4358.718069458811,4052.7840916269975,4664.105307162682
2026-03-01 03:00:00+00:00,,4591.933514948676,4286.26689071483,4897.589679069316
2026-03-01 04:00:00+00:00,,4925.944451015677,4620.327540971006,5231.575315564392
2026-03-01 05:00:00+00:00,,5353.755148087333,5048.0013459332,5658.540476190205
2026-03-01 06:00:00+00:00,,5853.834390754825,5548.42531279943,6158.911256801559
2026-03-01 07:00:00+00:00,,6326.723217873795,6021.032911241426,6631.526017305435
2026-03-01 08:00:00+00:00,,6661.243758862138,6355.8144903611355,6965.757838663929
2026-03-01 09:00:00+00:00,,6793.495823485232,6487.322143241152,7098.52759115359
2026-03-01 10:00:00+00:00,,6779.824881987646,6474.060960382506,7084.923905310551
2026-03-01 11:00:00+00:00,,6698.387253324536,6393.060381294483,7003.253950729878
2026-03-01 12:00:00+00:00,,6581.931229813202,6276.141828459206,6886.506942380016
2026-03-01 13:00:00+00:00,,6463.2145633691935,6156.72624150814,6768.258457073799
2026-03-01 14:00:00+00:00,,6344.923739245036,6039.245289416378,6649.962392096192
2026-03-01 15:00:00+00:00,,6253.509480920668,5948.392952774152,6558.4968925929825
2026-03-01 16:00:00+00:00,,6169.916849414271,5863.9133584589945,6475.028718617747
2026-03-01 17:00:00+00:00,,6053.0501547736185,5747.450159668013,6358.805435156195
2026-03-01 18:00:00+00:00,,5873.716953944127,5568.257350144122,6179.6022614710655
2026-03-01 19:00:00+00:00,,5599.903589248689,5294.346755055465,5905.002526640081
2026-03-01 20:00:00+00:00,,5247.785396512862,4942.642868874016,5552.747209236924
2026-03-01 21:00:00+00:00,,-14374.266238137589,-24239.13668761738,-3514.0658287926726
2026-03-01 22:00:00+00:00,,-46959.44069866002,-56812.37201141119,-36218.72281142451
2026-03-01 23:00:00+00:00,,-64202.601892655424,-64604.96833627105,-63836.67746081986
2026-03-02 00:00:00+00:00,,-64499.950934523265,-64828.80613806774,-64165.559247983576
2026-03-02 01:00:00+00:00,,-56049.152219485506,-56389.65711952053,-55716.93882596867
2026-03-02 02:00:00+00:00,,-47014.48801710039,-48432.10341168185,-45520.3581400205
2026-03-02 03:00:00+00:00,,-34725.61273065329,-35098.44112572586,-34378.126404494
2026-03-02 04:00:00+00:00,,-21933.89955484717,-22291.400671852007,-21593.899301235528
2026-03-02 05:00:00+00:00,,-11823.281950731493,-12159.484754862478,-11498.781953114994
2026-03-02 06:00:00+00:00,,-6116.88089431451,-6434.361044950749,-5793.006693395362
2026-03-02 07:00:00+00:00,,-3385.929779788443,-3700.81106343381,-3071.203795287738
2026-03-02 08:00:00+00:00,,-2607.0875049185433,-2923.61449777133,-2292.581655184147
2026-03-02 09:00:00+00:00,,-2931.1748076761833,-3248.0276863203635,-2616.0072739904554
2026-03-02 10:00:00+00:00,,-3598.457507872339,-3914.798813182151,-3286.624550953451
2026-03-02 11:00:00+00:00,,-3823.468736700239,-4134.275462269128,-3516.825795291661
2026-03-02 12:00:00+00:00,,-3347.0189841128577,-3655.4698027239738,-3041.3201764001587
2026-03-02 13:00:00+00:00,,-2275.5826494525936,-2584.522360323537,-1971.0595985765322
2026-03-02 14:00:00+00:00,,-861.2484614249215,-1170.270695154909,-556.4094501743466
