date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2026-02-28 00:00:00+00:00,,16118.485,15714.862038457315,16522.109564436985
2026-02-28 01:00:00+00:00,,16073.458,15669.834148651049,16477.081674630717
2026-02-28 02:00:00+00:00,,16100.812,15697.187839625392,16504.435365605063
2026-02-28 03:00:00+00:00,,16638.393,16234.76816919769,17042.01569517736
2026-02-28 04:00:00+00:00,,17210.135,16806.511805068923,17613.759331048594
2026-02-28 05:00:00+00:00,,18020.506,17616.882792681114,18424.130318660784
2026-02-28 06:00:00+00:00,,19608.93,19205.305236102045,20012.552762081716
2026-02-28 07:00:00+00:00,,20297.562,19893.938164303967,20701.185690283637
2026-02-28 08:00:00+00:00,,21215.348,20811.723594426923,21618.971120406593
2026-02-28 09:00:00+00:00,,21637.064,21233.440484791758,22040.688010771428
2026-02-28 10:00:00+00:00,,22003.348,21599.72452471149,22406.97205069116
2026-02-28 11:00:00+00:00,,22319.336,21915.713004014113,22722.960529993783
2026-02-28 12:00:00+00:00,,21229.445,20825.821885476453,21633.069411456123
2026-02-28 13:00:00+00:00,,20644.44,20240.81597178452,21048.06349776419
2026-02-28 14:00:00+00:00,,19999.396,19595.77240651253,20403.0199324922
2026-02-28 15:00:00+00:00,,20222.29,19818.66617269752,20625.913698677192
2026-02-28 16:00:00+00:00,,20059.988,19656.36367887152,20463.61120485119
2026-02-28 17:00:00+00:00,,20610.36,20206.73549927516,21013.98302525483
2026-02-28 18:00:00+00:00,,20107.758,19704.13435394122,20511.38187992089
2026-02-28 19:00:00+00:00,,19625.139,19221.514642469727,20028.762168449397
2026-02-28 20:00:00+00:00,,18413.0,18009.37669958559,18816.62422556526
2026-02-28 21:00:00+00:00,,17501.406,17097.782422395634,17905.029948375304
2026-02-28 22:00:00+00:00,,17325.531,16921.90824511375,17729.155771093418
2026-02-28 23:00:00+00:00,,17281.625,16878.00135265712,17685.24887863679
2026-03-01 00:00:00+00:00,,16285.05,15881.425538303665,16688.673064283335
2026-03-01 01:00:00+00:00,,16117.33,15713.706751307904,16520.954277287572
2026-03-01 02:00:00+00:00,,16060.22,15656.596292344722,16463.843818324392
2026-03-01 03:00:00+00:00,,16083.735,15680.11171869653,16487.359244676198
2026-03-01 04:00:00+00:00,,16435.686,16032.062622310135,16839.310148289806
2026-03-01 05:00:00+00:00,,17494.453,17090.829966131863,17898.077492111534
2026-03-01 06:00:00+00:00,,18731.373,18327.749752867578,19134.997278847248
2026-03-01 07:00:00+00:00,,19803.062,19399.43947936173,20206.687005341395
2026-03-01 08:00:00+00:00,,20380.086,19976.461451766412,20783.708977746082
2026-03-01 09:00:00+00:00,,21382.254,20978.629992271028,21785.877518250698
2026-03-01 10:00:00+00:00,,21113.416,20709.792379971237,21517.039905950907
2026-03-01 11:00:00+00:00,,20365.783,19962.159415511243,20769.406941490914
2026-03-01 12:00:00+00:00,,19768.281,19364.658258909283,20171.905784888953
2026-03-01 13:00:00+00:00,,19523.09,19119.467052022068,19926.714578001738
2026-03-01 14:00:00+00:00,,19344.348,18940.72339664095,19747.97092262062
2026-03-01 15:00:00+00:00,,19402.83,18999.20609551288,19806.45362149255
2026-03-01 16:00:00+00:00,,19444.85,19041.225204908325,19848.472730887996
2026-03-01 17:00:00+00:00,,20063.85,19660.22606596948,20467.47359194915
2026-03-01 18:00:00+00:00,,19810.037,19406.4126689928,20213.66019497247
2026-03-01 19:00:00+00:00,,19109.158,18705.534893162938,19512.782419142604
2026-03-01 20:00:00+00:00,,18197.44,17793.815318652287,18601.062844631957
