date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2026-01-31 04:00:00+00:00,17561.649975,17547.158,17143.534385183204,17950.781911162874
2026-01-31 05:00:00+00:00,18567.537372500003,19503.143,19099.518612123935,19906.766138103605
2026-01-31 06:00:00+00:00,19519.8826725,19344.816,18941.193386193107,19748.440912172777
2026-01-31 07:00:00+00:00,20500.9209225,20566.172,20162.547908922694,20969.795434902364
2026-01-31 08:00:00+00:00,21950.834730000002,21574.467,21170.843059786603,21978.090585766273
2026-01-31 09:00:00+00:00,22461.5785375,23163.785,22760.16072614877,23567.408252128436
2026-01-31 10:00:00+00:00,22446.789415,24379.438,23975.813871908136,24783.061397887806
2026-01-31 11:00:00+00:00,22044.8875075,23910.12,23506.494964442267,24313.742490421937
2026-01-31 12:00:00+00:00,22164.98238,23801.787,23398.16232283083,24205.4098488105
2026-01-31 13:00:00+00:00,21953.02657,23674.62,23270.995809333435,24078.243335313105
2026-01-31 14:00:00+00:00,22039.9109425,22642.74,22239.11645315887,23046.363979138536
2026-01-31 15:00:00+00:00,22287.2852625,22675.77,22272.14630215185,23079.39382813152
2026-01-31 16:00:00+00:00,23037.1437075,23309.428,22905.803062227485,23713.050588207152
2026-01-31 17:00:00+00:00,23476.053275,23266.56,22862.936426603577,23670.183952583247
2026-01-31 18:00:00+00:00,23085.43402,22679.254,22275.629906577873,23082.877432557543
2026-01-31 19:00:00+00:00,21756.4674575,21642.74,21239.1168421697,22046.364368149367
2026-01-31 20:00:00+00:00,20619.1234175,20717.557,20313.932590307988,21121.180116287658
2026-01-31 21:00:00+00:00,19919.0970525,20361.285,19957.660474165124,20764.908000144795
2026-01-31 22:00:00+00:00,18897.5601825,19825.643,19422.01801667839,20229.26554265806
2026-01-31 23:00:00+00:00,17323.40003,18527.67,18124.04545326178,18931.29297924145
2026-02-01 00:00:00+00:00,16478.777247500002,17529.516,17125.891485761542,17933.139011741212
2026-02-01 01:00:00+00:00,16442.655042500002,16995.781,16592.156597746616,17399.404123726286
2026-02-01 02:00:00+00:00,16271.0055075,17280.938,16877.31346338895,17684.56098936862
2026-02-01 03:00:00+00:00,16416.03658,17675.016,17271.390980901077,18078.638506880747
2026-02-01 04:00:00+00:00,16315.6914325,18063.934,17660.310475217917,18467.558001197587
2026-02-01 05:00:00+00:00,16586.885837499998,17671.36,17267.735728116877,18074.983254096547
