date,hard_coal_tenn_actual,oil_tenn_actual,gas_tenn_actual,renewables_tenn_actual,biomass_tenn_actual,waste_tenn_actual,hard_coal_tenn_fitted,oil_tenn_fitted,gas_tenn_fitted,renewables_tenn_fitted,biomass_tenn_fitted,waste_tenn_fitted,hard_coal_tenn_lower,oil_tenn_lower,gas_tenn_lower,renewables_tenn_lower,biomass_tenn_lower,waste_tenn_lower,hard_coal_tenn_upper,oil_tenn_upper,gas_tenn_upper,renewables_tenn_upper,biomass_tenn_upper,waste_tenn_upper
2026-02-28 00:00:00+00:00,,,,,,,349.5253004272553,-0.20848876386177473,883.762682556637,896.9053320316034,1866.517931890675,249.91301517306547,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 01:00:00+00:00,,,,,,,582.9930364475198,-0.024896320202837607,992.4716517938122,990.0660555040504,1850.765611269162,253.38265621498402,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 02:00:00+00:00,,,,,,,472.634699038622,-0.41778618982236937,876.0159617817218,919.2918924877647,1858.6757167808773,254.4613407102962,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 03:00:00+00:00,,,,,,,451.450210727263,-0.040983593037670296,1066.535940204726,859.6044230496943,1864.322283012112,243.04937234462395,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 04:00:00+00:00,,,,,,,488.9826258573722,0.3963018872303514,1131.8058938756517,909.5066260295735,1930.2481635305307,239.3323954024713,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 05:00:00+00:00,,,,,,,486.6511131362874,0.7852105357507839,964.6474093632627,954.5984512356263,1937.005286719588,242.36408010603702,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 06:00:00+00:00,,,,,,,310.1461138005001,0.45432475544965034,1021.3135266119801,1056.0739881038655,2096.1380667748194,235.5786715619654,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 07:00:00+00:00,,,,,,,242.61219520414141,-0.2763406419471024,1212.7022604789513,1058.623264711438,2186.5366269542124,251.91100457912165,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 08:00:00+00:00,,,,,,,232.7818845790817,0.8288291878015639,745.4177785784118,968.5650902655668,2040.0976913926356,241.38473830584883,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 09:00:00+00:00,,,,,,,161.336069136954,1.1004125426583513,519.960705965912,875.751712572235,1948.1146465835836,240.32079745772984,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 10:00:00+00:00,,,,,,,121.98111556895282,0.19587057173259326,465.9897353412266,813.0054419987912,1866.747281743756,239.38591906876823,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 11:00:00+00:00,,,,,,,92.08209085874472,2.608712234389042,491.4115128068863,861.2775009386814,1818.7725527906073,235.65130605809549,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 12:00:00+00:00,,,,,,,101.29754571467674,0.19418146240095568,485.5393258531194,890.8063970356158,1853.9559641659605,244.73219551074274,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-02-28 13:00:00+00:00,,,,,,,125.88275968689732,1.2557637391249625,482.8178326023533,828.1842561248045,1824.0171705868852,242.96148552657425,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
