date,hard_coal_tenn_actual,oil_tenn_actual,gas_tenn_actual,renewables_tenn_actual,biomass_tenn_actual,waste_tenn_actual,hard_coal_tenn_fitted,oil_tenn_fitted,gas_tenn_fitted,renewables_tenn_fitted,biomass_tenn_fitted,waste_tenn_fitted,hard_coal_tenn_lower,oil_tenn_lower,gas_tenn_lower,renewables_tenn_lower,biomass_tenn_lower,waste_tenn_lower,hard_coal_tenn_upper,oil_tenn_upper,gas_tenn_upper,renewables_tenn_upper,biomass_tenn_upper,waste_tenn_upper
2026-01-24 00:00:00+00:00,252.0,0.13099999999999978,3285.09725,573.316,1921.2649999999999,205.088,354.6149370742988,0.8024408514722732,3436.057457527142,543.2251483544135,1974.953209029305,226.37027471674853,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 01:00:00+00:00,252.89999999999998,0.13099999999999978,3291.2307499999997,571.3365,1912.854,205.127,350.2198379170445,-1.3713933123254423,3326.27653888654,490.3476257991615,1962.5495017527658,229.89557275782235,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 02:00:00+00:00,254.0,0.13099999999999978,3479.2415,569.72425,1909.937,205.088,312.82076545212715,-1.6508341405554656,3361.437539692415,494.67256212091695,1949.4834728641363,224.7874438048084,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 03:00:00+00:00,264.35,0.13099999999999978,3498.21925,568.08075,1924.8555000000001,199.15325,335.31999291929515,0.5301240944863932,3489.2850136567668,497.3032151293477,1941.410461463401,209.47819994336885,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 04:00:00+00:00,292.20000000000005,0.13099999999999978,3500.1015,558.4375,1958.82075,197.215,360.5118544095077,0.27638580464028895,3505.0632637965864,495.66180827664937,1941.0979882882257,215.98644502473098,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 05:00:00+00:00,345.85,0.13099999999999978,3509.75475,556.68675,2052.0815000000002,197.215,364.4684506246328,-0.4229661731591903,3358.7112855039236,480.205949973192,1990.0135536993482,216.09329609021276,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 06:00:00+00:00,393.1,0.13099999999999978,3538.03425,546.2725,2196.0675,197.215,429.1617380080679,0.4829637236184068,3248.4858319447912,545.508437198514,2152.6462107477405,213.62360445940556,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 07:00:00+00:00,355.1,0.13099999999999978,3605.0125,638.2294999999999,2282.867,197.254,446.4977688233812,-0.6916027123013362,3660.7079959622897,687.2353771434962,2252.1531003522678,215.5964536045328,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 08:00:00+00:00,328.3,0.13099999999999978,3610.7977499999997,728.32225,2264.47225,197.334,454.38616886311,-0.8282764152382884,3532.5599547989887,715.6129844359157,2205.7616295859934,224.29848722832793,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 09:00:00+00:00,323.8,0.13099999999999978,3355.696,695.8555000000001,2222.487,203.34699999999998,514.3457546918041,-0.09030526133859818,3641.4889203102593,650.6417739749451,2119.7760702610312,202.10907603518973,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 10:00:00+00:00,315.4,0.13099999999999978,3057.2782500000003,560.305,2180.912,205.444,458.5995441149238,-0.7977754260232199,3746.0722556263304,561.169945321199,2097.9378119354674,212.61844234280963,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
2026-01-24 11:00:00+00:00,311.0,0.13099999999999978,3083.1255,535.7132500000001,2102.65575,205.523,559.1352765905774,-0.41196316962946655,3351.0220515754163,562.6184475858543,2060.664646818915,203.7879014156955,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045,517.1155107490081,2.167402700892857,1834.600113635913,1129.9374063640873,1906.9052626835316,249.32908860119045
