date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2026-02-28 00:00:00+00:00,,9415.852512838901,9095.056109586383,9736.648916091417
2026-02-28 01:00:00+00:00,,9307.717880023252,8986.921476770734,9628.514283275768
2026-02-28 02:00:00+00:00,,9308.0899844122,8987.293581159684,9628.886387664716
2026-02-28 03:00:00+00:00,,9597.248059376594,9276.451656124078,9918.04446262911
2026-02-28 04:00:00+00:00,,9940.693400592436,9619.89699733992,10261.489803844954
2026-02-28 05:00:00+00:00,,10240.357037640606,9919.560634388088,10561.153440893122
2026-02-28 06:00:00+00:00,,10807.543043940661,10486.746640688145,11128.339447193177
2026-02-28 07:00:00+00:00,,11453.41776964724,11132.621366394724,11774.214172899758
2026-02-28 08:00:00+00:00,,11990.624831085706,11669.828427833188,12311.421234338222
2026-02-28 09:00:00+00:00,,12139.70466112066,11818.908257868143,12460.501064373177
2026-02-28 10:00:00+00:00,,12130.608923249856,11809.81251999734,12451.405326502374
2026-02-28 11:00:00+00:00,,11897.274184901817,11576.477781649299,12218.070588154333
2026-02-28 12:00:00+00:00,,11549.5534834042,11228.757080151681,11870.349886656715
2026-02-28 13:00:00+00:00,,11249.834030568149,10929.037627315633,11570.630433820666
2026-02-28 14:00:00+00:00,,11246.784762179315,10925.9883589268,11567.581165431831
2026-02-28 15:00:00+00:00,,11429.84160118117,11109.045197928652,11750.638004433686
2026-02-28 16:00:00+00:00,,11686.83045074597,11366.034047493455,12007.626853998487
2026-02-28 17:00:00+00:00,,11873.12318924541,11552.326785992893,12193.919592497927
2026-02-28 18:00:00+00:00,,11460.195496003491,11139.399092750973,11780.991899256007
2026-02-28 19:00:00+00:00,,10896.412258312394,10575.615855059878,11217.208661564911
2026-02-28 20:00:00+00:00,,10334.655156764211,10013.858753511695,10655.451560016727
2026-02-28 21:00:00+00:00,,9876.888714780944,9556.092311528428,10197.685118033462
2026-02-28 22:00:00+00:00,,9586.197300107542,9265.400896855026,9906.99370336006
2026-02-28 23:00:00+00:00,,9343.013070002005,9022.21666674949,9663.809473254521
2026-03-01 00:00:00+00:00,,9219.16416461275,8898.367761360232,9539.960567865266
2026-03-01 01:00:00+00:00,,9211.28176803437,8890.485364781855,9532.078171286887
2026-03-01 02:00:00+00:00,,9326.37811191468,9005.581708662165,9647.174515167198
2026-03-01 03:00:00+00:00,,9618.256073399622,9297.459670147105,9939.052476652138
2026-03-01 04:00:00+00:00,,9840.168202994812,9519.371799742294,10160.964606247328
2026-03-01 05:00:00+00:00,,10022.200400685877,9701.403997433361,10342.996803938393
2026-03-01 06:00:00+00:00,,10589.457215392282,10268.660812139764,10910.253618644798
2026-03-01 07:00:00+00:00,,11200.696506857772,10879.900103605256,11521.49291011029
2026-03-01 08:00:00+00:00,,11749.064200786372,11428.267797533856,12069.86060403889
2026-03-01 09:00:00+00:00,,12058.197256579833,11737.400853327317,12378.99365983235
2026-03-01 10:00:00+00:00,,12303.508420123148,11982.712016870631,12624.304823375664
2026-03-01 11:00:00+00:00,,12042.613961803161,11721.817558550643,12363.410365055677
2026-03-01 12:00:00+00:00,,11791.125239989278,11470.32883673676,12111.921643241794
2026-03-01 13:00:00+00:00,,11583.19230341855,11262.395900166033,11903.988706671065
2026-03-01 14:00:00+00:00,,11748.906116988273,11428.109713735757,12069.70252024079
2026-03-01 15:00:00+00:00,,11923.644158161685,11602.84775490917,12244.440561414202
2026-03-01 16:00:00+00:00,,12161.601407714696,11840.80500446218,12482.397810967213
2026-03-01 17:00:00+00:00,,12376.871313225278,12056.074909972762,12697.667716477794
2026-03-01 18:00:00+00:00,,12064.282230209054,11743.485826956537,12385.078633461571
2026-03-01 19:00:00+00:00,,11574.876669603158,11254.080266350642,11895.673072855674
2026-03-01 20:00:00+00:00,,11051.644038196207,10730.84763494369,11372.440441448724
2026-03-01 21:00:00+00:00,,10626.522128434506,10305.725725181988,10947.318531687022
2026-03-01 22:00:00+00:00,,10250.40045330622,9929.604050053704,10571.196856558736
2026-03-01 23:00:00+00:00,,9814.713858236944,9493.917454984428,10135.51026148946
2026-03-02 00:00:00+00:00,,9713.022862238524,9392.226458986008,10033.81926549104
2026-03-02 01:00:00+00:00,,9780.068385436929,9459.271982184413,10100.864788689447
2026-03-02 02:00:00+00:00,,10129.31290278092,9808.516499528403,10450.109306033437
2026-03-02 03:00:00+00:00,,10782.731627727835,10461.935224475317,11103.528030980351
2026-03-02 04:00:00+00:00,,11654.502113283703,11333.705710031187,11975.29851653622
2026-03-02 05:00:00+00:00,,12761.198509640295,12440.402106387779,13081.994912892811
2026-03-02 06:00:00+00:00,,13536.139505211813,13215.343101959297,13856.93590846433
2026-03-02 07:00:00+00:00,,13807.609012470908,13486.81260921839,14128.405415723424
2026-03-02 08:00:00+00:00,,13738.272318986517,13417.475915734001,14059.068722239033
2026-03-02 09:00:00+00:00,,13641.899723938175,13321.10332068566,13962.696127190691
2026-03-02 10:00:00+00:00,,13354.377611034317,13033.581207781801,13675.174014286833
2026-03-02 11:00:00+00:00,,12933.226145914667,12612.42974266215,13254.022549167183
2026-03-02 12:00:00+00:00,,12590.59976324289,12269.803359990374,12911.396166495408
2026-03-02 13:00:00+00:00,,12392.40826636097,12071.611863108452,12713.204669613486
2026-03-02 14:00:00+00:00,,12320.724858763528,11999.928455511012,12641.521262016044
2026-03-02 15:00:00+00:00,,12442.65638632856,12121.859983076043,12763.452789581075
2026-03-02 16:00:00+00:00,,12593.233524438941,12272.437121186425,12914.02992769146
