date,wind_onshore_50hz_actual,wind_onshore_50hz_fitted,wind_onshore_50hz_lower,wind_onshore_50hz_upper
2026-01-24 00:00:00+00:00,3710.34,4473.022729876679,2222.812498569077,6723.538038249463
2026-01-24 01:00:00+00:00,3372.12,4405.513491772197,2155.8676928201485,6656.395967318444
2026-01-24 02:00:00+00:00,2900.105,3833.0654631459665,1585.69537156684,6080.9806296354955
2026-01-24 03:00:00+00:00,2614.755,3644.970663694394,1392.032745295567,5895.951040889971
2026-01-24 04:00:00+00:00,2550.9825,3330.8025007178294,1079.217797433702,5581.167443816964
2026-01-24 05:00:00+00:00,2382.815,2929.8209662848285,680.5139667391818,5177.357396869371
2026-01-24 06:00:00+00:00,2343.13,2975.2151840349156,724.0420589488967,5220.883159806269
2026-01-24 07:00:00+00:00,2235.34,3079.155815373966,826.7579272972043,5325.862482422483
2026-01-24 08:00:00+00:00,2198.13,3012.2251462140093,761.3840172289661,5256.967617364914
2026-01-24 09:00:00+00:00,2126.3625,3125.3493589438062,874.6436770932696,5374.171290068834
2026-01-24 10:00:00+00:00,2109.0725,3284.562376078607,1032.904760527541,5532.453811178197
2026-01-24 11:00:00+00:00,2054.9849999999997,3116.558439129715,863.8444539583834,5365.729665960625
2026-01-24 12:00:00+00:00,2182.89,3035.2566072183417,785.0130567690385,5281.309065954626
2026-01-24 13:00:00+00:00,2224.1425,3022.765068662772,772.6552641790022,5270.7375718987805
2026-01-24 14:00:00+00:00,2228.9700000000003,2936.6485008255113,687.5211237626381,5183.58363387696
2026-01-24 15:00:00+00:00,2413.7575,3130.8033974373884,880.378560706873,5375.357255826566
2026-01-24 16:00:00+00:00,2660.6475,3067.510177670584,819.192754960226,5314.909057124616
2026-01-24 17:00:00+00:00,2861.4849999999997,3368.631660711466,1118.1909852530985,5613.35669001635
2026-01-24 18:00:00+00:00,2919.705,3603.740729197039,1350.8345741599023,5846.682496820647
2026-01-24 19:00:00+00:00,2648.0425,3332.7211208872395,1084.292905288567,5580.009207452957
2026-01-24 20:00:00+00:00,2411.0475,3116.829959287825,862.9039438003842,5364.333970173216
2026-01-24 21:00:00+00:00,2398.6949999999997,3042.721111317038,789.476237092977,5288.472590380474
2026-01-24 22:00:00+00:00,2566.3075,3065.475958037232,811.4330803630205,5312.781017279816
2026-01-24 23:00:00+00:00,2517.3075,2850.433173189073,598.4787695383379,5098.790400387337
2026-01-25 00:00:00+00:00,2539.15,2868.7471191958784,618.699079663782,5116.757096126707
2026-01-25 01:00:00+00:00,2739.6499999999996,3065.833397917285,817.1095108826621,5313.07295369464
2026-01-25 02:00:00+00:00,2867.205,3396.923127165437,1146.8024456133626,5644.190178454557
2026-01-25 03:00:00+00:00,2812.695,3260.1504879019394,1013.2445359047665,5508.712402987446
2026-01-25 04:00:00+00:00,2809.3125,3110.404856154681,861.1981230759939,5360.256877689108
2026-01-25 05:00:00+00:00,2759.835,2831.5295372002943,582.8941657917048,5079.910044221627
2026-01-25 06:00:00+00:00,2853.6949999999997,2570.5635998236066,320.76200264579165,4819.780254649313
2026-01-25 07:00:00+00:00,2807.735,2453.122662911962,206.50655166119986,4697.901400555728
2026-01-25 08:00:00+00:00,2597.28,2958.9813048543087,713.8348958427209,5204.823480135923
2026-01-25 09:00:00+00:00,2477.35,3143.3496294700017,896.3782940364222,5390.612982036875
2026-01-25 10:00:00+00:00,2654.65,2786.0597500473377,537.5662415699708,5032.69945078315
2026-01-25 11:00:00+00:00,2944.22,2673.830037084207,424.98979085223027,4921.123485043642
2026-01-25 12:00:00+00:00,3160.5,3909.970192604544,1662.2617420333836,6155.923221453622
2026-01-25 13:00:00+00:00,3567.4775,4276.908408130092,2029.7222003582544,6523.18692277043
2026-01-25 14:00:00+00:00,3829.0675,4465.320196261367,2219.2160877226006,6712.920324048944
2026-01-25 15:00:00+00:00,4124.705,4584.764557312062,2337.5917260204715,6832.315177662864
2026-01-25 16:00:00+00:00,4136.3225,5056.380027429267,2809.955167481016,7301.1377136193805
2026-01-25 17:00:00+00:00,4068.52,4959.771834719703,2713.32973206978,7206.974081641107
2026-01-25 18:00:00+00:00,3964.585,4591.507052833989,2342.591874329415,6834.587163471122
2026-01-25 19:00:00+00:00,3627.425,5030.978168369358,2780.3321172095434,7274.619345852588
2026-01-25 20:00:00+00:00,3234.27,5078.650525124791,2828.404297402656,7322.652461129918
2026-01-25 21:00:00+00:00,2872.0,4533.340065831207,2283.666043305919,6776.417993835634
2026-01-25 22:00:00+00:00,2803.8125,4646.318276781223,2393.241629388058,6888.634476640789
2026-01-25 23:00:00+00:00,2758.7525,5345.354322781306,3090.5930273785198,7589.622988975267
2026-01-26 00:00:00+00:00,2485.41,6034.859994561535,3789.0998675517176,8282.132705789783
2026-01-26 01:00:00+00:00,2291.805,6708.141063840179,4459.022672477345,8956.417190943128
2026-01-26 02:00:00+00:00,2064.0074999999997,7536.790611071517,5293.055093995872,9787.162210462233
2026-01-26 03:00:00+00:00,1916.6550000000002,7539.603064274727,5295.8486982147615,9786.873144871206
2026-01-26 04:00:00+00:00,1750.685,6912.760549372912,4665.721046005426,9159.70438957654
2026-01-26 05:00:00+00:00,1592.7925,6414.7742973674685,4169.736212890008,8662.359024172061
2026-01-26 06:00:00+00:00,1548.2425000000003,5805.294369689609,3557.780135903957,8051.435272307065
2026-01-26 07:00:00+00:00,1446.935,5105.438736966745,2858.404403529044,7353.09807749916
2026-01-26 08:00:00+00:00,1188.6025,4485.703500979631,2236.99966236547,6734.093327329039
