date,wind_offshore_rte_actual,wind_offshore_rte_fitted,wind_offshore_rte_lower,wind_offshore_rte_upper
2026-01-24 00:00:00+00:00,1739.5699999999997,1653.5076880991778,1288.4032972504417,2018.1773991294026
2026-01-24 01:00:00+00:00,1741.8525,1683.2387442430977,1319.9996637257923,2048.9706395624394
2026-01-24 02:00:00+00:00,1751.145,1655.6067760446404,1291.6026969197212,2022.471112545711
2026-01-24 03:00:00+00:00,1757.3325,1617.8698857990084,1253.3597999012113,1984.6073109011477
2026-01-24 04:00:00+00:00,1758.0575,1591.0961469006122,1226.9333384319239,1957.4454317717377
2026-01-24 05:00:00+00:00,1761.3399999999997,1578.2207870697991,1213.8157206830806,1943.407444076675
2026-01-24 06:00:00+00:00,1776.0175,1567.1480233233651,1203.1324032490302,1932.7889258795185
2026-01-24 07:00:00+00:00,1763.9225000000001,1570.5724230132603,1206.3868476184007,1935.4248117104435
2026-01-24 08:00:00+00:00,1757.6475,1523.8948262726192,1159.714079181172,1889.0409864807557
2026-01-24 09:00:00+00:00,1704.5749999999998,1500.9015829495352,1137.7992233930495,1867.744548594007
2026-01-24 10:00:00+00:00,1700.0675,1388.2097682918072,1022.3683422764668,1752.6507199496646
2026-01-24 11:00:00+00:00,1631.2325,1356.2796621256132,992.2008205679758,1720.830616526132
2026-01-24 12:00:00+00:00,1438.6325,1141.5924241773696,775.8602134995551,1505.9393936121883
2026-01-24 13:00:00+00:00,1349.665,1047.3576250925266,681.0881765860029,1411.437030174226
2026-01-24 14:00:00+00:00,1055.1725000000001,948.2427146054736,582.6680409947198,1312.3877701240276
2026-01-24 15:00:00+00:00,1058.0925,914.9603587895335,549.8872775623861,1279.9145447065985
2026-01-24 16:00:00+00:00,1225.885,988.579128959896,624.7097908373474,1353.924322595619
2026-01-24 17:00:00+00:00,1229.25,1018.0122292226772,653.8276219528018,1383.0871188414385
2026-01-24 18:00:00+00:00,1332.4075,1179.7783519478444,815.537298959359,1544.971207143119
2026-01-24 19:00:00+00:00,1587.025,1220.7095351112898,856.3412372344706,1585.0236282038559
2026-01-24 20:00:00+00:00,1405.4625,1121.7520977128497,756.3329534143904,1486.0774003774177
2026-01-24 21:00:00+00:00,1191.5500000000002,1154.4517459406743,789.9650746635291,1520.6085846894246
2026-01-24 22:00:00+00:00,1091.385,1137.6282981872755,773.458277663555,1503.1319626470138
2026-01-24 23:00:00+00:00,1070.515,1084.6544812569996,720.0452350771221,1449.7528137974084
2026-01-25 00:00:00+00:00,990.8125,964.1952157724127,600.1256877916558,1330.536983279765
2026-01-25 01:00:00+00:00,1225.54,1009.4541791595823,645.7179565304191,1374.3843663175476
2026-01-25 02:00:00+00:00,1359.37,1061.459438937803,698.0831130535072,1427.8767953081187
2026-01-25 03:00:00+00:00,1436.8525,1109.5358995769093,745.603380819617,1475.2390450179641
2026-01-25 04:00:00+00:00,1277.995,1115.3901080057194,750.5039498331109,1479.74869582987
2026-01-25 05:00:00+00:00,1222.645,1187.6961521815297,823.830466435057,1552.2386626337293
2026-01-25 06:00:00+00:00,1162.9575,1134.4277214340755,767.0425558955221,1497.1881619450742
2026-01-25 07:00:00+00:00,1171.1399999999999,1242.4799117036973,879.2616571237613,1608.3181374518838
2026-01-25 08:00:00+00:00,847.725,1081.3639913352913,715.0012831074955,1445.0595977225785
2026-01-25 09:00:00+00:00,841.1175000000001,1093.4724164717531,729.2385039848114,1458.776698802777
2026-01-25 10:00:00+00:00,561.86,960.4139283831505,596.0584782949409,1325.4922878019352
2026-01-25 11:00:00+00:00,467.80499999999995,759.990951273239,394.9081996141225,1125.158153597713
2026-01-25 12:00:00+00:00,263.8675,596.7152934509248,231.03888122510932,960.8127974353542
2026-01-25 13:00:00+00:00,451.695,499.80664575983906,135.0218506752359,864.4667790262993
2026-01-25 14:00:00+00:00,216.125,447.43164282616914,82.41530715902138,811.5121911780809
2026-01-25 15:00:00+00:00,160.29250000000002,264.89814732298834,-101.26034948514462,628.7756556264428
2026-01-25 16:00:00+00:00,138.3775,298.1879852077014,-66.0597519975289,662.7149748924998
2026-01-25 17:00:00+00:00,219.01,387.0894178830141,20.530953563562207,750.3459310052033
2026-01-25 18:00:00+00:00,157.77250000000004,520.0224437609875,154.49465611472607,885.2704798606377
2026-01-25 19:00:00+00:00,213.495,573.5354538814314,208.5524050025753,938.8614220210711
2026-01-25 20:00:00+00:00,374.5725,573.9850204177109,209.52121755708725,939.3356031798132
2026-01-25 21:00:00+00:00,276.6425,455.70206748675866,90.00795159961069,819.0522615354056
2026-01-25 22:00:00+00:00,298.235,458.51026736305334,93.81398050008085,823.2790109598202
2026-01-25 23:00:00+00:00,222.265,392.76479665337473,28.00854953819669,757.2443375879011
2026-01-26 00:00:00+00:00,161.35249999999996,274.84856138374096,-90.58819672377012,639.241707186139
2026-01-26 01:00:00+00:00,108.07499999999999,378.84501966486846,13.108131947933543,743.0337444249097
2026-01-26 02:00:00+00:00,158.375,361.8383566567329,-1.931901907266024,726.4623662518984
2026-01-26 03:00:00+00:00,203.10249999999996,255.33484261630537,-109.27784202583382,620.0972908219534
2026-01-26 04:00:00+00:00,128.4925,247.01004628901052,-118.27884263897954,612.6413750847831
2026-01-26 05:00:00+00:00,90.18,152.26372661363723,-213.16701445929027,516.456997633856
2026-01-26 06:00:00+00:00,54.27999999999997,-12.446830830758586,-374.573765734449,355.0142983462644
2026-01-26 07:00:00+00:00,47.315000000000055,-13.746883632943991,-378.9865287338814,349.3116169879354
