date,wind_onshore_ampr_actual,wind_onshore_ampr_fitted,wind_onshore_ampr_lower,wind_onshore_ampr_upper
2026-02-28 00:00:00+00:00,,3112.9927,2829.77617243918,3396.2093430308278
2026-02-28 01:00:00+00:00,,3492.3684,3209.151855152869,3775.585025744517
2026-02-28 02:00:00+00:00,,3694.1843,3410.9676768328527,3977.400847424501
2026-02-28 03:00:00+00:00,,3361.4038,3078.1871491572083,3644.6203197488567
2026-02-28 04:00:00+00:00,,3520.369,3237.152320875759,3803.5854914674073
2026-02-28 05:00:00+00:00,,3895.9036,3612.6870756054204,4179.120246197068
2026-02-28 06:00:00+00:00,,3498.3657,3215.1491627814976,3781.5823333731455
2026-02-28 07:00:00+00:00,,3339.838,3056.621239718345,3623.0544103099933
2026-02-28 08:00:00+00:00,,3911.3894,3628.1727776625294,4194.605948254178
2026-02-28 09:00:00+00:00,,6035.874,5752.657640269943,6319.090810861591
2026-02-28 10:00:00+00:00,,5593.7383,5310.521773257279,5876.9549438489275
2026-02-28 11:00:00+00:00,,7889.9995,7606.783235446277,8173.216406037924
2026-02-28 12:00:00+00:00,,7979.143,7695.9267416008815,8262.359912192529
2026-02-28 13:00:00+00:00,,8486.995,8203.7780951567,8770.211265748347
2026-02-28 14:00:00+00:00,,8400.205,8116.988744778196,8683.421915369843
2026-02-28 15:00:00+00:00,,8649.149,8365.933111326658,8932.366281918305
2026-02-28 16:00:00+00:00,,8718.841,8435.624123498888,9002.057294090537
2026-02-28 17:00:00+00:00,,8932.026,8648.809325849474,9215.242496441118
2026-02-28 18:00:00+00:00,,8690.0625,8406.84628770357,8973.27945829522
2026-02-28 19:00:00+00:00,,8271.357,7988.141257626169,8554.574428217817
2026-02-28 20:00:00+00:00,,7356.0864,7072.869946248517,7639.303116840166
2026-02-28 21:00:00+00:00,,6447.412,6164.195398573287,6730.6285691649355
2026-02-28 22:00:00+00:00,,5543.4346,5260.218174887398,5826.651345479046
2026-02-28 23:00:00+00:00,,3723.9429,3440.7262934797213,4007.1594640713693
2026-03-01 00:00:00+00:00,,3001.9724,2718.755900379764,3285.1890709714125
2026-03-01 01:00:00+00:00,,3170.968,2887.751413978304,3454.1845845699518
2026-03-01 02:00:00+00:00,,2654.399,2371.1824373658214,2937.6156079574694
2026-03-01 03:00:00+00:00,,1908.0763,1624.8596739183745,2191.292844510023
2026-03-01 04:00:00+00:00,,1756.0844,1472.8677307964292,2039.3009013880774
2026-03-01 05:00:00+00:00,,1450.6132,1167.3965088798504,1733.8296794714986
2026-03-01 06:00:00+00:00,,1397.0438,1113.8272096149617,1680.2603802066099
2026-03-01 07:00:00+00:00,,1429.9907,1146.7741211851428,1713.207291776791
2026-03-01 08:00:00+00:00,,979.461,696.2444604774953,1262.6776310691437
2026-03-01 09:00:00+00:00,,676.3067,393.0901352296237,959.5233058212718
2026-03-01 10:00:00+00:00,,1017.3,734.083373112328,1300.5165437039764
2026-03-01 11:00:00+00:00,,1184.8888,901.6721617157089,1468.1053323073572
2026-03-01 12:00:00+00:00,,1265.6196,982.4029981057993,1548.8361686974476
2026-03-01 13:00:00+00:00,,1342.3654,1059.1487299658565,1625.5819005575047
2026-03-01 14:00:00+00:00,,1319.951,1036.734383461444,1603.167554053092
2026-03-01 15:00:00+00:00,,1386.8964,1103.6797727140965,1670.1129433057447
2026-03-01 16:00:00+00:00,,2131.4663,1848.249680925915,2414.6828515175634
2026-03-01 17:00:00+00:00,,1889.4216,1606.2050460391506,2172.6382166307985
2026-03-01 18:00:00+00:00,,3360.5603,3077.343712841423,3643.776883433071
2026-03-01 19:00:00+00:00,,3030.0833,2746.8667699794805,3313.299940571129
2026-03-01 20:00:00+00:00,,2645.1335,2361.9170341169465,2928.3502047085944
2026-03-01 21:00:00+00:00,,2877.257,2594.0404411944915,3160.4736117861394
2026-03-01 22:00:00+00:00,,3294.407,3011.1903437450133,3577.623514336661
2026-03-01 23:00:00+00:00,,3260.4688,2977.252192008635,3543.6853626002835
2026-03-02 00:00:00+00:00,,2961.7517,2678.5352045872123,3244.9683751788607
2026-03-02 01:00:00+00:00,,2718.7236,2435.5070551643876,3001.940225756036
2026-03-02 02:00:00+00:00,,1898.253,1615.0364405550092,2181.4696111466574
2026-03-02 03:00:00+00:00,,2155.0017,1871.7852166572868,2438.218387248935
2026-03-02 04:00:00+00:00,,2782.5515,2499.334991981358,3065.768162573006
2026-03-02 05:00:00+00:00,,3316.0625,3032.8459145141474,3599.2790851057957
2026-03-02 06:00:00+00:00,,3623.3408,3340.1240974897223,3906.5572680813707
2026-03-02 07:00:00+00:00,,3940.8494,3657.6328284185743,4224.065999010222
2026-03-02 08:00:00+00:00,,3227.1428,2943.926244736291,3510.3594153279396
2026-03-02 09:00:00+00:00,,2542.8025,2259.585930143709,2826.0191007353574
2026-03-02 10:00:00+00:00,,2036.4652,1753.2485711871377,2319.681741778786
2026-03-02 11:00:00+00:00,,2499.9172,2216.700715140775,2783.1338857324236
2026-03-02 12:00:00+00:00,,2266.5376,1983.3209885409392,2549.7541591325876
2026-03-02 13:00:00+00:00,,1948.1666,1664.9499804433187,2231.383151034967
2026-03-02 14:00:00+00:00,,1712.2595,1429.042920694401,1995.476091286049
2026-03-02 15:00:00+00:00,,1113.0336,829.8168813922077,1396.2500519838559
2026-03-02 16:00:00+00:00,,1081.2308,798.0142258876845,1364.4473964793326
2026-03-02 17:00:00+00:00,,1217.7998,934.5831524073053,1501.0163229989537
2026-03-02 18:00:00+00:00,,2049.4082,1766.1916385052189,2332.624809096867
