date,solar_tran_actual,solar_tran_fitted,solar_tran_lower,solar_tran_upper
2026-01-24 00:00:00+00:00,0.0,9.505468819197631,-245.7028588945891,264.71379653298436
2026-01-24 01:00:00+00:00,0.0,9.505468819197631,-245.7028588945891,264.71379653298436
2026-01-24 02:00:00+00:00,0.0,3.294233727874257,-251.91409398591236,258.5025614416611
2026-01-24 03:00:00+00:00,0.0,2.6511409435535143,-252.5571867702331,257.85946865734024
2026-01-24 04:00:00+00:00,0.0,8.862376034876888,-246.34595167890984,264.0707037486636
2026-01-24 05:00:00+00:00,0.0,2.6511409435535143,-252.5571867702331,257.85946865734024
2026-01-24 06:00:00+00:00,0.0,4.2569627141459705,-250.95136499964087,259.4652904279327
2026-01-24 07:00:00+00:00,130.00675,139.9235160307959,-115.28481168299095,395.1318437445826
2026-01-24 08:00:00+00:00,782.4245,653.9571792497346,398.7488515359479,909.1655069635214
2026-01-24 09:00:00+00:00,1648.03275,1065.7757888214885,810.5674611077017,1320.9841165352752
2026-01-24 10:00:00+00:00,2442.44225,1630.7534459294216,1375.5451182156348,1885.9617736432083
2026-01-24 11:00:00+00:00,2872.9667499999996,2298.4759661438384,2043.2676384300516,2553.684293857625
2026-01-24 12:00:00+00:00,2764.85225,1766.8357134992098,1511.627385785423,2022.0440412129965
2026-01-24 13:00:00+00:00,2002.515,1704.0397957748319,1448.8314680610451,1959.2481234886186
2026-01-24 14:00:00+00:00,942.85475,1246.3737745847993,991.1654468710125,1501.582102298586
2026-01-24 15:00:00+00:00,223.12099999999987,315.40071386109184,60.192386147305115,570.6090415748786
2026-01-24 16:00:00+00:00,0.21925000000010186,14.771434703800992,-240.43689300998562,269.97976241758784
2026-01-24 17:00:00+00:00,0.0,8.821908360180487,-246.38641935360624,264.0302360739672
2026-01-24 18:00:00+00:00,0.0,8.464396823959078,-246.74393088982765,263.6727245377458
2026-01-24 19:00:00+00:00,0.0,9.427125810230677,-245.78120190355617,264.6354535240174
2026-01-24 20:00:00+00:00,0.0,3.1602726751419823,-252.04805503864486,258.3686003889287
2026-01-24 21:00:00+00:00,0.0,3.2158907189073034,-251.99243699487943,258.42421843269403
2026-01-24 22:00:00+00:00,0.0,3.2158907189073034,-251.99243699487943,258.42421843269403
2026-01-24 23:00:00+00:00,0.0,3.2158907189073034,-251.99243699487943,258.42421843269403
2026-01-25 00:00:00+00:00,0.0,4.2569627141459705,-250.95136499964087,259.4652904279327
2026-01-25 01:00:00+00:00,0.0,4.2569627141459705,-250.95136499964087,259.4652904279327
2026-01-25 02:00:00+00:00,0.0,4.2569627141459705,-250.95136499964087,259.4652904279327
2026-01-25 03:00:00+00:00,0.0,3.294233727874257,-251.91409398591236,258.5025614416611
2026-01-25 04:00:00+00:00,0.0,3.294233727874257,-251.91409398591236,258.5025614416611
2026-01-25 05:00:00+00:00,0.0,3.294233727874257,-251.91409398591236,258.5025614416611
2026-01-25 06:00:00+00:00,0.0,3.294233727874257,-251.91409398591236,258.5025614416611
2026-01-25 07:00:00+00:00,76.65625,100.5899855499772,-154.61834216380953,355.79831326376404
2026-01-25 08:00:00+00:00,408.6890000000001,298.7686827557261,43.560355041939374,553.9770104695128
2026-01-25 09:00:00+00:00,723.184,893.4785961251032,638.2702684113165,1148.68692383889
2026-01-25 10:00:00+00:00,952.256,1002.3655012276596,747.1571735138727,1257.5738289414462
2026-01-25 11:00:00+00:00,1090.20325,1206.4341657151397,951.2258380013529,1461.6424934289266
2026-01-25 12:00:00+00:00,1037.53925,1165.0102212095458,909.8018934957589,1420.2185489233325
2026-01-25 13:00:00+00:00,745.98775,695.0631317113799,439.8548039975931,950.2714594251667
2026-01-25 14:00:00+00:00,328.1600000000001,399.89402124218566,144.68569352839882,655.1023489559724
2026-01-25 15:00:00+00:00,64.48775000000012,34.84779746462425,-220.3605302491626,290.056125178411
2026-01-25 16:00:00+00:00,0.18875000000002728,-7.569458887225778,-262.7777866010124,247.63886882656095
2026-01-25 17:00:00+00:00,0.0,1.5756295774905311,-253.63269813629609,256.78395729127726
2026-01-25 18:00:00+00:00,0.0,0.6458644617744085,-254.56246325201232,255.85419217556114
2026-01-25 19:00:00+00:00,0.0,1.5756295774905311,-253.63269813629609,256.78395729127726
2026-01-25 20:00:00+00:00,0.0,0.6458644617744085,-254.56246325201232,255.85419217556114
2026-01-25 21:00:00+00:00,0.0,0.6458644617744085,-254.56246325201232,255.85419217556114
2026-01-25 22:00:00+00:00,0.0,0.6458644617744085,-254.56246325201232,255.85419217556114
2026-01-25 23:00:00+00:00,0.0,0.6458644617744085,-254.56246325201232,255.85419217556114
2026-01-26 00:00:00+00:00,0.0,2.6167015727291982,-252.59162614105753,257.8250292865159
2026-01-26 01:00:00+00:00,0.0,2.6167015727291982,-252.59162614105753,257.8250292865159
2026-01-26 02:00:00+00:00,0.0,2.6167015727291982,-252.59162614105753,257.8250292865159
2026-01-26 03:00:00+00:00,0.0,3.1607424967552333,-252.0475852170316,258.36907021054196
2026-01-26 04:00:00+00:00,0.0,3.1607424967552333,-252.0475852170316,258.36907021054196
2026-01-26 05:00:00+00:00,0.0,3.1607424967552333,-252.0475852170316,258.36907021054196
2026-01-26 06:00:00+00:00,0.0,3.1607424967552333,-252.0475852170316,258.36907021054196
2026-01-26 07:00:00+00:00,33.362750000000005,44.97729167549255,-210.23103603829418,300.1856193892794
2026-01-26 08:00:00+00:00,191.5319999999998,327.6212267266543,72.41289901286757,582.829554440441
2026-01-26 09:00:00+00:00,385.50775,484.3444598044191,229.13613209063237,739.552787518206
