date,wind_onshore_rte_actual,wind_onshore_rte_fitted,wind_onshore_rte_lower,wind_onshore_rte_upper
2026-01-24 00:00:00+00:00,9248.9925,7606.071167047774,6064.195154534663,9147.947179560884
2026-01-24 01:00:00+00:00,9054.4575,9271.282125275955,7729.406112762844,10813.158137789067
2026-01-24 02:00:00+00:00,8453.6725,9637.162447534283,8095.286435021171,11179.038460047395
2026-01-24 03:00:00+00:00,7822.18,7207.926515788682,5666.050503275571,8749.802528301794
2026-01-24 04:00:00+00:00,7401.5425,5976.070025561039,4434.194013047928,7517.946038074151
2026-01-24 05:00:00+00:00,7361.8025,5915.096891389263,4373.220878876152,7456.972903902375
2026-01-24 06:00:00+00:00,7242.1475,4851.877704465486,3310.001691952375,6393.753716978598
2026-01-24 07:00:00+00:00,7080.15,5000.950664526851,3459.074652013739,6542.826677039962
2026-01-24 08:00:00+00:00,6642.0225,4128.837485522816,2586.9614730097046,5670.713498035928
2026-01-24 09:00:00+00:00,6179.6,5149.2987114110165,3607.4226988979053,6691.174723924129
2026-01-24 10:00:00+00:00,5755.7675,4354.0883975837105,2812.212385070599,5895.964410096822
2026-01-24 11:00:00+00:00,5502.2225,3901.771852049158,2359.8958395360464,5443.647864562269
2026-01-24 12:00:00+00:00,5653.665,3855.7521762079145,2313.876163694803,5397.628188721026
2026-01-24 13:00:00+00:00,5814.6625,3957.3469297143156,2415.470917201204,5499.222942227427
2026-01-24 14:00:00+00:00,5457.4575,5192.7080146982335,3650.8320021851223,6734.584027211345
2026-01-24 15:00:00+00:00,5534.4775,6288.870698869101,4746.994686355989,7830.746711382212
2026-01-24 16:00:00+00:00,6290.9025,7219.692058096911,5677.8160455838,8761.568070610023
2026-01-24 17:00:00+00:00,7474.08,10621.457445228378,9079.581432715266,12163.333457741488
2026-01-24 18:00:00+00:00,7984.18,9006.415058720635,7464.539046207523,10548.291071233747
2026-01-24 19:00:00+00:00,8008.5225,10288.524148866236,8746.648136353124,11830.400161379348
2026-01-24 20:00:00+00:00,7399.6975,10440.883972421185,8899.007959908073,11982.759984934295
2026-01-24 21:00:00+00:00,6893.0675,8463.694189772692,6921.818177259581,10005.570202285804
2026-01-24 22:00:00+00:00,6574.422500000001,7174.8448354717,5632.968822958589,8716.720847984812
2026-01-24 23:00:00+00:00,6230.6075,6402.370916380503,4860.494903867391,7944.2469288936145
2026-01-25 00:00:00+00:00,5839.16,6040.072042468648,4498.196029955537,7581.94805498176
2026-01-25 01:00:00+00:00,5578.1224999999995,6358.362254807227,4816.486242294115,7900.238267320338
2026-01-25 02:00:00+00:00,5523.1925,6379.693004596258,4837.816992083147,7921.56901710937
2026-01-25 03:00:00+00:00,5647.59,5399.181496110217,3857.3054835971056,6941.057508623328
2026-01-25 04:00:00+00:00,5954.0575,4488.273512989053,2946.3975004759423,6030.149525502165
2026-01-25 05:00:00+00:00,6186.555,4592.320980416054,3050.444967902943,6134.196992929166
2026-01-25 06:00:00+00:00,6184.5725,4060.0723295898406,2518.1963170767294,5601.948342102952
2026-01-25 07:00:00+00:00,6431.6125,3993.228451569508,2451.352439056396,5535.104464082619
2026-01-25 08:00:00+00:00,6351.76,5925.396129269565,4383.520116756454,7467.272141782676
2026-01-25 09:00:00+00:00,6310.9875,8003.482326266816,6461.606313753705,9545.358338779926
2026-01-25 10:00:00+00:00,5732.5475,5941.3856208083325,4399.5096082952205,7483.261633321444
2026-01-25 11:00:00+00:00,5466.9275,6921.787905214057,5379.911892700946,8463.663917727168
2026-01-25 12:00:00+00:00,5077.8,4966.166213568433,3424.2902010553216,6508.042226081545
2026-01-25 13:00:00+00:00,4737.275,7159.9165686164615,5618.04055610335,8701.792581129574
2026-01-25 14:00:00+00:00,4511.5975,7260.106664096691,5718.23065158358,8801.982676609801
2026-01-25 15:00:00+00:00,4290.5675,6319.395412446074,4777.519399932963,7861.271424959186
2026-01-25 16:00:00+00:00,3858.2799999999997,5563.400751325488,4021.524738812377,7105.276763838599
2026-01-25 17:00:00+00:00,3856.2875,5464.94849055981,3923.0724780466985,7006.824503072921
2026-01-25 18:00:00+00:00,3566.79,6089.987949013319,4548.111936500208,7631.863961526431
2026-01-25 19:00:00+00:00,3072.2325,5384.267276047055,3842.3912635339434,6926.143288560166
2026-01-25 20:00:00+00:00,2928.2375,4416.538210866423,2874.6621983533114,5958.414223379534
2026-01-25 21:00:00+00:00,2736.5225,4154.951033857503,2613.075021344391,5696.827046370614
2026-01-25 22:00:00+00:00,2737.6825,3611.6007704506,2069.724757937488,5153.476782963711
2026-01-25 23:00:00+00:00,2699.7799999999997,4238.254141909241,2696.3781293961297,5780.1301544223525
2026-01-26 00:00:00+00:00,2578.675,3688.58229079009,2146.7062782769785,5230.458303303201
2026-01-26 01:00:00+00:00,2535.6150000000002,3145.904497845052,1604.0284853319408,4687.780510358164
2026-01-26 02:00:00+00:00,2545.1075,2633.6643624626067,1091.7883499494951,4175.540374975718
2026-01-26 03:00:00+00:00,2569.285,2620.3424121856447,1078.466399672533,4162.218424698756
2026-01-26 04:00:00+00:00,2477.1225,3505.1148451786335,1963.2388326655223,5046.990857691745
2026-01-26 05:00:00+00:00,2416.2025,3272.7585215750523,1730.8825090619407,4814.6345340881635
2026-01-26 06:00:00+00:00,2366.055,2903.426490071429,1361.5504775583177,4445.302502584541
2026-01-26 07:00:00+00:00,2254.91,3164.771392645912,1622.8953801328007,4706.647405159024
2026-01-26 08:00:00+00:00,2185.65,3344.934868306119,1803.0588557930078,4886.810880819231
