date,wind_onshore_tran_actual,wind_onshore_tran_fitted,wind_onshore_tran_lower,wind_onshore_tran_upper
2026-01-24 00:00:00+00:00,576.3847499999999,382.7360195727403,240.07045251467193,525.4015866308087
2026-01-24 01:00:00+00:00,369.92325,369.23042546000386,226.5648584019355,511.89599251807226
2026-01-24 02:00:00+00:00,301.75275,254.95753789421525,112.29197083614687,397.6231049522836
2026-01-24 03:00:00+00:00,231.29525,201.41308103336073,58.74751397529235,344.0786480914291
2026-01-24 04:00:00+00:00,203.279,242.31390695990336,99.64833990183499,384.97947401797177
2026-01-24 05:00:00+00:00,206.83575,124.74898950478598,-17.916577553282366,267.4145565628544
2026-01-24 06:00:00+00:00,199.9515,196.51963858053367,53.85407152246529,339.18520563860204
2026-01-24 07:00:00+00:00,187.0145,192.94874576813592,50.283178710067546,335.6143128262043
2026-01-24 08:00:00+00:00,174.12224999999998,218.37847087741045,75.71290381934205,361.0440379354788
2026-01-24 09:00:00+00:00,145.111,160.42433755178405,17.7587704937157,303.0899046098524
2026-01-24 10:00:00+00:00,130.722,58.975157697601674,-83.69040936046673,201.64072475567005
2026-01-24 11:00:00+00:00,101.53824999999998,95.2158526173128,-47.44971444075554,237.88141967538115
2026-01-24 12:00:00+00:00,124.209,123.01513259968345,-19.650434458384893,265.6806996577518
2026-01-24 13:00:00+00:00,119.85699999999997,110.97997623595904,-31.685590822109305,253.6455432940274
2026-01-24 14:00:00+00:00,148.82875,116.17532463006657,-26.490242428001807,258.84089168813495
2026-01-24 15:00:00+00:00,257.42575,159.9854802396926,17.3199131816242,302.65104729776095
2026-01-24 16:00:00+00:00,242.86275,205.01281221695726,62.34724515888888,347.67837927502563
2026-01-24 17:00:00+00:00,255.12975,267.5831773732254,124.91761031515702,410.2487444312938
2026-01-24 18:00:00+00:00,230.31824999999998,257.24176577990823,114.57619872183986,399.9073328379766
2026-01-24 19:00:00+00:00,194.311,230.22250630982592,87.55693925175751,372.88807336789426
2026-01-24 20:00:00+00:00,195.93525,200.2624944462317,57.59692738816335,342.92806150430005
2026-01-24 21:00:00+00:00,186.2525,199.81751365347824,57.15194659540987,342.4830807115466
2026-01-24 22:00:00+00:00,178.9535,273.39744624898964,130.73187919092126,416.063013307058
2026-01-24 23:00:00+00:00,168.465,225.037147325778,82.37158026770959,367.70271438384634
2026-01-25 00:00:00+00:00,147.68824999999998,247.59340834812843,104.92784129006009,390.25897540619684
2026-01-25 01:00:00+00:00,148.281,231.69205228518854,89.02648522712019,374.35761934325694
2026-01-25 02:00:00+00:00,148.33075,321.77997197096266,179.11440491289432,464.44553902903107
2026-01-25 03:00:00+00:00,146.05025,194.37364726493342,51.70808020686502,337.03921432300183
2026-01-25 04:00:00+00:00,106.75774999999999,146.66933704585185,4.003769987783528,289.3349041039202
2026-01-25 05:00:00+00:00,85.94299999999998,222.68243742837595,80.01687037030757,365.3480044864443
2026-01-25 06:00:00+00:00,87.67075,127.30056356256023,-15.365003495508176,269.9661306206286
2026-01-25 07:00:00+00:00,88.47375,140.8402693258522,-1.8252977322161996,283.5058363839206
2026-01-25 08:00:00+00:00,80.18299999999999,53.56458688415751,-89.10098017391084,196.23015394222585
2026-01-25 09:00:00+00:00,77.45999999999998,87.79426077936466,-54.871306278703685,230.45982783743307
2026-01-25 10:00:00+00:00,81.72249999999997,62.27506719852016,-80.39049985954824,204.94063425658854
2026-01-25 11:00:00+00:00,91.58875,60.16835072079766,-82.49721633727074,202.833917778866
2026-01-25 12:00:00+00:00,104.90725000000003,74.21244340537447,-68.45312365269388,216.87801046344282
