date,solar_ampr_actual,solar_ampr_fitted,solar_ampr_lower,solar_ampr_upper
2026-02-12 07:00:00+00:00,368.59574999999995,345.40280392138925,60.28457483141392,630.5210330113645
2026-02-12 08:00:00+00:00,1026.9955,925.4053827595777,640.2871536696025,1210.523611849553
2026-02-12 09:00:00+00:00,1323.38225,1733.2159040295096,1448.0976749395343,2018.3341331194847
2026-02-12 10:00:00+00:00,1403.8425,2202.6978940730082,1917.5796649830331,2487.816123162984
2026-02-12 11:00:00+00:00,1577.7932500000002,2284.696190840347,1999.5779617503717,2569.8144199303224
2026-02-12 12:00:00+00:00,1616.2255,2141.9221459538235,1856.8039168638484,2427.040375043799
2026-02-12 13:00:00+00:00,1549.1889999999999,1734.637889619605,1449.5196605296296,2019.75611870958
2026-02-12 14:00:00+00:00,1167.482,1186.2786342649624,901.1604051749872,1471.3968633549378
2026-02-12 15:00:00+00:00,624.7865,434.46277370825055,149.34454461827545,719.5810027982258
2026-02-12 16:00:00+00:00,54.375,73.45901832817185,-211.65921076180325,358.5772474181472
2026-02-12 17:00:00+00:00,0.0012500000000272848,-0.18453180932351643,-285.3027608992986,284.9336972806518
2026-02-12 18:00:00+00:00,0.0,0.30023974670757525,-284.8179893432675,285.4184688366829
2026-02-12 19:00:00+00:00,0.0,0.049050540655343866,-285.06917854931976,285.1672796306307
2026-02-12 20:00:00+00:00,0.0,0.5790669608959433,-284.5391621290794,285.69729605087105
2026-02-12 21:00:00+00:00,0.0,-2.8610742046957967,-287.9793032946709,282.25715488527953
2026-02-12 22:00:00+00:00,0.0,-2.8610742046957967,-287.9793032946709,282.25715488527953
2026-02-12 23:00:00+00:00,0.0,-2.8610742046957967,-287.9793032946709,282.25715488527953
2026-02-13 00:00:00+00:00,0.0,-3.5113756887501495,-288.62960477872525,281.6068534012252
2026-02-13 01:00:00+00:00,0.0,-3.129871025909324,-288.24810011588465,281.988358064066
2026-02-13 02:00:00+00:00,0.0,-3.129871025909324,-288.24810011588465,281.988358064066
2026-02-13 03:00:00+00:00,0.0,-3.129871025909324,-288.24810011588465,281.988358064066
2026-02-13 04:00:00+00:00,0.0,5.29845529045474,-279.8197737995206,290.41668438043007
2026-02-13 05:00:00+00:00,0.0,14.892298125112575,-270.2259309648625,300.0105272150879
2026-02-13 06:00:00+00:00,10.804499999999962,86.2219879329848,-198.89624115699053,371.3402170229599
2026-02-13 07:00:00+00:00,414.817,356.06819645423866,70.94996736426356,641.1864255442139
2026-02-13 08:00:00+00:00,1304.87825,911.7322341149782,626.614005025003,1196.8504632049535
2026-02-13 09:00:00+00:00,2383.9317499999997,1516.8088100018783,1231.690580911903,1801.9270390918534
2026-02-13 10:00:00+00:00,2836.627,2069.3657401925484,1784.2475111025733,2354.483969282524
2026-02-13 11:00:00+00:00,2842.67225,2314.6737190188933,2029.5554899289182,2599.7919481088684
2026-02-13 12:00:00+00:00,2837.80525,2221.0984101923227,1935.9801811023476,2506.2166392822983
2026-02-13 13:00:00+00:00,2249.72,1742.8929467068342,1457.774717616859,2028.0111757968093
2026-02-13 14:00:00+00:00,1323.12325,1111.861570682211,826.7433415922358,1396.9797997721862
2026-02-13 15:00:00+00:00,502.34574999999995,404.6944180450771,119.57618895510177,689.8126471350524
2026-02-13 16:00:00+00:00,42.318500000000085,64.91703339823493,-220.2011956917404,350.03526248821004
2026-02-13 17:00:00+00:00,0.0,-4.451246180126191,-289.5694752701013,280.66698290984914
2026-02-13 18:00:00+00:00,0.0,-3.9509368835415444,-289.06916597351665,281.1672922064338
2026-02-13 19:00:00+00:00,0.0,-3.9283789668904774,-289.0466080568658,281.1898501230846
2026-02-13 20:00:00+00:00,0.0,-3.6721096693531763,-288.7903387593285,281.4461194206219
2026-02-13 21:00:00+00:00,0.0,-3.6721096693531763,-288.7903387593285,281.4461194206219
2026-02-13 22:00:00+00:00,0.0,-3.6721096693531763,-288.7903387593285,281.4461194206219
2026-02-13 23:00:00+00:00,0.0,-3.6721096693531763,-288.7903387593285,281.4461194206219
2026-02-14 00:00:00+00:00,0.0,-3.5113756887501495,-288.62960477872525,281.6068534012252
2026-02-14 01:00:00+00:00,0.0,-3.129871025909324,-288.24810011588465,281.988358064066
2026-02-14 02:00:00+00:00,0.0,-3.129871025909324,-288.24810011588465,281.988358064066
2026-02-14 03:00:00+00:00,0.0,-3.129871025909324,-288.24810011588465,281.988358064066
2026-02-14 04:00:00+00:00,0.0,5.29845529045474,-279.8197737995206,290.41668438043007
2026-02-14 05:00:00+00:00,0.0,14.469844345976753,-270.6483847439986,299.58807343595186
2026-02-14 06:00:00+00:00,8.564249999999902,94.19268035400023,-190.9255487359751,379.31090944397533
2026-02-14 07:00:00+00:00,154.98649999999998,378.39863655947966,93.28040746950455,663.5168656494549
2026-02-14 08:00:00+00:00,491.5905,1076.154572049221,791.0363429592458,1361.2728011391962
2026-02-14 09:00:00+00:00,888.9455,1909.497428905152,1624.379199815177,2194.615657995127
2026-02-14 10:00:00+00:00,1224.62575,2338.4844287713636,2053.366199681388,2623.6026578613387
2026-02-14 11:00:00+00:00,1316.10725,2535.7977289711907,2250.6794998812156,2820.9159580611663
2026-02-14 12:00:00+00:00,1211.4785000000002,2289.065505354789,2003.9472762648138,2574.183734444764
2026-02-14 13:00:00+00:00,922.2945,1931.6781429710527,1646.5599138810774,2216.796372061028
2026-02-14 14:00:00+00:00,608.6804999999999,1183.7910102914655,898.6727812014902,1468.9092393814408
2026-02-14 15:00:00+00:00,279.9135000000001,584.9053412637888,299.78711217381374,870.0235703537641
2026-02-14 16:00:00+00:00,38.60725000000002,62.23387341741818,-222.88435567255692,347.3521025073935
2026-02-14 17:00:00+00:00,0.025249999999914507,6.280038877590641,-278.8381902123847,291.39826796756574
2026-02-14 18:00:00+00:00,0.0,-3.9509368835415444,-289.06916597351665,281.1672922064338
2026-02-14 19:00:00+00:00,0.0,-3.9283789668904774,-289.0466080568658,281.1898501230846
2026-02-14 20:00:00+00:00,0.0,-0.23196850376166367,-285.35019759373677,284.88626058621367
2026-02-14 21:00:00+00:00,0.0,0.9925669790927714,-284.12566211088256,286.1107960690681
2026-02-14 22:00:00+00:00,0.0,0.9925669790927714,-284.12566211088256,286.1107960690681
2026-02-14 23:00:00+00:00,0.0,1.5568845113546104,-283.5613445786205,286.67511360132994
2026-02-15 00:00:00+00:00,0.0,-2.7003402240925425,-287.8185693140679,282.41788886588256
2026-02-15 01:00:00+00:00,0.0,-2.318835561251717,-287.43706465122705,282.7993935287234
2026-02-15 02:00:00+00:00,0.0,-2.318835561251717,-287.43706465122705,282.7993935287234
