date,wind_onshore_rte_actual,wind_onshore_rte_fitted,wind_onshore_rte_lower,wind_onshore_rte_upper
2026-01-24 00:00:00+00:00,9248.9925,7591.220949220204,6102.206078870263,9080.235819570145
2026-01-24 01:00:00+00:00,9054.4575,9108.824813473428,7619.809943123486,10597.839683823368
2026-01-24 02:00:00+00:00,8453.6725,8893.646873143061,7404.63200279312,10382.661743493001
2026-01-24 03:00:00+00:00,7822.18,6261.919847476411,4772.90497712647,7750.934717826352
2026-01-24 04:00:00+00:00,7401.5425,5521.57337359462,4032.558503244679,7010.588243944561
2026-01-24 05:00:00+00:00,7361.8025,4794.00153069771,3304.9866603477694,6283.016401047652
2026-01-24 06:00:00+00:00,7242.1475,5240.543038538334,3751.5281681883935,6729.557908888275
2026-01-24 07:00:00+00:00,7080.15,4881.400470035848,3392.3855996859074,6370.415340385789
2026-01-24 08:00:00+00:00,6642.0225,3817.5437060928157,2328.528835742875,5306.558576442757
2026-01-24 09:00:00+00:00,6179.6,5143.132338693032,3654.117468343091,6632.1472090429725
2026-01-24 10:00:00+00:00,5755.7675,3610.2588684023785,2121.2439980524373,5099.273738752319
2026-01-24 11:00:00+00:00,5502.2225,3804.928119435484,2315.9132490855427,5293.942989785425
2026-01-24 12:00:00+00:00,5653.665,3427.108853932382,1938.0939835824406,4916.123724282323
2026-01-24 13:00:00+00:00,5814.6625,3523.8807133263017,2034.865842976361,5012.8955836762425
2026-01-24 14:00:00+00:00,5457.4575,4436.313900086285,2947.299029736344,5925.3287704362265
2026-01-24 15:00:00+00:00,5534.4775,5474.931209549614,3985.916339199673,6963.946079899555
2026-01-24 16:00:00+00:00,6290.9025,6899.671229367232,5410.65635901729,8388.686099717172
2026-01-24 17:00:00+00:00,7474.08,7523.649768532219,6034.6348981822775,9012.664638882161
2026-01-24 18:00:00+00:00,7984.18,6708.022799903347,5219.007929553406,8197.037670253289
2026-01-24 19:00:00+00:00,8008.5225,8449.499060268201,6960.484189918259,9938.51393061814
2026-01-24 20:00:00+00:00,7399.6975,9067.50463025743,7578.489759907488,10556.51950060737
2026-01-24 21:00:00+00:00,6893.0675,7100.216646579445,5611.2017762295045,8589.231516929387
2026-01-24 22:00:00+00:00,6574.422500000001,6313.86548511511,4824.850614765168,7802.880355465049
2026-01-24 23:00:00+00:00,6230.6075,5596.716605388733,4107.701735038791,7085.731475738674
2026-01-25 00:00:00+00:00,5839.16,5343.419629904004,3854.404759554063,6832.434500253945
2026-01-25 01:00:00+00:00,5578.1224999999995,4796.770468722681,3307.7555983727398,6285.785339072621
2026-01-25 02:00:00+00:00,5523.1925,4954.976169501715,3465.9612991517743,6443.991039851657
2026-01-25 03:00:00+00:00,5647.59,6023.140807263933,4534.1259369139925,7512.155677613875
2026-01-25 04:00:00+00:00,5954.0575,4955.450487606573,3466.435617256632,6444.465357956515
2026-01-25 05:00:00+00:00,6186.555,5210.265370274037,3721.2504999240964,6699.280240623978
2026-01-25 06:00:00+00:00,6184.5725,3942.1860793478863,2453.171208997945,5431.200949697827
2026-01-25 07:00:00+00:00,6431.6125,4376.181105605587,2887.166235255645,5865.1959759555275
2026-01-25 08:00:00+00:00,6351.76,5285.942691818658,3796.927821468717,6774.957562168599
2026-01-25 09:00:00+00:00,6310.9875,6732.690242544571,5243.675372194631,8221.705112894513
2026-01-25 10:00:00+00:00,5732.5475,6054.36335946121,4565.348489111269,7543.378229811151
2026-01-25 11:00:00+00:00,5466.9275,5083.2040828452755,3594.1892124953347,6572.218953195217
2026-01-25 12:00:00+00:00,5077.8,4295.957118673761,2806.9422483238204,5784.971989023703
2026-01-25 13:00:00+00:00,4737.275,6037.560086924592,4548.545216574651,7526.5749572745335
2026-01-25 14:00:00+00:00,4511.5975,5431.288537632467,3942.273667282526,6920.303407982408
2026-01-25 15:00:00+00:00,4290.5675,4773.616013760638,3284.6011434106977,6262.63088411058
2026-01-25 16:00:00+00:00,3858.2799999999997,5059.261504108003,3570.2466337580618,6548.276374457943
2026-01-25 17:00:00+00:00,3856.2875,4900.448308715995,3411.4334383660544,6389.463179065937
2026-01-25 18:00:00+00:00,3566.79,4743.4855311688325,3254.4706608188912,6232.500401518773
2026-01-25 19:00:00+00:00,3072.2325,4446.387692573504,2957.372822223563,5935.402562923445
2026-01-25 20:00:00+00:00,2928.2375,4334.879177724975,2845.864307375034,5823.894048074916
2026-01-25 21:00:00+00:00,2736.5225,3907.3184043092733,2418.3035339593316,5396.333274659214
2026-01-25 22:00:00+00:00,2737.6825,3919.188845393116,2430.173975043175,5408.203715743057
2026-01-25 23:00:00+00:00,2699.7799999999997,4044.114221237832,2555.0993508878914,5533.1290915877735
2026-01-26 00:00:00+00:00,2578.675,3289.2818785349777,1800.2670081850365,4778.296748884919
2026-01-26 01:00:00+00:00,2535.6150000000002,2779.535369536711,1290.5204991867695,4268.550239886652
2026-01-26 02:00:00+00:00,2545.1075,2944.6446635667953,1455.6297932168545,4433.659533916737
2026-01-26 03:00:00+00:00,2569.285,3324.517884396203,1835.5030140462618,4813.532754746144
2026-01-26 04:00:00+00:00,2477.1225,3908.3969696392733,2419.382099289332,5397.411839989214
2026-01-26 05:00:00+00:00,2416.2025,3981.785739493891,2492.7708691439498,5470.800609843832
2026-01-26 06:00:00+00:00,2366.055,3746.998708689391,2257.9838383394504,5236.013579039332
2026-01-26 07:00:00+00:00,2254.91,3194.895784848127,1705.8809144981856,4683.910655198068
2026-01-26 08:00:00+00:00,2185.65,3452.376673482101,1963.3618031321598,4941.391543832042
