date,solar_rte_actual,solar_rte_fitted,solar_rte_lower,solar_rte_upper
2026-02-05 05:00:00+00:00,0.0,67.23108683949522,-1322.3623816682812,1456.8245553472718
2026-02-05 06:00:00+00:00,288.8649999999998,219.8958079242193,-1169.697660583557,1609.4892764319957
2026-02-05 07:00:00+00:00,752.9775,591.2426374053175,-798.3508311024589,1980.8361059130941
2026-02-05 08:00:00+00:00,2446.0425,2040.0614417379838,650.4679732302075,3429.65491024576
2026-02-05 09:00:00+00:00,4446.9825,4255.99815090372,2866.4046823959434,5645.591619411496
2026-02-05 10:00:00+00:00,5279.639999999999,5492.040257683659,4102.446789175882,6881.633726191435
2026-02-05 11:00:00+00:00,5256.0599999999995,6103.350748394972,4713.757279887195,7492.944216902749
2026-02-05 12:00:00+00:00,4844.965,4631.74465096411,3242.1511824563345,6021.338119471888
2026-02-05 13:00:00+00:00,3943.1975,3635.5214094599633,2245.927940952187,5025.11487796774
2026-02-05 14:00:00+00:00,2631.0125,3017.7460294662283,1628.1525609584517,4407.339497974004
2026-02-05 15:00:00+00:00,1735.49,1847.6522279396504,458.058759431874,3237.245696447427
2026-02-05 16:00:00+00:00,719.3399999999997,649.7425291822783,-739.8509393254981,2039.335997690055
2026-02-05 17:00:00+00:00,227.45749999999998,300.0653797658447,-1089.5280887419322,1689.658848273621
2026-02-05 18:00:00+00:00,230.54250000000002,100.32048302495059,-1289.2729854828267,1489.913951532727
2026-02-05 19:00:00+00:00,0.0,-11.625528503872829,-1401.2189970116497,1377.9679400039038
2026-02-05 20:00:00+00:00,0.0,-9.430667431345228,-1399.024135939122,1380.1628010764314
2026-02-05 21:00:00+00:00,0.0,2.6221716887771436,-1386.9712968189988,1392.2156401965537
2026-02-05 22:00:00+00:00,0.0,1.962020903681605,-1387.6314476040943,1391.555489411458
2026-02-05 23:00:00+00:00,0.0,1.962020903681605,-1387.6314476040943,1391.555489411458
2026-02-06 00:00:00+00:00,0.0,-6.105513520927161,-1395.6989820287035,1383.487954986849
2026-02-06 01:00:00+00:00,0.0,6.453580178240372,-1383.139888329535,1396.047048686017
2026-02-06 02:00:00+00:00,0.0,10.478731531976337,-1379.114736975801,1400.0722000397527
2026-02-06 03:00:00+00:00,0.0,2.1753175477829245,-1387.418150959993,1391.7687860555595
2026-02-06 04:00:00+00:00,0.0,15.119321059756658,-1374.4741474480197,1404.712789567533
2026-02-06 05:00:00+00:00,0.0,77.04230050864317,-1312.5511679991323,1466.6357690164198
2026-02-06 06:00:00+00:00,274.0475000000001,213.77016012522472,-1175.8233083825526,1603.363628633001
2026-02-06 07:00:00+00:00,761.8299999999999,569.2277648263034,-820.365703681473,1958.82123333408
2026-02-06 08:00:00+00:00,2646.38,2032.193311207769,642.5998426999922,3421.7867797155454
2026-02-06 09:00:00+00:00,5526.085,4357.610584986153,2968.017116478377,5747.20405349393
2026-02-06 10:00:00+00:00,7885.725,6875.178554186221,5485.585085678444,8264.772022693996
2026-02-06 11:00:00+00:00,9180.24,9698.739902301462,8309.146433793685,11088.33337080924
2026-02-06 12:00:00+00:00,9532.965,9508.820152600947,8119.22668409317,10898.413621108724
2026-02-06 13:00:00+00:00,9095.825,8092.497420995322,6702.903952487545,9482.090889503099
