date,wind_onshore_rte_actual,wind_onshore_rte_fitted,wind_onshore_rte_lower,wind_onshore_rte_upper
2026-02-28 00:00:00+00:00,,7038.788032386333,5535.867203925987,8541.708860846678
2026-02-28 01:00:00+00:00,,8611.242135057651,7108.321306597306,10114.162963517996
2026-02-28 02:00:00+00:00,,9390.132318035463,7887.211489575118,10893.053146495808
2026-02-28 03:00:00+00:00,,9326.54567507555,7823.624846615205,10829.466503535896
2026-02-28 04:00:00+00:00,,9171.49848739584,7668.577658935495,10674.419315856187
2026-02-28 05:00:00+00:00,,9329.95048364713,7827.029655186784,10832.871312107476
2026-02-28 06:00:00+00:00,,10661.69532368915,9158.774495228805,12164.616152149494
2026-02-28 07:00:00+00:00,,9988.304989837123,8485.384161376778,11491.22581829747
2026-02-28 08:00:00+00:00,,9687.784252186599,8184.863423726252,11190.705080646943
2026-02-28 09:00:00+00:00,,9683.14907433966,8180.228245879315,11186.069902800005
2026-02-28 10:00:00+00:00,,9846.29236870541,8343.371540245063,11349.213197165755
2026-02-28 11:00:00+00:00,,10593.407498285127,9090.486669824782,12096.328326745474
2026-02-28 12:00:00+00:00,,11972.051384220722,10469.130555760376,13474.972212681067
2026-02-28 13:00:00+00:00,,9806.179669073263,8303.258840612918,11309.100497533609
2026-02-28 14:00:00+00:00,,7448.570127952613,5945.649299492268,8951.49095641296
2026-02-28 15:00:00+00:00,,6284.580034229339,4781.659205768993,7787.500862689685
2026-02-28 16:00:00+00:00,,5119.255661606054,3616.3348331457087,6622.1764900664
2026-02-28 17:00:00+00:00,,4021.5114781473517,2518.590649687006,5524.432306607698
2026-02-28 18:00:00+00:00,,5104.217980964045,3601.297152503699,6607.13880942439
2026-02-28 19:00:00+00:00,,4977.602503071828,3474.681674611483,6480.523331532175
2026-02-28 20:00:00+00:00,,3683.537800105485,2180.616971645139,5186.458628565831
2026-02-28 21:00:00+00:00,,3754.6689041658747,2251.7480757055296,5257.58973262622
2026-02-28 22:00:00+00:00,,3488.855511868911,1985.9346834085654,4991.7763403292565
2026-02-28 23:00:00+00:00,,3080.97263344161,1578.051804981264,4583.893461901956
2026-03-01 00:00:00+00:00,,3433.6648880300445,1930.744059569699,4936.58571649039
2026-03-01 01:00:00+00:00,,3461.726089559393,1958.8052610990476,4964.646918019739
2026-03-01 02:00:00+00:00,,2122.713540949584,619.7927124892376,3625.6343694099296
2026-03-01 03:00:00+00:00,,2465.5691510170054,962.6483225566599,3968.489979477351
2026-03-01 04:00:00+00:00,,2719.944353452376,1217.0235249920306,4222.865181912722
2026-03-01 05:00:00+00:00,,3128.697368609066,1625.77654014872,4631.6181970694115
2026-03-01 06:00:00+00:00,,3608.035074136633,2105.114245676287,5110.955902596978
2026-03-01 07:00:00+00:00,,5420.378646162782,3917.4578177024364,6923.299474623128
2026-03-01 08:00:00+00:00,,4453.20855803409,2950.2877295737444,5956.1293864944355
2026-03-01 09:00:00+00:00,,3911.2197818000204,2408.298953339675,5414.140610260366
2026-03-01 10:00:00+00:00,,4114.084262199847,2611.163433739501,5617.005090660193
2026-03-01 11:00:00+00:00,,6005.431279086626,4502.5104506262805,7508.352107546972
2026-03-01 12:00:00+00:00,,6226.5594731885885,4723.638644728243,7729.480301648935
2026-03-01 13:00:00+00:00,,5536.474427277156,4033.5535988168103,7039.395255737501
2026-03-01 14:00:00+00:00,,5500.275456731298,3997.354628270952,7003.196285191643
2026-03-01 15:00:00+00:00,,5201.608414057561,3698.6875855972157,6704.529242517907
2026-03-01 16:00:00+00:00,,3709.316462024495,2206.39563356415,5212.237290484841
2026-03-01 17:00:00+00:00,,3341.5364124787507,1838.6155840184051,4844.457240939097
2026-03-01 18:00:00+00:00,,3771.0286324272975,2268.107803966952,5273.949460887643
2026-03-01 19:00:00+00:00,,4787.066321508646,3284.1454930483005,6289.9871499689925
2026-03-01 20:00:00+00:00,,4940.99223896689,3438.071410506544,6443.913067427236
2026-03-01 21:00:00+00:00,,5561.544946600793,4058.6241181404475,7064.465775061139
2026-03-01 22:00:00+00:00,,6777.822444546984,5274.901616086639,8280.74327300733
2026-03-01 23:00:00+00:00,,7680.825760950552,6177.904932490206,9183.746589410897
2026-03-02 00:00:00+00:00,,6693.8264242621935,5190.905595801849,8196.74725272254
2026-03-02 01:00:00+00:00,,8626.56938681579,7123.648558355446,10129.490215276137
2026-03-02 02:00:00+00:00,,8797.503818001986,7294.582989541641,10300.424646462332
2026-03-02 03:00:00+00:00,,8911.179595038557,7408.258766578212,10414.100423498903
2026-03-02 04:00:00+00:00,,9375.147902888297,7872.227074427952,10878.068731348641
2026-03-02 05:00:00+00:00,,9034.30499515804,7531.384166697695,10537.225823618386
2026-03-02 06:00:00+00:00,,9170.509583950676,7667.58875549033,10673.430412411022
2026-03-02 07:00:00+00:00,,8554.003925872503,7051.083097412157,10056.92475433285
2026-03-02 08:00:00+00:00,,7758.675877356196,6255.75504889585,9261.59670581654
2026-03-02 09:00:00+00:00,,7409.600475487892,5906.679647027546,8912.521303948237
2026-03-02 10:00:00+00:00,,7272.874399720442,5769.953571260096,8775.795228180788
2026-03-02 11:00:00+00:00,,6673.862877506615,5170.94204904627,8176.783705966961
2026-03-02 12:00:00+00:00,,6836.170346795459,5333.249518335114,8339.091175255806
2026-03-02 13:00:00+00:00,,7628.530119331131,6125.609290870785,9131.450947791476
2026-03-02 14:00:00+00:00,,7333.842398582731,5830.921570122386,8836.763227043077
2026-03-02 15:00:00+00:00,,6116.189419452973,4613.268590992628,7619.110247913319
