date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-02-28 00:00:00+00:00,,2075.4915,1480.437347759258,2670.5453608310645
2026-02-28 01:00:00+00:00,,1843.176,1248.1220049459446,2438.2300180177513
2026-02-28 02:00:00+00:00,,1410.8552,815.8012131081864,2005.9092261799933
2026-02-28 03:00:00+00:00,,1550.0966,955.0425709934962,2145.150584065303
2026-02-28 04:00:00+00:00,,2622.6816,2027.6275632846641,3217.735576356471
2026-02-28 05:00:00+00:00,,2469.1577,1874.1037672248876,3064.2117802966945
2026-02-28 06:00:00+00:00,,3557.0115,2961.957564141605,4152.065577213412
2026-02-28 07:00:00+00:00,,3257.082,2662.028094563009,3852.1361076348157
2026-02-28 08:00:00+00:00,,3158.2834,2563.229356185806,3753.337369257613
2026-02-28 09:00:00+00:00,,4244.5264,3649.472276476231,4839.580289548037
2026-02-28 10:00:00+00:00,,4404.2236,3809.1696354307146,4999.2776485025215
2026-02-28 11:00:00+00:00,,3742.8723,3147.8183318402957,4337.926344912103
2026-02-28 12:00:00+00:00,,3692.0986,3097.044559269909,4287.152572341716
2026-02-28 13:00:00+00:00,,3663.063,3068.008929575821,4258.116942647628
2026-02-28 14:00:00+00:00,,2598.8542,2003.8003511932566,3193.9083642650635
2026-02-28 15:00:00+00:00,,2685.2197,2090.165758274089,3280.273771345896
2026-02-28 16:00:00+00:00,,1845.0347,1249.9806943673843,2440.0887074391912
2026-02-28 17:00:00+00:00,,2884.9094,2289.8553198164104,3479.9633328882173
2026-02-28 18:00:00+00:00,,4218.351,3623.2971045058653,4813.405117577672
2026-02-28 19:00:00+00:00,,4905.1406,4310.08648435294,5500.194497424747
2026-02-28 20:00:00+00:00,,4047.731,3452.6768922444808,4642.784905316288
2026-02-28 21:00:00+00:00,,3632.6562,3037.602285904096,4227.710298975902
2026-02-28 22:00:00+00:00,,4381.4146,3786.3605405321828,4976.46855360399
2026-02-28 23:00:00+00:00,,3722.5696,3127.515601620436,4317.623614692243
2026-03-01 00:00:00+00:00,,3863.409,3268.3550137170832,4458.46302678889
2026-03-01 01:00:00+00:00,,3640.8672,3045.8133168279755,4235.921329899782
2026-03-01 02:00:00+00:00,,2457.8232,1862.769250846609,3052.877263918416
2026-03-01 03:00:00+00:00,,2794.473,2199.4189891336136,3389.52700220542
2026-03-01 04:00:00+00:00,,2597.0718,2002.0176492221515,3192.125662293958
2026-03-01 05:00:00+00:00,,2093.7454,1498.6913576266174,2688.7993706984244
2026-03-01 06:00:00+00:00,,2592.7876,1997.7336417565061,3187.841654828313
2026-03-01 07:00:00+00:00,,2449.6272,1854.573210559455,3044.6812236312617
2026-03-01 08:00:00+00:00,,3212.1255,2617.0714367048386,3807.1794497766455
2026-03-01 09:00:00+00:00,,3703.9768,3108.9229254813154,4299.030938553122
2026-03-01 10:00:00+00:00,,4301.601,3706.5470510450596,4896.655064116867
2026-03-01 11:00:00+00:00,,4411.954,3816.9000687841594,5007.008081855966
2026-03-01 12:00:00+00:00,,4684.807,4089.753083954244,5279.861097026051
2026-03-01 13:00:00+00:00,,5044.2036,4449.149748987973,5639.25776205978
2026-03-01 14:00:00+00:00,,4219.355,3624.3011656403646,4814.4091787121715
2026-03-01 15:00:00+00:00,,3974.1157,3379.0618254361607,4569.169838507968
2026-03-01 16:00:00+00:00,,4550.776,3955.7218882178668,5145.829901289673
2026-03-01 17:00:00+00:00,,4700.056,4105.002212590276,5295.1102256620825
2026-03-01 18:00:00+00:00,,5065.816,4470.762184845746,5660.870197917552
2026-03-01 19:00:00+00:00,,5021.476,4426.422199165694,5616.5302122375015
2026-03-01 20:00:00+00:00,,5515.78,4920.725921842841,6110.833934914648
2026-03-01 21:00:00+00:00,,5101.8125,4506.75845439838,5696.866467470187
2026-03-01 22:00:00+00:00,,4919.168,4324.113832482178,5514.221845553984
2026-03-01 23:00:00+00:00,,4576.8394,3981.785608604796,5171.893621676603
2026-03-02 00:00:00+00:00,,4828.2373,4233.183496144892,5423.291509216699
2026-03-02 01:00:00+00:00,,5093.6963,4498.6426258557,5688.750638927508
2026-03-02 02:00:00+00:00,,4906.649,4311.594968575264,5501.70298164707
2026-03-02 03:00:00+00:00,,4464.883,3869.8288045738154,5059.936817645622
2026-03-02 04:00:00+00:00,,4312.825,3717.7711625676534,4907.87917563946
2026-03-02 05:00:00+00:00,,4120.09,3525.035686374388,4715.143699446196
2026-03-02 06:00:00+00:00,,4178.026,3582.97196772681,4773.079980798617
2026-03-02 07:00:00+00:00,,4023.4167,3428.3629019044865,4618.470914976293
2026-03-02 08:00:00+00:00,,3757.5024,3162.448595154349,4352.556608226156
2026-03-02 09:00:00+00:00,,3750.4333,3155.3792949863687,4345.487308058176
2026-03-02 10:00:00+00:00,,3729.5764,3134.522397188403,4324.63041026021
2026-03-02 11:00:00+00:00,,3762.1648,3167.110820247505,4357.218833319312
2026-03-02 12:00:00+00:00,,3812.0317,3216.977827520095,4407.0858405919025
2026-03-02 13:00:00+00:00,,3462.2705,2867.2165406590275,4057.324553730835
2026-03-02 14:00:00+00:00,,2396.132,1801.0779956795695,2991.1860087513764
2026-03-02 15:00:00+00:00,,2552.5308,1957.4768413463646,3147.5848544181713
2026-03-02 16:00:00+00:00,,2541.831,1946.7770407388723,3136.885053810679
2026-03-02 17:00:00+00:00,,2959.3547,2364.300641108316,3554.408654180123
2026-03-02 18:00:00+00:00,,3783.2087,3188.1547334037236,4378.262746475531
