date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-01-24 00:00:00+00:00,6406.235000000001,6096.6675,5526.888066358665,6666.446473740329
2026-01-24 01:00:00+00:00,6554.026,6012.0083,5442.228850281401,6581.787257663063
2026-01-24 02:00:00+00:00,6177.0247500000005,6206.668,5636.888596065708,6776.447003447371
2026-01-24 03:00:00+00:00,6259.03425,6003.68,5433.9009061919405,6573.459313573603
2026-01-24 04:00:00+00:00,6489.4395,6422.013,5852.233825087097,6991.792232468761
2026-01-24 05:00:00+00:00,6650.9995,6417.4673,5847.6881538189555,6987.246561200618
2026-01-24 06:00:00+00:00,6623.6155,6281.423,5711.643349531661,6851.201756913326
2026-01-24 07:00:00+00:00,6482.41675,6144.8213,5575.041748735428,6714.600156117091
2026-01-24 08:00:00+00:00,6696.901749999999,6159.522,5589.74263392953,6729.301041311193
2026-01-24 09:00:00+00:00,6664.8415,6237.8555,5668.076058722001,6807.634466103664
2026-01-24 10:00:00+00:00,6493.5995,6337.4644,5767.685196769115,6907.243604150777
2026-01-24 11:00:00+00:00,6121.80875,5779.721,5209.9420480362805,6349.500455417944
2026-01-24 12:00:00+00:00,6031.863,6221.9033,5652.123988763004,6791.682396144668
2026-01-24 13:00:00+00:00,6059.510250000001,5971.9155,5402.136286877227,6541.694694258889
2026-01-24 14:00:00+00:00,6242.56525,6238.253,5668.473403112908,6808.031810494571
2026-01-24 15:00:00+00:00,6329.6942500000005,6207.943,5638.163784375252,6777.722191756917
2026-01-24 16:00:00+00:00,6322.7115,6028.9043,5459.125202541549,6598.683609923211
2026-01-24 17:00:00+00:00,6233.4545,5946.0376,5376.2581082532615,6515.816515634924
2026-01-24 18:00:00+00:00,6078.875,5726.454,5156.674967696925,6296.233375078588
2026-01-24 19:00:00+00:00,6054.03725,5763.6387,5193.859458803248,6333.417866184911
2026-01-24 20:00:00+00:00,6078.2645,5982.6714,5412.89201805417,6552.450425435833
2026-01-24 21:00:00+00:00,5682.94225,5632.196,5062.416476933189,6201.974884314852
2026-01-24 22:00:00+00:00,5281.07475,5051.6123,4481.832883878826,5621.391291260488
2026-01-24 23:00:00+00:00,5158.6955,5116.6484,4546.868987887145,5686.427395268808
2026-01-25 00:00:00+00:00,4709.07475,4262.6865,3692.9073102721472,4832.46571765381
2026-01-25 01:00:00+00:00,4368.09025,4758.9883,4189.209100125399,5328.767507507062
2026-01-25 02:00:00+00:00,4388.751749999999,4224.364,3654.584579651204,4794.142987032867
2026-01-25 03:00:00+00:00,4382.3825,4589.3916,4019.6122697164,5159.170677098063
2026-01-25 04:00:00+00:00,4263.030000000001,4706.361,4136.581542797083,5276.1399501787455
2026-01-25 05:00:00+00:00,4351.798,4983.051,4413.271473567363,5552.829880949026
2026-01-25 06:00:00+00:00,4823.24575,4615.41,4045.630826213096,5185.18923359476
2026-01-25 07:00:00+00:00,5071.261,5229.898,4660.118568816491,5799.676976198153
2026-01-25 08:00:00+00:00,5404.88625,5308.283,4738.503644093433,5878.062051475095
2026-01-25 09:00:00+00:00,5986.695,5842.587,5272.807760110019,6412.366167491682
2026-01-25 10:00:00+00:00,5969.08825,5888.445,5318.665674894875,6458.224082276539
2026-01-25 11:00:00+00:00,5887.46775,5703.292,5133.5128330136085,6273.071240395272
2026-01-25 12:00:00+00:00,5960.19875,5720.355,5150.575709864768,6290.134117246432
2026-01-25 13:00:00+00:00,6030.975,6152.6885,5582.908910494549,6722.467317876211
2026-01-25 14:00:00+00:00,6210.42375,5929.3345,5359.555284571856,6499.113691953518
2026-01-25 15:00:00+00:00,6239.28275,6130.1753,5560.396157420966,6699.954564802629
2026-01-25 16:00:00+00:00,6184.001249999999,6087.397,5517.617554506956,6657.175961888619
2026-01-25 17:00:00+00:00,6279.974,6308.57,5738.790501261647,6878.348908643309
2026-01-25 18:00:00+00:00,6291.257,6033.1475,5463.368257693207,6602.9266650748705
2026-01-25 19:00:00+00:00,6261.597,6077.372,5507.592645537668,6647.151052919331
2026-01-25 20:00:00+00:00,5944.68425,6041.5674,5471.787929614009,6611.346336995672
2026-01-25 21:00:00+00:00,5526.32725,5397.5083,4827.729105905681,5967.287513287344
2026-01-25 22:00:00+00:00,5243.30925,5409.9014,4840.122221735552,5979.680629117214
2026-01-25 23:00:00+00:00,5041.2585,4822.812,4253.032596494155,5392.5910038758175
2026-01-26 00:00:00+00:00,5009.1715,4859.262,4289.482836315015,5429.041243696679
2026-01-26 01:00:00+00:00,5476.25925,5110.0635,4540.284086910547,5679.84249429221
2026-01-26 02:00:00+00:00,6029.47025,5393.1255,4823.346101516017,5962.90450889768
2026-01-26 03:00:00+00:00,6152.702499999999,5576.9966,5007.217325566851,6146.775732948514
2026-01-26 04:00:00+00:00,5783.81175,5606.227,5036.447856382059,6176.006263763723
2026-01-26 05:00:00+00:00,4838.746,5170.364,4600.584634467152,5740.143041848815
2026-01-26 06:00:00+00:00,4698.401,4872.484,4302.704717387409,5442.2631247690715
2026-01-26 07:00:00+00:00,5310.66525,5247.7,4677.921054887186,5817.479462268849
2026-01-26 08:00:00+00:00,4816.87375,5193.622,4623.84278332907,5763.401190710732
2026-01-26 09:00:00+00:00,5212.2275,5304.024,4734.244515139553,5873.802922521216
2026-01-26 10:00:00+00:00,5263.7927500000005,5510.5103,4940.731150280821,6080.289557662483
2026-01-26 11:00:00+00:00,5628.43425,5583.2666,5013.487394337279,6153.045801718941
2026-01-26 12:00:00+00:00,6146.563,5717.91,5148.13077738825,6287.6891847699135
