date,solar_tran_actual,solar_tran_fitted,solar_tran_lower,solar_tran_upper
2026-01-24 00:00:00+00:00,0.0,4.79462237365442,-512.7609286560812,522.3501734033898
2026-01-24 01:00:00+00:00,0.0,4.916517267301742,-512.6390337624337,522.4720682970374
2026-01-24 02:00:00+00:00,0.0,2.2931420367008286,-515.2624089930346,519.8486930664363
2026-01-24 03:00:00+00:00,0.0,5.038432762041111,-512.5171182676943,522.5939837917766
2026-01-24 04:00:00+00:00,0.0,11.16953706015488,-506.38601396958074,528.7250880898903
2026-01-24 05:00:00+00:00,0.0,8.003040288354896,-509.55251074138073,525.5585913180903
2026-01-24 06:00:00+00:00,0.0,-41.52341167267923,-559.0789627024144,476.0321393570563
2026-01-24 07:00:00+00:00,130.0067499999999,100.21057960681367,-417.34497142292184,617.7661306365492
2026-01-24 08:00:00+00:00,782.4245,826.045146680436,308.4895956507005,1343.6006977101715
2026-01-24 09:00:00+00:00,1648.03275,1385.7461830148038,868.1906319850684,1903.3017340445392
2026-01-24 10:00:00+00:00,2442.44225,1928.0065608105062,1410.4510097807706,2445.5621118402414
2026-01-24 11:00:00+00:00,2872.9667500000005,2574.429297374959,2056.8737463452235,3091.9848484046943
2026-01-24 12:00:00+00:00,2764.85225,1987.4811943803104,1469.9256433505748,2505.036745410046
2026-01-24 13:00:00+00:00,2002.5149999999999,1871.647868456625,1354.0923174268896,2389.203419486361
2026-01-24 14:00:00+00:00,942.85475,1206.9458929177847,689.3903418880493,1724.5014439475203
2026-01-24 15:00:00+00:00,223.12099999999998,185.67153691300882,-331.8840141167266,703.2270879427442
2026-01-24 16:00:00+00:00,0.21925000000010186,16.75166280153894,-500.8038882281967,534.3072138312743
2026-01-24 17:00:00+00:00,0.0,2.5170719063887645,-515.0384791233466,520.0726229361243
2026-01-24 18:00:00+00:00,0.0,0.6081475723310632,-516.9474034574043,518.1636986020666
2026-01-24 19:00:00+00:00,0.0,0.6081475723310632,-516.9474034574043,518.1636986020666
2026-01-24 20:00:00+00:00,0.0,0.38156849986285124,-517.1739825298728,517.9371195295982
2026-01-24 21:00:00+00:00,0.0,-1.1606863796039306,-518.7162374093396,516.3948646501315
2026-01-24 22:00:00+00:00,0.0,0.6333237045450915,-516.9222273251903,518.1888747342806
2026-01-24 23:00:00+00:00,0.0,-4.582317494987592,-522.137868524723,512.9732335347478
2026-01-25 00:00:00+00:00,0.0,1.2114697630313458,-516.3440812667043,518.7670207927667
2026-01-25 01:00:00+00:00,0.0,0.2435542177527168,-517.3119968119827,517.7991052474882
2026-01-25 02:00:00+00:00,0.0,-3.3003327955289024,-520.8558838252645,514.2552182342065
2026-01-25 03:00:00+00:00,0.0,-0.386543814266588,-517.9420948440022,517.1690072154688
2026-01-25 04:00:00+00:00,0.0,7.118317107391704,-510.4372339223437,524.6738681371273
