date,load_rte_actual,load_rte_fitted,load_rte_lower,load_rte_upper
2026-02-28 00:00:00+00:00,,47185.67457108822,45112.423942945374,49251.51499466745
2026-02-28 01:00:00+00:00,,44521.30423956781,42449.831153727166,46588.73406543395
2026-02-28 02:00:00+00:00,,42747.82023973003,40675.71337668475,44812.12294909354
2026-02-28 03:00:00+00:00,,42725.805598191466,40651.4566283888,44789.96053956122
2026-02-28 04:00:00+00:00,,44831.869791942656,42761.14534405214,46903.55190867262
2026-02-28 05:00:00+00:00,,47746.41052026245,45670.04098206133,49814.55753071983
2026-02-28 06:00:00+00:00,,49919.527695180725,47843.70675105058,51984.469489292926
2026-02-28 07:00:00+00:00,,51636.17141911858,49560.338536277224,53700.06949942266
2026-02-28 08:00:00+00:00,,53775.29959066501,51701.46836292658,55841.54195343237
2026-02-28 09:00:00+00:00,,55643.50353989252,53568.82909816059,57708.47829799534
2026-02-28 10:00:00+00:00,,56112.52065074601,54042.16420195911,58179.79658607966
2026-02-28 11:00:00+00:00,,55486.3165440897,53411.623949916124,57550.020701806105
2026-02-28 12:00:00+00:00,,54273.05598457466,52198.123535120365,56340.313436460856
2026-02-28 13:00:00+00:00,,52570.744117759066,50495.2083853342,54637.09492008477
2026-02-28 14:00:00+00:00,,50933.83240888796,48861.358963376406,52998.377730208136
2026-02-28 15:00:00+00:00,,50256.79824953829,48183.67898938499,52324.69113121051
2026-02-28 16:00:00+00:00,,50297.336308351034,48227.05932934266,52364.74094753505
2026-02-28 17:00:00+00:00,,50285.51917248426,48212.152022462535,52352.6524437762
2026-02-28 18:00:00+00:00,,50178.73394796607,48105.52601493163,52244.513061266276
2026-02-28 19:00:00+00:00,,50218.9178474478,48146.99357764139,52284.58504612546
2026-02-28 20:00:00+00:00,,50134.768545992956,48063.90653247646,52204.48765318807
2026-02-28 21:00:00+00:00,,49497.1382928184,47427.124966361225,51563.66768427757
2026-02-28 22:00:00+00:00,,48413.32560804817,46340.89694496039,50478.17902337607
2026-02-28 23:00:00+00:00,,47065.04291880962,44989.91163142531,49131.688964208435
2026-03-01 00:00:00+00:00,,45210.14432431023,43140.522355112036,47279.08043599314
2026-03-01 01:00:00+00:00,,43493.319049932266,41421.68387137953,45559.23088359851
2026-03-01 02:00:00+00:00,,42753.863293243594,40682.44389741908,44822.42522600895
2026-03-01 03:00:00+00:00,,43073.494682855344,40999.368483737926,45140.18052317772
2026-03-01 04:00:00+00:00,,44098.65184628013,42023.99584315048,46168.13252929482
2026-03-01 05:00:00+00:00,,45819.05756143127,43743.413997598924,47888.189640821314
2026-03-01 06:00:00+00:00,,48285.086089288736,46209.566128753235,50353.94762517811
2026-03-01 07:00:00+00:00,,50973.55315899677,48898.738938864124,53044.30341190086
2026-03-01 08:00:00+00:00,,52990.23989480179,50916.0536790131,55061.22126803954
2026-03-01 09:00:00+00:00,,53910.764442546635,51839.807047059134,55978.48209343229
2026-03-01 10:00:00+00:00,,53859.97523073288,51793.41549729585,55928.66825858298
2026-03-01 11:00:00+00:00,,53045.42917428826,50971.92667769625,55115.124994179394
2026-03-01 12:00:00+00:00,,51762.97478933004,49687.21161815899,53831.550562879755
2026-03-01 13:00:00+00:00,,50467.41780670421,48393.18607945199,52538.1864043579
2026-03-01 14:00:00+00:00,,49363.12703943558,47291.012423890934,51433.95410203861
2026-03-01 15:00:00+00:00,,48339.4604934486,46268.95316970679,50412.55203097026
2026-03-01 16:00:00+00:00,,47822.632460193454,45750.56506727265,49894.540550966434
2026-03-01 17:00:00+00:00,,48002.342086778066,45929.16693005037,50067.07151419061
2026-03-01 18:00:00+00:00,,48473.43207645871,46399.394639018064,50540.57313236362
2026-03-01 19:00:00+00:00,,48680.650188146494,46604.85336552854,50746.68591856753
2026-03-01 20:00:00+00:00,,48455.944335264016,46383.09525011177,50523.031325578624
2026-03-01 21:00:00+00:00,,47840.241756371994,45767.02104957068,49909.381950699215
2026-03-01 22:00:00+00:00,,46889.6892445848,44817.587746386685,48955.355709646734
2026-03-01 23:00:00+00:00,,45778.20540452242,43703.50167858351,47843.889765644024
2026-03-02 00:00:00+00:00,,45189.31791660683,43119.94185205691,47261.73028414279
2026-03-02 01:00:00+00:00,,45272.988750564546,43202.34302627038,47346.27726404523
2026-03-02 02:00:00+00:00,,45760.476034612926,43690.42630519028,47830.834018766924
2026-03-02 03:00:00+00:00,,46641.071432612815,44569.61551083863,48711.53154727448
2026-03-02 04:00:00+00:00,,48273.13590130936,46198.03741701945,50341.483952945746
2026-03-02 05:00:00+00:00,,50627.268802110644,48552.9762448272,52695.55181810676
2026-03-02 06:00:00+00:00,,53294.67471161341,51222.09807060317,55363.74941841374
2026-03-02 07:00:00+00:00,,56031.71908862997,53959.69706999939,58104.22863274037
2026-03-02 08:00:00+00:00,,58160.86984114674,56087.47304285921,60238.30162924668
2026-03-02 09:00:00+00:00,,58804.95697316729,56732.53762052715,60876.20461009123
2026-03-02 10:00:00+00:00,,57878.49264391511,55810.09536287185,59950.30587756637
2026-03-02 11:00:00+00:00,,56187.694911183135,54119.42059986475,58257.04436944272
2026-03-02 12:00:00+00:00,,54452.40527862983,52380.7559053914,56526.79005486793
2026-03-02 13:00:00+00:00,,52816.438769261455,50744.553401320874,54889.65566352249
2026-03-02 14:00:00+00:00,,51565.73463773866,49499.3558620539,53638.14257747652
2026-03-02 15:00:00+00:00,,50987.783716335405,48918.84707377557,53059.349483185244
2026-03-02 16:00:00+00:00,,51220.350373501,49150.04652606208,53290.67810520246
