date,load_rte_actual,load_rte_fitted,load_rte_lower,load_rte_upper
2026-01-24 00:00:00+00:00,60026.61,59834.54623074978,57760.94351714809,61901.097134160904
2026-01-24 01:00:00+00:00,58218.8275,57296.483549187586,55224.916936122434,59361.82295759939
2026-01-24 02:00:00+00:00,55893.369999999995,55189.37479732913,53114.89591863675,57256.00697639515
2026-01-24 03:00:00+00:00,55145.755,54940.909956456715,52870.272023603946,57004.467383599236
2026-01-24 04:00:00+00:00,55930.8825,56891.55749150524,54822.38763335395,58953.87758262057
2026-01-24 05:00:00+00:00,57784.604999999996,59151.73736299717,57080.17943693191,61216.1136180514
2026-01-24 06:00:00+00:00,59733.542499999996,60517.783861179974,58446.37749472007,62585.28040642686
2026-01-24 07:00:00+00:00,62322.35,61902.36516467109,59833.55956986944,63966.83754276654
2026-01-24 08:00:00+00:00,64403.207500000004,64067.40990262075,62001.37945281756,66132.28650269259
2026-01-24 09:00:00+00:00,65015.9325,66144.71678894397,64074.946386391835,68209.2618878558
2026-01-24 10:00:00+00:00,65011.494999999995,66973.174817286,64904.75419467643,69037.26997457203
2026-01-24 11:00:00+00:00,65806.395,66492.23534711667,64423.39595329423,68554.14456577293
2026-01-24 12:00:00+00:00,63448.2425,65311.2438660279,63247.69580307632,67379.32904244917
2026-01-24 13:00:00+00:00,61798.185,63846.111681076974,61779.118773205955,65910.1097720011
2026-01-24 14:00:00+00:00,60294.182499999995,62463.8044212543,60391.415818985166,64529.624458250204
2026-01-24 15:00:00+00:00,59455.485,61862.777727191984,59789.85479157584,63926.09704349461
2026-01-24 16:00:00+00:00,61172.9475,62020.43644924824,59946.18766238877,64085.52210171703
2026-01-24 17:00:00+00:00,65259.432499999995,62149.650841538576,60078.9793776482,64214.36345928539
2026-01-24 18:00:00+00:00,66116.1975,61815.45456345061,59746.69818431095,63883.58299330498
2026-01-24 19:00:00+00:00,63727.369999999995,61370.669689968316,59300.3625671546,63432.840206563276
2026-01-24 20:00:00+00:00,61095.665,60976.91600769349,58905.09834756002,63042.085263297864
2026-01-24 21:00:00+00:00,62060.0925,60206.87934421207,58134.939216577994,62272.913570951554
2026-01-24 22:00:00+00:00,62355.957500000004,58958.12044077265,56888.960567828086,61024.54066887371
2026-01-24 23:00:00+00:00,60841.24,57615.54606107486,55548.16578881742,59684.82802049611
2026-01-25 00:00:00+00:00,58980.2,55798.35850267839,53726.861212841904,57859.9056781456
2026-01-25 01:00:00+00:00,56943.4425,53739.19454881103,51667.435339791,55803.448856686184
2026-01-25 02:00:00+00:00,54571.1975,52542.81777608281,50471.40459452477,54606.92973991943
2026-01-25 03:00:00+00:00,53452.08,52652.0417935036,50582.49339631483,54713.160796666576
2026-01-25 04:00:00+00:00,53733.0025,53654.12701110374,51582.14485710477,55716.96249818133
2026-01-25 05:00:00+00:00,54698.83,55136.55119821057,53064.2150835882,57200.31073330654
2026-01-25 06:00:00+00:00,56120.92,57020.243925295916,54948.33142860648,59085.80307330288
2026-01-25 07:00:00+00:00,57950.6925,59240.42001832457,57166.418438371664,61306.57517021206
2026-01-25 08:00:00+00:00,60387.0375,61363.2060164961,59292.20352184259,63429.409727182225
2026-01-25 09:00:00+00:00,62466.4225,62924.36107118995,60853.14900858664,64985.493421295105
2026-01-25 10:00:00+00:00,63605.8875,63586.6219346899,61516.651234938334,65652.42920193239
2026-01-25 11:00:00+00:00,64660.1475,63292.31984046058,61219.13181174137,65356.81213555167
2026-01-25 12:00:00+00:00,62213.7625,62412.22040503905,60341.71864241052,64478.130743064234
2026-01-25 13:00:00+00:00,60649.0275,61508.68523515138,59435.13653866228,63572.450196990576
2026-01-25 14:00:00+00:00,59558.8025,60877.742603905026,58806.7712461715,62944.76934670043
2026-01-25 15:00:00+00:00,58754.542499999996,60620.41154853326,58549.2315641556,62688.73564993765
2026-01-25 16:00:00+00:00,60425.4325,60516.68564645382,58446.31208679126,62585.88452049102
2026-01-25 17:00:00+00:00,65303.59,60311.188247096405,58240.011693616405,62377.441535586346
2026-01-25 18:00:00+00:00,66935.7175,59951.740378074224,57881.42414260305,62018.33227343141
2026-01-25 19:00:00+00:00,64519.155,59441.312983280965,57372.48072663618,61510.000612733966
2026-01-25 20:00:00+00:00,62271.8225,58641.290394815376,56570.62740945562,60708.685050960565
2026-01-25 21:00:00+00:00,62524.027500000004,57694.34997696121,55623.608284907175,59760.310454875624
2026-01-25 22:00:00+00:00,62315.5125,56632.19357588668,54560.26596107974,58697.07808270964
2026-01-25 23:00:00+00:00,60757.3525,55457.77101837908,53385.69141030231,57524.59220536817
2026-01-26 00:00:00+00:00,59374.675,54571.6254163602,52504.31976521115,56644.971088819904
2026-01-26 01:00:00+00:00,57885.9875,54147.07217784616,52081.77660637324,56217.93949930168
2026-01-26 02:00:00+00:00,55875.744999999995,54593.07704970295,52525.97733989358,56661.52696986818
2026-01-26 03:00:00+00:00,55722.0075,55743.0323897681,53676.425880420546,57812.8342867484
2026-01-26 04:00:00+00:00,58635.7375,57472.59129130141,55405.33041552169,59540.625720776305
2026-01-26 05:00:00+00:00,63748.600000000006,59539.85664177331,57470.8023699466,61611.657463940865
2026-01-26 06:00:00+00:00,69510.8725,61756.86326033401,59689.96118328544,63826.931994600985
2026-01-26 07:00:00+00:00,72619.03,63804.34512219018,61739.83919784522,65877.67196094265
2026-01-26 08:00:00+00:00,73111.3125,65615.15985084922,63549.88550536809,67687.14047679822
2026-01-26 09:00:00+00:00,72376.2425,66921.32544846536,64855.47463274138,68995.40794652808
