date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2026-01-24 00:00:00+00:00,15789.06325,15498.366939576861,14861.0085709518,16136.098314301982
2026-01-24 01:00:00+00:00,15178.943749999999,14831.46654727478,14194.586853912811,15467.524689276415
2026-01-24 02:00:00+00:00,14840.94125,14702.405871295292,14065.394216355415,15339.453069524392
2026-01-24 03:00:00+00:00,14917.98625,15080.02400908184,14444.020304023947,15714.265019132765
2026-01-24 04:00:00+00:00,15127.0665,15673.859949977767,15038.525355517279,16310.271540206784
2026-01-24 05:00:00+00:00,15755.87675,16360.3550858449,15724.964392561364,16996.77258095338
2026-01-24 06:00:00+00:00,16509.514000000003,17122.943923111045,16486.39729181076,17758.821080989008
2026-01-24 07:00:00+00:00,17411.12575,17958.7223220598,17324.032477435885,18593.81316781291
2026-01-24 08:00:00+00:00,18059.09175,18701.110379366142,18065.589115242827,19337.92391839283
2026-01-24 09:00:00+00:00,18467.146,19138.370313171086,18503.265829113312,19774.019073022006
2026-01-24 10:00:00+00:00,18462.941,19170.858086969416,18535.439771336572,19807.152037629367
2026-01-24 11:00:00+00:00,18117.68375,18832.207635126804,18196.056872364094,19468.549786452753
2026-01-24 12:00:00+00:00,17752.624499999998,18343.574930683495,17706.60942990746,18979.43391299204
2026-01-24 13:00:00+00:00,17461.9565,17803.172550545034,17167.722980073922,18439.525265774726
2026-01-24 14:00:00+00:00,17481.468249999998,17378.95664036359,16742.994274129363,18014.468141366146
2026-01-24 15:00:00+00:00,18018.08475,17058.918010237285,16422.32431252262,17694.318129819985
2026-01-24 16:00:00+00:00,19089.31875,16776.52778076217,16139.036732493361,17411.6385348728
2026-01-24 17:00:00+00:00,19392.22225,16377.057655049488,15739.428723345905,17011.758287144887
2026-01-24 18:00:00+00:00,18700.096250000002,15836.254359244629,15199.835493428098,16471.26542762481
2026-01-24 19:00:00+00:00,17581.14675,15173.821166135742,14536.339802076865,15809.862780307052
2026-01-24 20:00:00+00:00,16787.37775,14457.259888318817,13818.72177137532,15092.31021416001
2026-01-24 21:00:00+00:00,16364.8275,13735.6289326223,13097.170534261084,14369.90755958605
2026-01-24 22:00:00+00:00,15547.2235,13031.625222343973,12394.891669858533,13666.487031615083
2026-01-24 23:00:00+00:00,15111.115,12522.28077853641,11884.582091457753,13156.123030427098
2026-01-25 00:00:00+00:00,14343.6545,12029.24597768847,11392.304753934051,12663.43057852125
2026-01-25 01:00:00+00:00,13686.711,11730.631038643141,11094.528819139425,12365.600481428963
2026-01-25 02:00:00+00:00,13368.06275,11772.27830792456,11136.03300893231,12407.936142913011
2026-01-25 03:00:00+00:00,13375.222249999999,12207.8522088116,11572.16562187793,12843.525541549567
2026-01-25 04:00:00+00:00,13465.33575,12962.238938622686,12326.061582532966,13598.621771140495
2026-01-25 05:00:00+00:00,13851.75325,13935.871911307431,13299.326854313733,14571.82019246672
2026-01-25 06:00:00+00:00,14710.34775,15051.597308675013,14415.064910367264,15687.788690789643
2026-01-25 07:00:00+00:00,15732.57325,16217.444761944591,15581.292497844712,16854.238580734072
2026-01-25 08:00:00+00:00,16744.09575,17286.07769349783,16650.385027806453,17921.851666993996
